Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"274,524,022","+562,020","5,366,423","+5,448","246,338,379","22,819,220","89,266","35,219",688.5,0,0
China,"100,201",+125,"4,636",0,"93,917","1,648",6,70,3,"160,000,000","111,163"
USA,"51,696,205","+85,924","827,206",+487,"40,515,145","10,353,854","15,725","154,853","2,478","785,952,372","2,354,282"
India,"34,740,275","+7,081","477,422",+264,"34,171,471","91,382","8,944","24,818",341,"662,897,388","473,556"
Brazil,"22,212,343","+3,323","617,784",+137,"21,414,318","180,241","8,318","103,425","2,877","63,776,166","296,954"
UK,"11,279,428","+90,418","147,173",+125,"9,741,854","1,390,401",875,"164,886","2,151","384,287,490","5,617,644"
Russia,"10,186,823","+27,434","296,180","+1,076","8,952,266","938,377","2,300","69,760","2,028","234,500,000","1,605,879"
Turkey,"9,154,209","+17,644","80,244",+191,"8,762,742","311,223","1,128","106,861",937,"114,026,345","1,331,073"
France,"8,577,376","+58,536","121,418",+85,"7,498,715","957,243","2,933","130,983","1,854","178,020,146","2,718,502"
Germany,"6,788,546","+30,953","108,836",+230,"5,724,100","955,610","4,636","80,647","1,293","87,852,398","1,043,681"
Iran,"6,169,011","+1,361","131,033",+41,"5,999,860","38,118","2,909","72,099","1,531","40,463,565","472,908"
Spain,"5,455,527",0,"88,708",0,"4,968,287","398,532","1,306","116,618","1,896","66,213,858","1,415,393"
Argentina,"5,386,453","+4,163","116,899",+7,"5,230,733","38,821",789,"117,604","2,552","27,005,746","589,622"
Italy,"5,364,852","+28,064","135,544",+123,"4,881,836","347,472",953,"88,922","2,247","129,802,436","2,151,475"
Colombia,"5,105,285","+2,016","129,399",+54,"4,945,520","30,366",342,"98,796","2,504","28,919,466","559,639"
Indonesia,"4,260,380",+232,"143,998",+12,"4,111,464","4,918",0,"15,339",518,"59,985,826","215,971"
Poland,"3,942,864","+19,397","91,415",+543,"3,412,313","439,136","2,088","104,347","2,419","26,170,850","692,607"
Mexico,"3,930,015","+2,750","297,567",+211,"3,283,899","348,549","4,798","30,020","2,273","12,152,050","92,826"
Ukraine,"3,604,549","+7,503","92,929",+288,"3,324,999","186,621",177,"83,151","2,144","16,474,655","380,042"
South Africa,"3,292,609","+16,080","90,345",+48,"2,992,289","209,975",546,"54,513","1,496","20,985,692","347,440"
Netherlands,"2,966,744","+14,616","20,420",+50,"2,358,453","587,871",625,"172,582","1,188","19,205,114","1,117,207"
Philippines,"2,837,374",+110,"50,675",+106,"2,776,714","9,985",899,"25,399",454,"24,814,389","222,129"
Malaysia,"2,715,847","+4,083","31,073",+29,"2,630,680","54,094",391,"82,369",942,"39,642,365","1,202,314"
Czechia,"2,397,266","+8,966","35,187",+64,"2,155,341","206,738",889,"223,250","3,277","46,057,471","4,289,194"
Peru,"2,263,739","+1,856","202,154",+34,0,0,942,"67,288","6,009","21,125,401","627,934"
Thailand,"2,188,629","+3,132","21,353",+28,"2,123,969","43,307","1,061","31,241",305,"14,913,135","212,874"
Iraq,"2,090,208",+182,"24,051",+9,"2,059,474","6,683",94,"50,318",579,"16,654,158","400,923"
