Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"206,183,324","+714,443","4,347,178","+10,381","185,041,838","16,794,308","102,727","26,451",557.7,0,0
China,"94,161",+81,"4,636",0,"87,689","1,836",60,65,3,"160,000,000","111,163"
USA,"37,203,649","+143,537","636,298",+660,"30,097,898","6,469,453","17,303","111,668","1,910","552,408,181","1,658,077"
India,"32,117,052","+40,078","430,285",+583,"31,294,318","392,449","8,944","23,022",308,"487,370,196","349,348"
Brazil,"20,285,067","+35,891","566,988",+975,"19,151,021","567,058","8,318","94,684","2,647","56,023,684","261,500"
Russia,"6,534,791","+21,932","168,049",+808,"5,828,972","537,770","2,300","44,758","1,151","170,600,000","1,168,460"
France,"6,398,983","+28,554","112,487",+77,"5,840,661","445,835","1,807","97,792","1,719","111,773,788","1,708,184"
UK,"6,179,168","+32,961","130,701",+94,"4,746,302","1,302,165",871,"90,494","1,914","254,529,454","3,727,580"
Turkey,"6,018,485","+22,261","52,703",+138,"5,558,722","407,060",543,"70,517",618,"70,952,516","831,334"
Argentina,"5,066,253","+13,369","108,569",+181,"4,713,411","244,273","3,623","110,964","2,378","20,527,254","449,598"
Colombia,"4,856,595","+4,272","123,097",+144,"4,675,215","58,283","8,155","94,329","2,391","23,233,309","451,258"
Spain,"4,677,883","+17,410","82,407",+87,"3,877,494","717,982","1,921","100,008","1,762","58,466,967","1,249,963"
Italy,"4,420,418","+7,259","128,334",+30,"4,170,810","121,274",352,"73,231","2,126","79,966,541","1,324,765"
Iran,"4,320,266","+39,049","96,215",+568,"3,647,016","577,035","7,048","50,715","1,129","26,889,997","315,657"
Germany,"3,814,316","+5,506","92,348",+16,"3,673,700","48,268",471,"45,364","1,098","67,658,074","804,667"
Indonesia,"3,774,155","+24,709","113,664","+1,466","3,247,715","412,776",0,"13,638",411,"28,761,080","103,929"
Mexico,"3,020,596","+22,711","246,203",+727,"2,375,211","399,182","4,798","23,157","1,888","8,900,950","68,239"
Poland,"2,884,778",+221,"75,291",+2,"2,654,874","154,613",48,"76,316","1,992","19,059,617","504,217"
South Africa,"2,568,511","+14,271","76,247",+473,"2,344,896","147,368",546,"42,709","1,268","15,426,667","256,515"
Ukraine,"2,262,601","+1,247","53,173",+24,"2,194,791","14,637",177,"52,085","1,224","11,604,861","267,141"
Peru,"2,130,018","+1,502","197,209",+63,0,0,"1,613","63,617","5,890","15,996,274","477,757"
Netherlands,"1,894,667","+2,563","17,894",+7,"1,726,813","149,960",211,"110,302","1,042","16,254,958","946,317"
Iraq,"1,751,176","+10,243","19,466",+64,"1,566,703","165,007",989,"42,480",472,"13,632,192","330,693"
Philippines,"1,700,125","+12,201","29,539",+165,"1,582,747","87,839","2,611","15,289",266,"17,436,084","156,797"
Czechia,"1,675,677",+221,"30,372",0,"1,642,977","2,328",15,"156,151","2,830","34,151,002","3,182,433"
Chile,"1,626,594","+1,138","36,243",+86,"1,582,781","7,570","1,059","84,285","1,878","19,289,521","999,526"
Canada,"1,447,446","+2,141","26,692",+4,"1,406,013","14,741",212,"37,981",700,"39,199,157","1,028,577"
Bangladesh,"1,396,868","+10,126","23,613",+215,"1,262,065","111,190","1,388","8,389",142,"8,301,549","49,855"
Malaysia,"1,342,215","+21,668","11,691",+318,"1,093,503","237,021","1,059","40,888",356,"19,889,885","605,905"
Belgium,"1,145,736","+2,609","25,282",+3,"1,068,432","52,022",120,"98,382","2,171","17,802,329","1,528,655"
Sweden,"1,110,147","+1,035","14,621",0,"1,078,954","16,572",31,"109,166","1,438","11,448,153","1,125,754"
Romania,"1,086,109",+371,"34,334",+3,"1,049,156","2,619",98,"56,880","1,798","10,861,144","568,806"
Pakistan,"1,085,294","+4,934","24,187",+102,"975,474","85,633","4,584","4,810",107,"16,675,527","73,900"
Japan,"1,068,871","+15,109","15,330",+19,"920,862","132,679","1,404","8,480",122,"19,457,746","154,371"
Portugal,"995,949","+2,708","17,525",+11,"934,017","44,407",169,"97,992","1,724","15,974,446","1,571,733"
Israel,"925,585","+6,163","6,604",+17,"874,977","44,004",447,"99,248",708,"17,420,475","1,867,947"
Thailand,"839,771","+22,782","6,942",+147,"623,801","209,028","5,495","11,998",99,"8,129,670","116,147"
Hungary,"810,212",+86,"30,037",0,"763,801","16,374",15,"84,108","3,118","6,415,557","665,996"
Jordan,"780,542","+1,012","10,173",+15,"759,217","11,152",688,"75,665",986,"8,724,324","845,730"
Switzerland,"733,278","+2,128","10,921",+2,"695,341","27,016",73,"84,043","1,252","9,306,902","1,066,692"
Morocco,"731,084","+10,828","10,711",+104,"639,534","80,839","1,175","19,549",286,"8,122,849","217,208"
Serbia,"729,150",+983,"7,152",+1,"712,762","9,236",23,"83,828",822,"4,789,840","550,673"
Nepal,"725,769","+2,473","10,212",+32,"677,377","38,180",0,"24,422",344,"3,729,109","125,482"
UAE,"698,166","+1,260","1,992",+4,"675,566","20,608",0,"69,655",199,"69,026,966","6,886,731"
Austria,"665,885",+850,"10,753",+1,"647,883","7,249",51,"73,468","1,186","70,556,406","7,784,617"
Kazakhstan,"664,524","+7,747","7,208",+105,"548,362","108,954",221,"34,927",379,"11,575,012","608,370"
Tunisia,"618,124","+1,360","21,310",+90,"552,606","44,208",630,"51,700","1,782","2,369,269","198,164"
Lebanon,"578,367","+1,817","7,962",+4,"540,493","29,912",54,"85,162","1,172","4,731,376","696,673"
Saudi Arabia,"536,693",+766,"8,378",+12,"518,911","9,404","1,387","15,154",237,"26,180,818","739,240"
Greece,"528,474","+3,603","13,126",+20,"480,198","35,150",240,"50,980","1,266","13,837,533","1,334,855"
Ecuador,"493,767",+619,"31,870",+33,"443,880","18,017",759,"27,522","1,776","1,719,064","95,820"
Cuba,"491,904","+8,194","3,757",+73,"444,019","44,128",484,"43,459",332,"7,018,227","620,044"
Bolivia,"480,229",+770,"18,109",+27,"418,580","43,540",200,"40,526","1,528","2,160,529","182,325"
Georgia,"466,326","+5,128","6,279",+49,"412,420","47,627",0,"117,149","1,577","7,247,800","1,820,763"
