Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"148,472,490","+673,227","3,133,407","+10,802","126,577,412","18,761,671","111,106","19,048",402.0,0,0
China,"90,599",+11,"4,636",0,"85,652",311,4,63,3,"160,000,000","111,163"
USA,"32,875,045","+47,456","586,611",+455,"25,475,789","6,812,645","9,884","98,845","1,764","441,188,845","1,326,524"
India,"17,625,735","+319,435","197,880","+2,764","14,545,342","2,882,513","8,944","12,670",142,"279,321,177","200,794"
Brazil,"14,370,456","+29,669","392,204","+1,279","12,879,051","1,099,201","8,318","67,216","1,834","43,538,104","203,644"
France,"5,503,996","+5,952","103,256",+398,"4,405,717","995,023","6,001","84,170","1,579","74,886,627","1,145,199"
Russia,"4,771,372","+8,803","108,588",+356,"4,394,639","268,145","2,300","32,684",744,"128,000,000","876,798"
Turkey,"4,667,281","+37,312","38,711",+353,"4,121,671","506,899","3,563","54,857",455,"46,153,151","542,467"
UK,"4,406,946","+2,064","127,434",+6,"4,197,672","81,840",243,"64,639","1,869","151,605,651","2,223,682"
Italy,"3,971,114","+8,444","119,539",+301,"3,398,763","452,812","2,849","65,759","1,979","57,271,836","948,383"
Spain,"3,488,469","+6,500","77,738",+49,"3,182,894","227,837","2,356","74,588","1,662","46,199,597","987,812"
Germany,"3,307,769","+9,568","82,344",+107,"2,910,100","315,325","5,049","39,377",980,"54,061,332","643,562"
Argentina,"2,879,677","+18,793","62,087",+443,"2,542,004","275,586","5,036","63,242","1,364","10,800,832","237,201"
Colombia,"2,787,303","+12,839","71,799",+448,"2,602,489","113,015","6,006","54,306","1,399","14,467,329","281,873"
Poland,"2,762,323","+3,451","65,437",+22,"2,455,005","241,881","3,101","73,053","1,731","14,057,613","371,770"
Iran,"2,417,230","+21,026","70,070",+496,"1,892,229","454,931","5,244","28,482",826,"15,313,657","180,436"
