Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"34,499,937","+314,389","1,027,136","+5,583","25,661,791","7,811,010","66,076","4,426",131.8,0,0
China,"85,414",+11,"4,634",0,"80,594",186,2,59,3,"160,000,000","111,163"
USA,"7,494,671","+47,389","212,660",+920,"4,736,621","2,545,390","14,190","22,609",642,"108,431,960","327,100"
India,"6,391,960","+81,693","99,804","+1,096","5,348,653","943,503","8,944","4,620",72,"75,619,781","54,662"
Brazil,"4,849,229","+35,643","144,767",+805,"4,212,772","491,690","8,318","22,773",680,"17,900,000","84,061"
Russia,"1,185,231","+8,945","20,891",+169,"964,242","200,098","2,300","8,121",143,"46,000,000","315,175"
Colombia,"835,339","+5,660","26,196",+198,"751,691","57,452","2,220","16,373",513,"3,776,280","74,017"
Peru,"818,297","+3,468","32,535",+72,"690,528","95,234","1,353","24,732",983,"3,908,125","118,118"
Spain,"807,085","+3,715","31,973",+182,0,0,"1,561","17,260",684,"12,723,989","272,116"
Argentina,"765,002","+14,001","20,288",+6,"603,140","141,574","3,799","16,887",448,"2,002,975","44,216"
Mexico,"743,216","+5,053","77,646",+483,"533,886","131,684","2,458","5,749",601,"1,952,221","15,102"
South Africa,"676,084","+1,745","16,866",+132,"609,584","49,634",539,"11,364",283,"4,209,049","70,745"
France,"577,505","+13,970","32,019",+63,"96,797","448,689","1,238","8,842",490,"11,020,523","168,741"
Chile,"464,750","+1,759","12,822",+81,"438,148","13,780",849,"24,259",669,"3,355,848","175,171"
Iran,"461,044","+3,825","26,380",+211,"383,368","51,296","4,121","5,472",313,"4,043,130","47,983"
UK,"460,178","+6,914","42,202",+59,0,0,332,"6,770",621,"24,771,732","364,416"
Iraq,"367,474","+4,493","9,231",+50,"295,882","62,361",550,"9,086",228,"2,289,877","56,618"
Bangladesh,"364,987","+1,508","5,272",+21,"277,078","82,637",0,"2,211",32,"1,959,075","11,866"
Saudi Arabia,"335,097",+492,"4,794",+26,"319,746","10,557",993,"9,588",137,"6,541,028","187,160"
Turkey,"320,070","+1,407","8,262",+67,"281,151","30,657","1,507","3,785",98,"10,493,807","124,089"
Italy,"317,409","+2,548","35,918",+24,"228,844","52,647",291,"5,252",594,"11,452,158","189,483"
Philippines,"314,067","+2,403","5,560",+57,"254,201","54,306","1,758","2,857",51,"3,754,317","34,147"
Pakistan,"312,806",+543,"6,484",+5,"297,497","8,825",490,"1,409",29,"3,548,476","15,987"
Germany,"295,530","+2,619","9,586",+15,"257,900","28,044",362,"3,524",114,"16,999,253","202,729"
Indonesia,"291,182","+4,174","10,856",+116,"218,487","61,839",0,"1,062",40,"3,365,490","12,272"
Israel,"253,490","+7,996","1,622",+53,"179,468","72,400",821,"27,560",176,"3,562,512","387,331"
Ukraine,"213,028","+4,069","4,193",+64,"94,443","114,392",177,"4,879",96,"2,278,248","52,175"
Canada,"160,535","+1,777","9,319",+22,"136,350","14,866",110,"4,244",246,"7,423,052","196,244"
Ecuador,"138,584","+1,537","11,433",+78,"112,296","14,855",347,"7,825",646,"439,419","24,812"
Bolivia,"135,311",+670,"7,965",+34,"95,529","31,817",71,"11,552",680,"301,890","25,774"
Romania,"129,658","+2,086","4,862",+37,"103,994","20,802",557,"6,751",253,"2,445,488","127,339"
Morocco,"126,044","+2,391","2,229",+35,"104,136","19,679",437,"3,405",60,"2,643,860","71,417"
Qatar,"125,959",+199,214,0,"122,911","2,834",58,"44,860",76,"781,128","278,199"
Netherlands,"124,097","+3,252","6,419",+13,0,0,169,"7,238",374,"2,449,577","142,878"
Belgium,"118,452","+1,337","10,016",+15,"19,454","88,982",157,"10,209",863,"3,236,127","278,918"
Panama,"113,342",+747,"2,387",+15,"89,903","21,052",107,"26,166",551,"488,048","112,669"
Dominican Republic,"112,728",+519,"2,108",+3,"88,205","22,415",178,"10,366",194,"481,002","44,229"
Kazakhstan,"107,979",+71,"1,725",0,"102,937","3,317",221,"5,733",92,"2,964,281","157,398"
Kuwait,"105,676",+494,612,+2,"97,197","7,867",139,"24,654",143,"751,163","175,246"
Egypt,"103,317",+119,"5,946",+16,"96,855",516,41,"1,005",58,"135,000","1,313"
Oman,"98,585",0,935,0,"88,528","9,122",190,"19,186",182,"376,700","73,311"
UAE,"95,348","+1,158",421,+2,"84,903","10,024",0,"9,611",42,"9,798,960","987,763"
Sweden,"94,283",+436,"5,890",0,0,0,20,"9,321",582,"1,661,484","164,256"
Poland,"93,481","+1,967","2,543",+30,"70,401","20,537",159,"2,471",67,"3,362,066","88,859"
Guatemala,"92,409",+663,"3,261",+15,"80,800","8,348",5,"5,134",181,"327,947","18,222"
Japan,"83,563",+553,"1,571",+7,"76,590","5,402",151,661,12,"2,105,963","16,664"
Nepal,"79,728","+1,911",509,+11,"57,389","21,830",0,"2,724",17,"1,033,947","35,328"
Belarus,"79,019",+388,839,+6,"74,777","3,403",0,"8,363",89,"1,877,440","198,702"
Honduras,"76,900",+802,"2,353",+30,"27,922","46,625",21,"7,733",237,"179,028","18,004"
Costa Rica,"76,828","+1,068",917,+13,"39,843","36,068",221,"15,047",180,"229,178","44,885"
Portugal,"76,396",+854,"1,977",+6,"48,937","25,482",107,"7,498",194,"2,599,777","255,154"
Ethiopia,"76,098",+730,"1,205",+7,"31,430","43,463",255,658,10,"1,278,827","11,057"
Venezuela,"76,029",+907,635,+7,"66,245","9,149",208,"2,676",22,"1,948,148","68,560"
Czechia,"74,255","+3,484",678,+23,"34,186","39,391",198,"6,931",63,"1,386,145","129,376"
Bahrain,"71,374",+510,254,+3,"65,550","5,570",61,"41,599",148,"1,450,153","845,191"
Nigeria,"59,001",+153,"1,112",0,"50,452","7,437",7,284,5,"509,555","2,457"
Singapore,"57,784",+19,27,0,"57,512",245,0,"9,857",5,"2,885,545","492,249"
Uzbekistan,"57,190",+473,471,+1,"53,835","2,884",283,"1,703",14,"1,377,915","41,021"
Moldova,"54,064","+1,022","1,336",+16,"39,499","13,229",649,"13,410",331,"286,312","71,018"
Switzerland,"53,832",+550,"2,074",0,"45,300","6,458",31,"6,209",239,"1,380,083","159,168"
Algeria,"51,690",+160,"1,741",+5,"36,282","13,667",22,"1,174",40,0,0
Armenia,"50,850",+491,963,+4,"44,219","5,668",0,"17,152",325,"296,327","99,953"
Kyrgyzstan,"46,841",+172,"1,065",+1,"42,983","2,793",24,"7,150",163,"267,718","40,867"
Ghana,"46,656",+30,301,0,"45,942",413,6,"1,494",10,"483,540","15,482"
Austria,"45,686",+873,802,+3,"36,476","8,408",98,"5,065",89,"1,636,573","181,450"
Paraguay,"41,799","+1,041",869,+12,"25,167","15,763",150,"5,842",121,"280,909","39,263"
Lebanon,"40,882","+1,248",374,+7,"18,103","22,405",168,"5,997",55,"850,720","124,784"
Palestine,"40,322",+423,318,+7,"32,577","7,427",0,"7,859",62,"422,361","82,323"
Azerbaijan,"40,309",+80,593,+2,"38,068","1,648",0,"3,967",58,"1,121,290","110,339"
Afghanistan,"39,285",+17,"1,458",0,"32,842","4,985",93,"1,004",37,"111,310","2,844"
Kenya,"38,713",+184,718,+7,"25,023","12,972",44,716,13,"552,646","10,222"
