Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"234,038,597","+493,901","4,787,606","+8,859","210,858,488","18,392,503","90,709","30,025",614.2,0,0
China,"96,106",+25,"4,636",0,"90,521",949,5,67,3,"160,000,000","111,163"
USA,"44,199,496","+123,276","713,953","+2,190","33,634,702","9,850,841","20,909","132,566","2,141","639,832,856","1,919,022"
India,"33,738,188","+23,139","448,090",+309,"33,007,285","282,813","8,944","24,153",321,"567,450,185","406,231"
Brazil,"21,399,546","+17,756","596,163",+643,"20,404,701","398,682","8,318","99,794","2,780","57,282,520","267,129"
UK,"7,770,556","+36,476","136,525",+150,"6,292,234","1,341,797",826,"113,722","1,998","302,272,667","4,423,754"
Russia,"7,487,138","+22,430","206,388",+857,"6,653,941","626,809","2,300","51,277","1,413","191,000,000","1,308,109"
Turkey,"7,124,966","+29,386","63,838",+227,"6,583,789","477,339",633,"83,365",747,"85,951,901","1,005,677"
France,"7,008,228","+5,835","116,657",+42,"6,761,210","130,361","1,609","107,072","1,782","139,307,228","2,128,349"
Iran,"5,572,962","+13,271","120,160",+272,"5,009,673","443,129","6,016","65,312","1,408","31,868,828","373,485"
Argentina,"5,255,261","+1,496","115,130",+92,"5,116,274","23,857","1,160","114,967","2,519","24,252,818","530,566"
Spain,"4,956,691","+2,761","86,397",+39,"4,750,614","119,680",731,"105,964","1,847","64,557,887","1,380,111"
Colombia,"4,955,848","+1,472","126,261",+42,"4,797,967","31,620",542,"96,124","2,449","25,493,971","494,483"
Italy,"4,668,261","+3,212","130,870",+63,"4,441,412","95,979",450,"77,352","2,168","92,156,806","1,527,009"
Germany,"4,230,691","+12,209","94,191",+70,"3,989,700","146,800","1,435","50,295","1,120","73,348,901","871,985"
Indonesia,"4,213,414","+1,954","141,826",+117,"4,034,176","37,412",0,"15,204",512,"38,866,353","140,252"
Mexico,"3,645,599","+9,792","276,376",+700,"2,999,060","370,163","4,798","27,911","2,116","10,605,457","81,196"
Poland,"2,905,863","+1,231","75,623",+22,"2,662,132","168,108",174,"76,885","2,001","20,860,437","551,936"
South Africa,"2,900,994","+2,106","87,525",+108,"2,766,892","46,577",546,"48,159","1,453","17,649,727","293,002"
Philippines,"2,535,680","+12,753","38,164",+190,"2,365,110","132,406","3,170","22,763",343,"21,053,459","189,002"
Ukraine,"2,411,622","+9,666","56,080",+217,"2,251,352","104,190",177,"55,559","1,292","12,783,263","294,500"
Malaysia,"2,232,960","+12,434","26,143",+208,"2,037,099","169,718",978,"67,910",795,"30,072,699","914,589"
Peru,"2,175,305","+1,086","199,367",+38,0,0,"1,025","64,853","5,944","17,861,932","532,520"
Netherlands,"2,001,347","+1,755","18,168",+6,"1,920,581","62,598",155,"116,479","1,057","17,349,702","1,009,758"
Iraq,"2,000,869","+2,254","22,221",+34,"1,907,411","71,237",497,"48,398",537,"15,191,078","367,451"
Japan,"1,697,650","+1,742","17,551",+40,"1,647,414","32,685",998,"13,474",139,"24,664,101","195,755"
Czechia,"1,690,757",+472,"30,457",+3,"1,654,176","6,124",38,"157,519","2,838","38,060,279","3,545,869"
Chile,"1,653,406",+611,"37,455",+6,"1,609,007","6,944",386,"85,579","1,939","21,742,020","1,125,354"
Canada,"1,620,126","+4,267","27,819",+65,"1,547,949","44,358",776,"42,463",729,"43,215,201","1,132,668"
Thailand,"1,591,829","+10,414","16,620",+122,"1,459,786","115,423","3,324","22,735",237,"9,201,621","131,418"
Bangladesh,"1,555,051","+1,178","27,487",+17,"1,514,962","12,602","1,408","9,327",165,"9,704,722","58,207"
Israel,"1,278,631","+3,659","7,732",+40,"1,221,390","49,509",647,"137,104",829,"20,925,466","2,243,777"
Pakistan,"1,243,385","+1,560","27,690",+52,"1,167,189","48,506","3,948","5,496",122,"19,333,471","85,465"
Belgium,"1,240,232","+1,874","25,581",+13,"1,153,741","60,910",206,"106,436","2,195","19,935,374","1,710,846"
Romania,"1,221,636","+10,826","36,865",+207,"1,110,542","74,229","1,320","64,034","1,932","12,788,452","670,328"
Sweden,"1,152,886",+860,"14,822",+1,"1,111,845","26,219",37,"113,277","1,456","12,605,062","1,238,515"
Portugal,"1,068,530",+755,"17,968",+6,"1,020,067","30,495",68,"105,173","1,769","18,505,967","1,821,506"
Serbia,"934,440","+8,171","8,187",+45,"798,306","127,947",243,"107,486",942,"5,626,417","647,193"
Morocco,"931,973","+1,082","14,248",+23,"904,552","13,173",459,"24,883",380,"9,690,644","258,734"
Kazakhstan,"882,634","+1,925","11,142",+42,"818,521","52,971",221,"46,319",585,"11,575,012","607,430"
Cuba,"872,425","+5,617","7,378",+48,"834,004","31,043",421,"77,083",652,"9,509,303","840,192"
Switzerland,"839,219","+1,452","11,096",+6,"765,932","62,191",186,"96,094","1,271","10,796,404","1,236,234"
Jordan,"822,892","+1,052","10,710",+7,"799,849","12,333",465,"79,668","1,037","10,042,642","972,276"
Hungary,"822,072",+546,"30,185",+6,"784,539","7,348",81,"85,367","3,135","6,914,466","718,026"
Nepal,"794,163",+892,"11,123",+8,"764,847","18,193",0,"26,661",373,"4,196,827","140,894"
Vietnam,"782,815","+12,175","19,098",+162,"583,509","180,208",0,"7,953",194,"42,517,091","431,965"
Austria,"741,046","+2,283","10,998",+12,"710,069","19,979",226,"81,700","1,213","86,750,951","9,564,292"
UAE,"735,727",+270,"2,095",+1,"728,195","5,437",0,"73,288",209,"83,684,325","8,336,046"
Tunisia,"706,314",+840,"24,842",+10,"673,990","7,482",295,"58,996","2,075","2,920,578","243,945"
