Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"165,550,729","+663,524","3,431,380","+13,155","145,793,252","16,326,097","100,118","21,239",440.2,0,0
China,"90,908",+14,"4,636",0,"85,976",296,3,63,3,"160,000,000","111,163"
USA,"33,802,324","+28,541","601,949",+636,"27,299,180","5,901,195","7,652","101,596","1,809","468,945,602","1,409,464"
India,"25,771,405","+276,261","287,156","+3,880","22,348,683","3,135,566","8,944","18,515",206,"320,301,177","230,112"
Brazil,"15,815,191","+79,706","441,864","+2,485","14,330,118","1,043,209","8,318","73,941","2,066","47,073,060","220,081"
France,"5,917,397","+19,050","108,181",+141,"5,188,782","620,434","3,862","90,479","1,654","81,995,097","1,253,731"
Turkey,"5,151,038","+11,553","45,419",+233,"4,980,516","125,103","2,162","60,503",533,"51,512,691","605,056"
Russia,"4,965,676","+7,920","116,965",+390,"4,581,787","266,924","2,300","34,014",801,"134,300,000","919,928"
UK,"4,452,527","+2,696","127,694",+3,"4,284,015","40,818",124,"65,286","1,872","172,256,865","2,525,756"
Italy,"4,172,525","+5,506","124,646",+149,"3,741,149","306,730","1,643","69,101","2,064","63,571,711","1,052,802"
Germany,"3,627,777","+11,881","87,405",+257,"3,340,400","199,972","3,708","43,178","1,040","58,093,759","691,427"
Spain,"3,625,928","+6,080","79,568",+66,"3,342,024","204,336","1,740","77,526","1,701","48,928,535","1,046,135"
Argentina,"3,411,160","+39,652","72,265",+494,"3,009,150","329,745","5,877","74,871","1,586","12,728,157","279,367"
Colombia,"3,161,126","+16,579","82,743",+452,"2,961,313","117,070","6,582","61,549","1,611","16,074,868","312,985"
Poland,"2,859,265","+2,348","72,250",+329,"2,610,932","176,083","1,377","75,622","1,911","15,335,408","405,591"
Iran,"2,792,204","+12,789","77,765",+233,"2,272,719","441,720","5,158","32,874",916,"18,418,983","216,853"
Mexico,"2,385,512","+2,767","220,746",+257,"1,905,591","259,175","4,798","18,333","1,696","6,874,702","52,832"
Ukraine,"2,165,233","+5,138","48,696",+227,"1,899,446","217,091",177,"49,774","1,119","9,914,382","227,908"
Peru,"1,903,615","+5,715","67,034",+264,"1,720,665","115,916","2,660","57,037","2,008","12,240,660","366,758"
Indonesia,"1,753,101","+4,871","48,669",+192,"1,616,603","87,829",0,"6,350",176,"15,738,417","57,009"
Czechia,"1,655,425","+1,200","29,960",+12,"1,602,903","22,562",224,"154,330","2,793","22,005,586","2,051,516"
South Africa,"1,621,362","+3,522","55,507",+167,"1,528,868","36,987",546,"27,038",926,"11,207,305","186,895"
Netherlands,"1,610,868","+4,549","17,488",+15,"1,393,477","199,903",631,"93,828","1,019","13,524,699","787,772"
Canada,"1,342,388","+4,247","25,066",+48,"1,255,714","61,608","1,344","35,295",659,"33,754,111","887,488"
Chile,"1,300,629","+4,767","27,997",+32,"1,236,581","36,051","2,972","67,528","1,454","14,076,346","730,837"
Philippines,"1,159,055","+4,684","19,506",+135,"1,089,531","50,018","1,819","10,455",176,"12,793,212","115,397"
Iraq,"1,151,557","+4,609","16,069",+40,"1,061,975","73,513",457,"28,078",392,"9,970,564","243,107"
Romania,"1,073,679",+707,"29,716",+54,"1,028,554","15,409",718,"56,142","1,554","8,753,313","457,707"
Sweden,"1,055,173","+3,411","14,312",0,"902,442","138,419",283,"103,910","1,409","9,481,745","933,728"
Belgium,"1,034,714","+1,819","24,749",+26,"922,277","87,688",613,"88,938","2,127","13,349,334","1,147,435"
Pakistan,"886,184","+3,256","19,856",+104,"799,951","66,377","4,549","3,945",88,"12,552,339","55,874"
Portugal,"843,278",+511,"17,013",+2,"804,176","22,089",56,"82,914","1,673","11,271,353","1,108,244"
Israel,"839,221",+54,"6,395",+3,"832,232",594,58,"91,244",695,"14,487,253","1,575,114"
Hungary,"799,588",+633,"29,329",+52,"648,513","121,746",224,"82,956","3,043","5,670,793","588,336"
Bangladesh,"783,737","+1,608","12,248",+37,"726,132","45,357","1,155","4,718",74,"5,755,446","34,644"
Jordan,"727,612","+1,180","9,314",+19,"710,445","7,853",729,"70,695",905,"7,034,669","683,493"
Serbia,"708,328",+609,"6,725",+15,"682,847","18,756",80,"81,358",772,"4,041,471","464,201"
Japan,"692,435","+4,962","11,851",+227,"609,086","71,498","1,293","5,490",94,"13,307,674","105,504"
