Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"57,898,995","+662,957","1,376,857","+11,136","40,099,614","16,422,524","102,205","7,428",176.6,0,0
China,"86,398",+17,"4,634",0,"81,453",311,1,60,3,"160,000,000","111,163"
USA,"12,277,827","+204,179","260,331","+1,999","7,317,060","4,700,436","22,789","37,008",785,"177,156,841","533,992"
India,"9,050,613","+46,288","132,764",+562,"8,475,897","441,952","8,944","6,533",96,"129,591,786","93,550"
Brazil,"6,020,164","+37,075","168,662",+521,"5,422,102","429,400","8,318","28,244",791,"21,900,000","102,746"
France,"2,109,170","+22,882","48,265",+634,"149,521","1,911,384","4,582","32,285",739,"19,659,456","300,925"
Russia,"2,039,926","+24,318","35,311",+461,"1,551,414","453,201","2,300","13,976",242,"71,249,997","488,151"
Spain,"1,589,219","+15,156","42,619",+328,0,0,"3,054","33,985",911,"20,742,051","443,568"
UK,"1,473,508","+20,252","54,285",+510,0,0,"1,426","21,661",798,"40,266,183","591,931"
Argentina,"1,359,042","+9,608","36,790",+258,"1,177,819","144,433","4,187","29,963",811,"3,622,893","79,875"
Italy,"1,345,764","+37,239","48,569",+699,"520,022","777,173","3,748","22,271",804,"19,962,604","330,359"
Colombia,"1,233,444","+7,954","34,929",+168,"1,138,581","59,934","2,376","24,141",684,"5,955,489","116,561"
Mexico,"1,019,543","+4,472","100,104",+576,"766,361","153,078","2,852","7,875",773,"2,649,000","20,462"
Peru,"946,087","+2,170","35,484",+38,"873,970","36,633",984,"28,540","1,070","4,896,839","147,720"
Germany,"901,659","+23,450","14,076",+288,"579,100","308,483","3,561","10,748",168,"26,456,866","315,381"
Iran,"828,377","+13,260","43,896",+479,"589,025","195,456","5,756","9,814",520,"5,626,631","66,659"
Poland,"819,262","+22,464","12,714",+626,"381,800","424,748","2,135","21,656",336,"5,857,287","154,830"
South Africa,"762,763","+3,105","20,759",+88,"707,040","34,964",546,"12,798",348,"5,243,055","87,974"
