Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"134,503,973","+746,591","2,914,332","+13,881","108,341,801","23,247,840","101,616","17,256",373.9,0,0
China,"90,365",+24,"4,636",0,"85,466",263,1,63,3,"160,000,000","111,163"
USA,"31,717,404","+80,161","573,856","+1,009","24,272,869","6,870,679","9,121","95,392","1,726","415,167,153","1,248,642"
Brazil,"13,286,324","+89,293","345,287","+4,190","11,732,193","1,208,844","8,318","62,167","1,616","28,600,000","133,820"
India,"13,057,954","+131,893","167,694",+802,"11,910,741","979,519","8,944","9,391",121,"252,677,379","181,727"
France,"4,939,258","+15,869","98,065",+345,"303,639","4,537,554","5,729","75,541","1,500","68,007,540","1,040,114"
Russia,"4,614,834","+8,672","101,845",+365,"4,239,038","273,951","2,300","31,612",698,"122,600,000","839,826"
UK,"4,362,311","+3,023","126,980",+53,"3,945,354","289,977",440,"64,001","1,863","133,233,062","1,954,703"
Italy,"3,717,588","+17,207","112,861",+487,"3,060,411","544,316","3,663","61,556","1,869","52,117,901","862,975"
Turkey,"3,689,866","+55,941","33,201",+258,"3,232,892","423,773","2,615","43,392",390,"40,689,742","478,503"
Spain,"3,336,637","+9,901","76,179",+142,"3,088,946","171,512","2,024","71,343","1,629","43,458,915","929,230"
Germany,"2,951,829","+24,257","78,473",+299,"2,631,400","241,956","4,439","35,145",934,"51,559,277","613,873"
Poland,"2,499,519","+27,899","56,659",+954,"2,076,504","366,356","3,362","66,099","1,498","12,700,278","335,856"
Colombia,"2,492,081","+12,464","65,014",+247,"2,355,832","71,235","2,603","48,579","1,267","13,109,505","255,550"
Argentina,"2,473,751","+23,683","57,122",+290,"2,188,983","227,646","3,742","54,351","1,255","9,361,097","205,674"
Mexico,"2,261,879","+5,499","205,598",+596,"1,798,657","257,624","4,798","17,403","1,582","6,191,679","47,638"
Iran,"2,006,934","+22,586","63,884",+185,"1,684,570","258,480","4,221","23,662",753,"13,412,327","158,132"
Ukraine,"1,803,998","+19,419","35,962",+464,"1,383,883","384,153",177,"41,442",826,"8,514,631","195,600"
Peru,"1,617,864","+9,966","53,978",+253,"1,537,085","26,801","2,246","48,550","1,620","9,790,744","293,806"
Czechia,"1,567,908","+7,048","27,557",+113,"1,436,963","103,388","1,349","146,202","2,570","13,812,844","1,287,997"
South Africa,"1,554,975","+1,366","53,173",+62,"1,480,632","21,170",546,"25,967",888,"10,055,899","167,928"
Indonesia,"1,552,880","+5,504","42,227",+163,"1,399,382","111,271",0,"5,632",153,"13,208,066","47,900"
Netherlands,"1,327,136","+7,783","16,690",+18,0,0,788,"77,321",972,"10,795,845","628,980"
Chile,"1,051,270","+8,248","23,979",+183,"986,285","41,006","3,044","54,633","1,246","11,673,902","606,681"
Canada,"1,036,023","+7,982","23,211",+38,"948,521","64,291",835,"27,266",611,"28,579,065","752,154"
Romania,"993,613","+4,989","24,733",+172,"890,528","78,352","1,495","51,917","1,292","7,591,365","396,652"
Belgium,"908,212","+3,539","23,301",+54,"58,568","826,343",898,"78,103","2,004","11,511,956","989,984"
Iraq,"903,439","+7,817","14,606",+34,"799,327","89,506",454,"22,083",357,"8,380,401","204,841"
Sweden,"857,401","+7,760","13,588",+1,0,0,345,"84,492","1,339","7,530,772","742,118"
Israel,"835,486",+270,"6,279",+13,"824,748","4,459",280,"90,837",683,"13,686,147","1,488,014"
Philippines,"828,329","+9,179","14,119",+60,"646,737","167,473",785,"7,483",128,"10,572,920","95,510"
Portugal,"825,633",+602,"16,899",+9,"782,895","25,839",122,"81,153","1,661","9,363,361","920,343"
Pakistan,"705,517","+5,329","15,124",+98,"623,399","66,994","3,942","3,147",67,"10,584,877","47,218"
Hungary,"698,490","+4,814","22,681",+272,"419,765","256,044","1,337","72,447","2,352","4,825,607","500,507"
Bangladesh,"666,132","+6,854","9,521",+74,"565,030","91,581",0,"4,014",57,"4,915,758","29,622"
Jordan,"655,456","+4,775","7,565",+96,"576,771","71,120",729,"63,755",736,"6,238,652","606,820"
Serbia,"633,013","+3,625","5,620",+41,"541,317","86,076",265,"72,675",645,"3,547,832","407,318"
Switzerland,"615,024","+2,449","10,445",+13,"556,090","48,489",189,"70,666","1,200","6,300,365","723,909"
Austria,"568,914","+2,906","9,586",+40,"525,682","33,646",578,"62,892","1,060","25,868,498","2,859,690"
Morocco,"500,323",+635,"8,873",+6,"486,913","4,537",235,"13,433",238,"6,065,577","162,851"
Japan,"492,875","+3,299","9,301",+22,"457,050","26,524",464,"3,906",74,"10,244,852","81,194"
Lebanon,"489,428","+3,510","6,549",+37,"395,261","87,618",880,"71,955",963,"3,653,828","537,181"
UAE,"478,131","+2,112","1,523",+3,"463,032","13,576",0,"47,899",153,"39,536,623","3,960,771"
Saudi Arabia,"395,854",+902,"6,728",+9,"381,658","7,468",874,"11,237",191,"15,605,861","442,982"
Slovakia,"368,470","+1,576","10,322",+79,"255,300","102,848",576,"67,465","1,890","2,411,744","441,576"
Bulgaria,"367,376","+2,957","14,170",+136,"281,979","71,227",813,"53,181","2,051","2,240,606","324,348"
Panama,"357,704",+427,"6,152",+4,"347,060","4,492",105,"81,915","1,409","2,214,840","507,202"
Malaysia,"355,753","+1,285","1,308",+4,"340,242","14,203",186,"10,885",40,"8,050,587","246,316"
Ecuador,"341,619","+2,015","17,115",+58,"290,314","34,190",582,"19,140",959,"1,180,328","66,131"
