Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"420,002,221","+2,028,153","5,880,773","+11,431","343,882,979","70,238,469","84,563","53,882",754.4,0,0
China,"107,288",+92,"4,636",0,"101,232","1,420",7,75,3,"160,000,000","111,163"
USA,"79,915,734","+103,377","955,497","+2,184","51,019,315","27,940,922","13,139","239,152","2,859","935,879,901","2,800,674"
India,"42,780,235","+25,920","510,937",+496,"41,977,238","292,060","8,944","30,512",364,"755,532,460","538,863"
Brazil,"27,941,476","+129,266","641,997","+1,129","24,708,484","2,590,995","8,318","129,949","2,986","63,776,166","296,607"
France,"22,068,635","+92,345","136,142",+287,"18,340,372","3,592,121","3,371","336,881","2,078","240,847,561","3,676,576"
UK,"18,499,058","+51,899","160,221",+183,"16,462,113","1,876,724",359,"270,191","2,340","473,986,470","6,922,892"
Russia,"14,840,502","+180,622","343,173",+790,"11,828,475","2,668,854","2,300","101,622","2,350","270,300,000","1,850,909"
Turkey,"13,266,265","+92,406","91,646",+258,"12,371,376","803,243","1,128","154,589","1,068","138,920,336","1,618,814"
Germany,"13,154,541","+227,613","121,447",+244,"9,320,700","3,712,394","2,494","156,192","1,442","104,701,826","1,243,193"
Italy,"12,323,398","+57,890","152,282",+320,"10,732,908","1,438,208","1,037","204,310","2,525","182,771,404","3,030,177"
Spain,"10,778,607","+34,213","97,710",+360,"8,216,664","2,464,233","1,351","230,390","2,089","471,036,328","10,068,264"
Argentina,"8,799,858","+16,650","124,924",+159,"8,518,034","156,900","1,789","191,840","2,723","33,736,896","735,476"
Iran,"6,894,110","+17,545","134,420",+182,"6,402,821","356,869","3,760","80,405","1,568","46,144,867","538,180"
Colombia,"6,035,143","+4,013","137,733",+147,"5,852,934","44,476",342,"116,586","2,661","32,868,692","634,953"
Netherlands,"5,963,238","+56,378","21,449",+17,"3,630,359","2,311,430",174,"346,768","1,247","21,107,399","1,227,417"
Poland,"5,495,292","+28,906","109,205",+316,"4,745,861","640,226","1,067","145,458","2,891","32,751,518","866,921"
Mexico,"5,344,840","+23,096","314,128",+520,"4,591,088","439,624","4,798","40,758","2,395","14,755,034","112,516"
Indonesia,"5,030,002","+63,956","145,828",+206,"4,414,306","469,868","2,278","18,079",524,"79,645,014","286,255"
Ukraine,"4,637,260","+33,330","103,824",+259,"3,866,755","666,681",177,"107,081","2,397","19,235,891","444,186"
Japan,"4,146,197","+90,522","20,954",+253,"3,260,457","864,786","1,469","32,947",167,"36,922,099","293,391"
