Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"128,230,670","+441,886","2,804,090","+7,556","103,450,808","21,975,772","94,666","16,451",359.7,0,0
China,"90,182",+15,"4,636",0,"85,374",172,1,63,3,"160,000,000","111,163"
USA,"31,033,801","+59,707","563,206",+639,"23,509,220","6,961,375","8,681","93,351","1,694","400,876,110","1,205,853"
Brazil,"12,577,354","+42,666","314,268","+1,969","10,969,247","1,293,839","8,318","58,861","1,471","28,600,000","133,845"
India,"12,095,329","+56,119","162,147",+266,"11,390,829","542,353","8,944","8,701",117,"241,864,161","173,997"
France,"4,554,683","+9,094","94,956",+360,"290,810","4,168,917","4,974","69,664","1,452","63,656,437","973,626"
Russia,"4,528,543","+8,711","98,033",+293,"4,146,408","284,102","2,300","31,021",672,"119,700,000","819,970"
UK,"4,337,696","+4,654","126,615",+23,"3,821,179","389,902",615,"63,649","1,858","121,517,399","1,783,073"
Italy,"3,544,957","+12,916","108,350",+417,"2,870,614","565,993","3,721","58,696","1,794","49,249,985","815,455"
Spain,"3,270,825","+6,120","75,199",+63,"3,038,175","157,451","1,861","69,937","1,608","41,884,958","895,586"
Turkey,"3,240,577","+32,404","31,230",+154,"2,975,108","234,239","1,998","38,120",367,"38,102,747","448,211"
Germany,"2,796,400","+10,055","76,599",+131,"2,494,800","225,001","3,573","33,297",912,"48,979,281","583,206"
Colombia,"2,389,779","+7,049","63,079",+124,"2,273,909","52,791","1,982","46,599","1,230","12,629,769","246,270"
Argentina,"2,322,611","+14,014","55,611",+162,"2,088,256","178,744","3,639","51,043","1,222","8,745,746","192,202"
Poland,"2,267,964","+16,965","51,932",+48,"1,824,431","391,601","2,985","59,974","1,373","11,853,134","313,444"
Mexico,"2,226,550","+1,783","201,623",+194,"1,761,786","263,141","4,798","17,136","1,552","6,034,939","46,446"
Iran,"1,864,984","+9,310","62,478",+81,"1,600,488","202,018","3,940","21,996",737,"12,682,968","149,585"
Ukraine,"1,652,409","+8,346","32,132",+178,"1,303,500","316,777",177,"37,953",738,"8,007,427","183,918"
South Africa,"1,545,979",+548,"52,710",+47,"1,472,645","20,624",546,"25,826",881,"9,819,994","164,045"
Peru,"1,533,121","+3,239","51,635",+166,"1,451,112","30,374","2,278","46,024","1,550","9,190,114","275,886"
Czechia,"1,516,803","+1,735","26,137",+100,"1,354,123","136,543","1,727","141,443","2,437","12,028,967","1,121,714"
Indonesia,"1,501,093","+5,008","40,581",+132,"1,336,818","123,694",0,"5,445",147,"12,579,966","45,635"
Netherlands,"1,259,155","+6,718","16,475",+10,0,0,672,"73,364",960,"9,747,836","567,955"
Chile,"984,484","+7,241","23,070",+101,"918,446","42,968","2,590","51,175","1,199","11,121,171","578,091"
Canada,"971,718","+4,573","22,900",+20,"903,607","45,211",661,"25,580",603,"27,466,380","723,042"
Romania,"940,443","+3,825","23,234",+120,"840,127","77,082","1,398","49,130","1,214","7,236,427","378,038"
Belgium,"870,757","+4,694","22,897",+27,"56,631","791,229",700,"74,891","1,969","10,998,006","945,898"
Iraq,"838,265","+5,837","14,249",+37,"750,435","73,581",508,"20,502",348,"7,950,275","194,445"
Israel,"832,125",+201,"6,197",+12,"817,698","8,230",441,"90,472",674,"13,456,709","1,463,069"
Portugal,"820,716",+309,"16,843",+6,"775,849","28,024",136,"80,663","1,655","9,013,053","885,840"
Sweden,"780,018",0,"13,402",0,0,0,284,"76,880","1,321","7,201,692","709,809"
Philippines,"731,894","+10,016","13,186",+16,"603,213","115,495",785,"6,614",119,"10,087,813","91,161"
Pakistan,"659,116","+4,525","14,256",+41,"598,197","46,663","3,055","2,942",64,"10,107,095","45,110"
Hungary,"641,124","+7,263","20,161",+189,"399,961","221,002","1,497","66,492","2,091","4,557,943","472,713"
Bangladesh,"600,895","+5,181","8,949",+45,"537,718","54,228",0,"3,622",54,"4,617,025","27,829"
Jordan,"597,256","+7,940","6,651",+97,"494,417","96,188",729,"58,109",647,"5,825,666","566,802"
Switzerland,"596,790","+4,573","10,305",+5,"544,729","41,756",158,"68,584","1,184","5,942,810","682,961"
Serbia,"590,018","+4,512","5,231",+41,"498,101","86,686",252,"67,731",600,"3,388,114","388,939"
Austria,"539,541","+3,076","9,275",+19,"494,377","35,889",534,"59,654","1,025","22,610,260","2,499,888"
Morocco,"494,756",+97,"8,807",+9,"482,585","3,364",257,"13,288",237,"5,942,907","159,609"
Japan,"468,614","+1,765","9,061",+30,"442,369","17,184",342,"3,714",72,"9,687,049","76,767"
Lebanon,"462,339","+1,277","6,136",+40,"366,639","89,564",970,"67,964",902,"3,516,688","516,956"
UAE,"457,071","+1,874","1,486",+5,"440,731","14,854",0,"45,804",149,"37,130,827","3,720,975"
Saudi Arabia,"388,866",+541,"6,656",+6,"377,304","4,906",674,"11,043",189,"15,008,398","426,202"
Slovakia,"358,115",+205,"9,542",+46,"255,300","93,273",651,"65,570","1,747","2,331,828","426,949"
Panama,"354,085",+246,"6,103",+3,"343,057","4,925",105,"81,121","1,398","2,133,423","488,765"
Malaysia,"342,885",+941,"1,260",+5,"327,406","14,219",166,"10,495",39,"7,555,722","231,255"
Bulgaria,"333,250","+4,497","12,913",+203,"252,473","67,864",752,"48,231","1,869","2,078,028","300,751"
Ecuador,"325,124",+642,"16,746",+8,"281,684","26,694",570,"18,223",939,"1,134,885","63,611"
Belarus,"319,599",+918,"2,227",+8,"310,189","7,183",0,"33,831",236,"5,341,101","565,375"
Georgia,"280,472",+171,"3,765",+14,"272,601","4,106",0,"70,409",945,"3,327,100","835,226"
Nepal,"276,980",+141,"3,027",0,"272,612","1,341",0,"9,382",103,"2,264,268","76,694"
