Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"58,480,145","+581,150","1,385,778","+8,922","40,460,015","16,634,352","102,391","7,502",177.8,0,0
China,"86,414",+16,"4,634",0,"81,472",308,1,60,3,"160,000,000","111,163"
USA,"12,450,666","+172,839","261,790","+1,460","7,403,847","4,785,029","22,927","37,529",789,"179,039,707","539,659"
India,"9,095,908","+45,295","133,263",+499,"8,520,039","442,606","8,944","6,566",96,"130,657,808","94,317"
Brazil,"6,052,786","+32,622","169,016",+354,"5,429,158","454,612","8,318","28,397",793,"21,900,000","102,744"
France,"2,127,051","+17,881","48,518",+253,"149,521","1,929,012","4,582","32,558",743,"19,779,652","302,763"
Russia,"2,064,748","+24,822","35,778",+467,"1,577,435","451,535","2,300","14,146",245,"71,838,293","492,181"
Spain,"1,589,219",0,"42,619",0,0,0,"3,054","33,985",911,"20,742,051","443,567"
UK,"1,493,383","+19,875","54,626",+341,0,0,"1,421","21,953",803,"40,266,183","591,923"
Italy,"1,380,531","+34,767","49,261",+692,"539,524","791,746","3,758","22,846",815,"20,199,829","334,287"
Argentina,"1,366,182","+7,140","36,902",+112,"1,187,053","142,227","4,132","30,120",814,"3,661,948","80,734"
Colombia,"1,240,493","+7,049","35,104",+175,"1,144,923","60,466","2,376","24,278",687,"6,010,654","117,637"
Mexico,"1,025,969","+6,426","100,823",+719,"770,728","154,418","2,852","7,925",779,"2,665,407","20,588"
Peru,"948,081","+1,994","35,549",+65,"876,399","36,133",969,"28,599","1,072","4,916,164","148,298"
Germany,"918,271","+16,612","14,239",+163,"593,100","310,932","3,615","10,946",170,"26,456,866","315,378"
Poland,"842,864","+23,602","13,288",+574,"407,075","422,501","2,125","22,280",351,"5,901,232","155,992"
Iran,"841,308","+12,931","44,327",+431,"596,136","200,845","5,778","9,967",525,"5,747,325","68,087"
South Africa,"765,409","+2,646","20,845",+86,"707,784","36,780",546,"12,842",350,"5,269,062","88,407"
Ukraine,"612,665","+14,580","10,813",+215,"282,313","319,539",177,"14,042",248,"4,154,333","95,219"
Belgium,"553,680","+3,416","15,352",+156,"35,281","503,047","1,249","47,692","1,322","5,633,655","485,265"
Chile,"539,143","+1,558","15,030",+27,"514,584","9,529",712,"28,109",784,"5,017,064","261,572"
Iraq,"533,555","+1,786","11,925",+42,"463,040","58,590",366,"13,151",294,"3,244,188","79,964"
Indonesia,"493,308","+4,998","15,774",+96,"413,955","63,579",0,"1,796",57,"5,304,548","19,314"
Czechia,"490,750","+3,187","7,095",+74,"394,830","88,825",913,"45,793",662,"2,905,249","271,093"
Netherlands,"479,260","+6,070","8,870",+48,0,0,564,"27,946",517,"3,893,908","227,053"
Bangladesh,"445,281","+1,847","6,350",+28,"360,352","78,579",0,"2,693",38,"2,635,202","15,939"
Turkey,"440,805","+5,532","12,219",+135,"370,825","57,761","4,121","5,205",144,"17,090,101","201,788"
Philippines,"416,850","+1,789","8,080",+55,"375,529","33,241","1,449","3,784",73,"5,457,998","49,551"
Romania,"412,808","+9,685","9,916",+160,"287,310","115,582","1,132","21,515",517,"3,877,953","202,117"
Pakistan,"371,508","+2,843","7,603",+42,"328,931","34,974","1,613","1,669",34,"5,141,403","23,102"
Saudi Arabia,"355,034",+221,"5,761",+16,"342,882","6,391",796,"10,137",164,"9,218,646","263,205"
Israel,"328,397",+649,"2,757",+13,"317,171","8,469",315,"35,705",300,"5,237,118","569,401"
Canada,"325,711","+4,992","11,406",+72,"260,398","53,907",431,"8,600",301,"10,822,889","285,778"
Morocco,"320,962","+4,702","5,256",+74,"266,711","48,995","1,024","8,656",142,"3,776,678","101,849"
Switzerland,"290,601",0,"4,031",+39,"180,700","105,870",517,"33,482",464,"2,513,729","289,619"
Portugal,"255,970","+6,472","3,824",+62,"169,379","82,767",485,"25,132",375,"4,067,735","399,387"
Austria,"241,962","+6,611","2,328",+104,"162,751","76,883",697,"26,806",258,"2,820,796","312,499"
Nepal,"218,639","+1,674","1,305",+7,"193,325","24,009",0,"7,452",44,"1,652,043","56,307"
Sweden,"208,295",0,"6,406",0,0,0,182,"20,574",633,"2,914,088","287,840"
Ecuador,"184,876","+1,036","13,139",+44,"160,639","11,098",348,"10,417",740,"615,856","34,702"
Jordan,"178,161","+3,826","2,172",+56,"108,353","67,636",427,"17,394",212,"2,334,276","227,896"
Hungary,"170,298","+4,397","3,689",+121,"40,820","125,789",599,"17,646",382,"1,480,674","153,427"
UAE,"157,785","+1,262",548,+1,"148,080","9,157",0,"15,879",55,"15,667,583","1,576,691"
Panama,"153,577","+1,288","2,946",+14,"134,360","16,271",149,"35,377",679,"822,413","189,446"
Bolivia,"143,854",+98,"8,900",+11,"119,029","15,925",71,"12,259",758,"351,988","29,995"
Kuwait,"139,734",+426,863,+2,"131,560","7,311",84,"32,533",201,"1,047,902","243,974"
Dominican Republic,"137,770",+986,"2,308",+2,"112,090","23,372",185,"12,651",212,"676,578","62,126"
Qatar,"137,062",+174,235,0,"134,100","2,727",35,"48,815",84,"1,075,890","383,178"
Costa Rica,"129,418",0,"1,608",0,"79,372","48,438",217,"25,315",315,"363,834","71,168"
Japan,"127,665","+2,398","1,963",+20,"109,892","15,810",313,"1,011",16,"3,225,667","25,535"
Armenia,"124,839","+1,193","1,931",+31,"92,829","30,079",0,"42,098",651,"483,652","163,097"
Kazakhstan,"124,710",+822,"1,945",0,"111,895","10,870",221,"6,611",103,"4,071,191","215,814"
Belarus,"122,435","+1,588","1,089",+8,"102,113","19,233",0,"12,959",115,"3,041,384","321,904"
Oman,"121,360",0,"1,365",0,"112,406","7,589",127,"23,535",265,"571,472","110,825"
Bulgaria,"120,697","+2,279","2,820",+42,"35,752","82,125",408,"17,423",407,"911,936","131,637"
Guatemala,"118,417",+660,"4,074",+7,"107,241","7,102",5,"6,563",226,"507,476","28,124"
Serbia,"116,125","+5,774","1,168",+28,"31,536","83,421",209,"13,312",134,"1,610,219","184,586"
Lebanon,"115,283","+1,628",894,+10,"66,135","48,254",331,"16,920",131,"1,463,727","214,833"
Egypt,"112,676",+358,"6,535",+14,"101,783","4,358",46,"1,093",63,"1,000,000","9,701"
Ethiopia,"105,352",+473,"1,636",+16,"65,534","38,182",319,908,14,"1,591,148","13,710"
