Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"102,014,023","+603,708","2,199,455","+16,426","73,858,194","25,956,374","109,757","13,087",282.2,0,0
China,"89,326",+54,"4,636",0,"82,870","1,820",105,62,3,"160,000,000","111,163"
USA,"26,338,707","+162,633","443,780","+3,919","16,070,136","9,824,791","25,494","79,304","1,336","306,452,846","922,705"
India,"10,720,971","+18,940","154,047",+162,"10,393,162","173,762","8,944","7,725",111,"194,338,773","140,031"
Brazil,"9,060,786","+60,301","221,676","+1,439","7,923,794","915,316","8,318","42,453","1,039","28,600,000","134,000"
Russia,"3,793,810","+19,138","71,651",+575,"3,229,258","492,901","2,300","25,990",491,"100,700,000","689,864"
UK,"3,743,734","+28,680","103,126","+1,239","1,673,936","1,966,672","3,937","54,980","1,515","70,872,402","1,040,830"
France,"3,130,629","+23,770","74,800",+344,"220,570","2,835,259","3,107","47,900","1,144","42,973,978","657,525"
Spain,"2,792,360","+34,899","57,806",+515,0,0,"4,608","59,710","1,236","32,027,728","684,861"
Italy,"2,515,496","+14,361","87,381",+492,"1,953,509","474,606","2,288","41,640","1,446","31,886,202","527,828"
Turkey,"2,457,118","+7,279","25,605",+129,"2,340,216","91,297","1,751","28,954",302,"29,181,125","343,866"
Germany,"2,194,594","+14,915","56,220",+862,"1,883,700","254,674","4,787","26,145",670,"38,533,736","459,068"
Colombia,"2,067,575","+12,270","52,913",+390,"1,894,384","120,278","3,482","40,386","1,034","9,904,065","193,456"
Argentina,"1,905,524","+9,471","47,601",+166,"1,693,146","164,777","3,607","41,940","1,048","6,070,839","133,616"
Mexico,"1,806,849","+17,944","153,639","+1,623","1,362,525","290,685","5,692","13,930","1,184","4,544,322","35,034"
Poland,"1,496,666","+7,157","36,444",+390,"1,250,892","209,330","1,406","39,571",964,"8,517,260","225,190"
South Africa,"1,437,798","+7,150","43,105",+555,"1,272,197","122,496",546,"24,068",722,"8,156,239","136,531"
Iran,"1,398,841","+6,527","57,736",+85,"1,189,975","151,130","4,017","16,532",682,"9,125,076","107,847"
