Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"255,695,148","+595,750","5,138,488","+8,434","231,098,757","19,457,903","78,726","32,803",659.2,0,0
China,"98,368",+31,"4,636",0,"92,475","1,257",18,68,3,"160,000,000","111,163"
USA,"48,287,925","+104,702","787,984","+1,416","38,260,784","9,239,157","11,556","144,715","2,362","727,036,816","2,178,874"
India,"34,478,517","+11,919","464,623",+470,"33,873,890","140,004","8,944","24,651",332,"627,016,336","448,292"
Brazil,"21,977,661","+11,977","611,898",+374,"21,194,900","170,863","8,318","102,393","2,851","63,776,166","297,131"
UK,"9,675,058","+38,263","143,360",+201,"7,943,987","1,587,711",938,"141,496","2,097","349,236,596","5,107,509"
Russia,"9,182,538","+36,626","259,084","+1,247","7,882,836","1,040,618","2,300","62,885","1,774","218,300,000","1,494,994"
Turkey,"8,480,986","+23,867","74,202",+229,"7,970,207","436,577","1,405","99,091",867,"103,022,701","1,203,703"
France,"7,330,958","+20,294","118,321",+50,"7,028,484","184,153","1,049","111,970","1,807","151,204,954","2,309,444"
Iran,"6,057,893","+6,251","128,531",+125,"5,734,181","195,181","3,463","70,876","1,504","37,359,561","437,096"
Argentina,"5,310,334","+1,553","116,313",+19,"5,175,526","18,495",572,"116,031","2,541","25,759,848","562,852"
Germany,"5,169,657","+60,753","98,908",+248,"4,540,900","529,849","2,828","61,432","1,175","80,348,721","954,794"
Spain,"5,067,712","+6,667","87,775",+30,"4,898,138","81,799",447,"108,331","1,876","66,213,858","1,415,439"
Colombia,"5,038,544","+2,257","127,912",+47,"4,879,456","31,176",342,"97,591","2,478","27,510,452","532,845"
Italy,"4,883,242","+10,172","132,965",+72,"4,623,192","127,085",486,"80,930","2,204","112,273,557","1,860,703"
Indonesia,"4,251,945",+522,"143,698",+13,"4,099,857","8,390",0,"15,322",518,"50,940,689","183,567"
Mexico,"3,847,243",+735,"291,241",+37,"3,211,986","344,016","4,798","29,414","2,227","11,604,734","88,723"
Ukraine,"3,263,417","+18,668","78,754",+769,"2,684,584","500,079",177,"75,243","1,816","15,348,780","353,890"
Poland,"3,254,875","+24,239","79,624",+463,"2,831,903","343,348","1,326","86,132","2,107","23,292,952","616,387"
South Africa,"2,926,914",+566,"89,515",+11,"2,820,514","16,885",546,"48,509","1,484","18,998,133","314,864"
Philippines,"2,820,456","+1,152","46,117",+309,"2,750,217","24,122","1,247","25,276",413,"23,718,039","212,550"
Malaysia,"2,563,153","+6,288","29,837",+68,"2,466,523","66,793",536,"77,821",906,"36,183,003","1,098,565"
Netherlands,"2,355,232","+20,760","18,829",+44,"2,032,280","304,123",401,"137,035","1,096","19,205,114","1,117,415"
Peru,"2,218,202","+1,370","200,741",+46,0,0,898,"66,010","5,974","19,752,740","587,813"
Iraq,"2,071,689",+806,"23,580",+18,"2,028,741","19,368",134,"49,965",569,"16,116,757","388,703"
Thailand,"2,037,224","+6,524","20,197",+56,"1,925,643","91,384","1,776","29,086",288,"14,913,135","212,919"
Czechia,"1,930,281","+22,511","31,742",+54,"1,737,105","161,434",661,"179,789","2,956","42,203,902","3,930,937"
Canada,"1,756,823","+2,448","29,431",+28,"1,703,904","23,488",501,"45,993",770,"47,678,781","1,248,211"
Romania,"1,752,103","+3,535","54,011",+299,"1,606,820","91,272","1,655","91,922","2,834","15,557,752","816,216"
Chile,"1,732,576","+2,120","38,016",+11,"1,634,060","60,500",603,"89,575","1,965","24,693,341","1,276,663"
Japan,"1,725,697",+155,"18,331",+4,"1,705,929","1,437",78,"13,702",146,"27,274,628","216,563"
Bangladesh,"1,573,214",+266,"27,934",+6,"1,537,224","8,056","1,594","9,423",167,"10,653,924","63,816"
Belgium,"1,524,862","+12,388","26,444",+41,"1,256,562","241,856",540,"130,787","2,268","23,112,268","1,982,339"
Israel,"1,338,813",+379,"8,154",+6,"1,325,448","5,211",138,"143,557",874,"30,745,560","3,296,757"
Pakistan,"1,280,362",+270,"28,628",+10,"1,229,347","22,387","1,085","5,646",126,"21,484,466","94,733"
Serbia,"1,222,023","+3,600","11,007",+56,"1,126,869","84,147",254,"140,642","1,267","6,621,039","762,013"
Sweden,"1,186,387",0,"15,075",0,"1,148,509","22,803",32,"116,473","1,480","13,485,270","1,323,905"
Portugal,"1,112,682","+2,527","18,283",+9,"1,054,599","39,800",75,"109,562","1,800","20,477,076","2,016,305"
Vietnam,"1,055,246","+9,849","23,337",+67,"874,870","157,039","4,338","10,708",237,"64,994,812","659,550"
Austria,"996,320","+14,416","11,848",+41,"858,323","126,149",486,"109,761","1,305","104,771,291","11,542,297"
Hungary,"976,432","+10,265","32,514",+178,"828,535","115,383",565,"101,431","3,378","7,909,782","821,663"
Cuba,"959,553",+246,"8,286",+2,"949,718","1,549",56,"84,788",732,"10,849,865","958,715"
