Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"427,968,986","+1,632,479","5,924,269","+8,864","355,928,455","66,116,262","80,171","54,904",760.0,0,0
China,"107,989",+138,"4,636",0,"101,544","1,809",12,75,3,"160,000,000","111,163"
USA,"80,270,563","+61,863","963,371","+1,558","52,199,829","27,107,363","10,400","240,195","2,883","942,817,780","2,821,212"
India,"42,867,031","+15,102","512,652",+281,"42,189,887","164,492","8,944","30,570",366,"761,230,580","542,855"
Brazil,"28,351,876","+101,285","645,534",+839,"25,505,984","2,200,358","8,318","131,845","3,002","63,776,166","296,579"
France,"22,401,406","+97,382","137,276",+285,"19,740,327","2,523,803","3,055","341,951","2,095","243,529,298","3,717,401"
UK,"18,695,449","+41,130","160,815",+205,"16,918,511","1,616,123",324,"273,040","2,349","477,969,909","6,980,577"
Russia,"15,657,928","+135,172","347,031",+796,"12,657,025","2,653,872","2,300","107,219","2,376","273,400,000","1,872,126"
Germany,"13,872,762","+158,507","122,369",+329,"10,031,200","3,719,193","2,494","164,713","1,453","104,701,826","1,243,139"
Turkey,"13,675,581","+86,070","92,990",+271,"12,853,899","728,692","1,128","159,336","1,083","141,211,474","1,645,275"
Italy,"12,554,596","+60,029","153,512",+322,"11,109,291","1,291,793",896,"208,147","2,545","184,981,913","3,066,887"
Spain,"10,880,194","+22,194","98,635",+173,"8,876,996","1,904,563","1,185","232,560","2,108","471,036,328","10,068,211"
Argentina,"8,855,624","+16,950","125,618",+167,"8,607,471","122,535","1,474","193,032","2,738","33,992,595","740,959"
Iran,"6,983,635","+22,073","135,499",+223,"6,539,753","308,383","3,918","81,435","1,580","46,780,865","545,504"
Netherlands,"6,153,207","+34,665","21,507",+18,"3,922,750","2,208,950",171,"357,805","1,251","21,107,399","1,227,380"
Colombia,"6,052,126","+2,174","138,285",+80,"5,874,444","39,397",342,"116,897","2,671","33,016,280","637,712"
Poland,"5,582,217","+18,792","110,157",+325,"4,935,340","536,720",947,"147,762","2,916","33,181,435","878,314"
Mexico,"5,418,257","+4,832","315,786",+98,"4,676,499","425,972","4,798","41,312","2,408","14,895,473","113,571"
Indonesia,"5,289,414","+57,491","146,798",+257,"4,593,185","549,431","2,807","19,008",528,"82,000,597","294,679"
Ukraine,"4,758,773","+24,440","104,932",+287,"3,985,601","668,240",177,"109,896","2,423","19,430,200","448,710"
Japan,"4,540,656","+55,903","22,000",+179,"3,698,801","819,855","1,504","36,083",175,"37,793,387","300,327"
South Africa,"3,662,032","+2,334","98,868",+64,"3,526,115","37,049",546,"60,494","1,633","22,928,257","378,755"
Philippines,"3,654,175",+910,"55,776",+13,"3,541,554","56,845",304,"32,634",498,"27,993,027","249,995"
Israel,"3,576,923","+10,107","10,038",+37,"3,453,676","113,209",695,"383,543","1,076","41,373,364","4,436,346"
Czechia,"3,523,915","+13,452","38,375",+48,"3,352,120","133,420",210,"328,062","3,573","52,339,933","4,872,640"
Belgium,"3,512,212","+5,984","30,015",+30,"2,667,319","814,878",315,"300,898","2,571","31,453,138","2,694,653"
Peru,"3,500,880","+2,984","209,808",+167,0,0,"1,118","103,805","6,221","27,049,785","802,057"
Malaysia,"3,273,958","+27,179","32,433",+43,"2,974,441","267,084",286,"99,071",981,"48,228,081","1,459,400"
Canada,"3,252,372","+8,421","36,116",+70,"3,095,130","121,126",790,"84,951",943,"57,831,597","1,510,543"
Portugal,"3,206,281","+13,103","20,894",+28,"2,717,509","467,878",111,"315,955","2,059","37,805,639","3,725,465"
Australia,"3,074,114","+24,699","4,965",+36,"2,860,444","208,705",172,"118,301",191,"63,020,941","2,425,240"
Chile,"2,895,931","+18,380","41,526",+35,"1,923,902","930,503","1,020","149,386","2,142","32,424,200","1,672,597"
Vietnam,"2,890,522","+55,879","39,682",+77,"2,305,081","545,759","3,434","29,263",402,"78,586,958","795,607"
Thailand,"2,749,561","+18,363","22,694",+35,"2,557,796","169,071",687,"39,230",324,"17,270,775","246,417"
Switzerland,"2,700,057","+12,572","13,171",+1,"1,945,205","741,681",160,"308,278","1,504","18,409,729","2,101,924"
Romania,"2,686,089","+14,775","62,839",+207,"2,358,958","264,292","1,063","141,173","3,303","20,763,483","1,091,264"
