Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"254,026,759","+358,547","5,115,230","+4,654","229,675,119","19,236,410","77,498","32,589",656.2,0,0
China,"98,263",+89,"4,636",0,"92,277","1,350",19,68,3,"160,000,000","111,163"
USA,"47,916,190","+24,193","783,565",+126,"37,918,301","9,214,324","11,269","143,608","2,348","720,805,103","2,160,301"
India,"34,447,536","+10,229","463,655",+125,"33,837,859","146,022","8,944","24,631",332,"623,751,344","445,993"
Brazil,"21,957,967","+4,129","611,318",+63,"21,151,342","195,307","8,318","102,307","2,848","63,776,166","297,148"
UK,"9,561,099","+36,517","142,898",+63,"7,825,200","1,593,001",999,"139,835","2,090","344,837,715","5,043,392"
Russia,"9,070,674","+38,823","255,386","+1,219","7,784,585","1,030,703","2,300","62,119","1,749","216,300,000","1,481,302"
Turkey,"8,408,166","+21,624","73,531",+189,"7,888,959","445,676","1,405","98,248",859,"101,956,470","1,191,349"
France,"7,287,645","+12,496","118,154",+17,"7,009,026","160,465","1,049","111,311","1,805","151,204,954","2,309,485"
Iran,"6,037,718","+6,143","128,167",+125,"5,695,949","213,602","3,510","70,647","1,500","37,038,991","433,390"
Argentina,"5,305,742",+591,"116,232",+4,"5,172,193","17,317",586,"115,939","2,540","25,642,280","560,324"
Spain,"5,047,156",0,"87,673",0,"4,889,801","69,682",394,"107,892","1,874","66,213,858","1,415,444"
Germany,"5,038,436","+29,048","98,194",+35,"4,477,900","462,342","2,828","59,874","1,167","80,348,721","954,819"
Colombia,"5,031,945","+2,610","127,809",+43,"4,872,420","31,716",342,"97,471","2,476","27,393,975","530,635"
Italy,"4,860,061","+7,569","132,775",+36,"4,608,056","119,230",458,"80,545","2,200","110,802,257","1,836,297"
Indonesia,"4,250,855",+339,"143,659",+15,"4,098,178","9,018",0,"15,319",518,"50,139,036","180,694"
Mexico,"3,844,791","+3,130","291,089",+217,"3,204,910","348,792","4,798","29,398","2,226","11,591,671","88,631"
Ukraine,"3,217,639","+14,490","76,705",+403,"2,631,240","509,694",177,"74,184","1,768","15,225,531","351,031"
Poland,"3,204,515","+14,448","78,867",+46,"2,802,616","323,032","1,110","84,798","2,087","23,072,429","610,546"
South Africa,"2,925,939",+262,"89,484",+8,"2,819,688","16,767",546,"48,498","1,483","18,917,933","313,566"
Philippines,"2,816,980","+1,900","45,581",+309,"2,743,297","28,102","1,292","25,247",409,"23,607,064","211,578"
Malaysia,"2,546,309","+5,162","29,676",+45,"2,451,216","65,417",524,"77,317",901,"35,783,379","1,086,544"
Netherlands,"2,295,107","+12,024","18,734",+6,"2,021,609","254,764",345,"133,539","1,090","18,498,260","1,076,307"
Peru,"2,214,543",+995,"200,635",+30,0,0,900,"65,909","5,971","19,641,289","584,562"
Iraq,"2,069,247",+859,"23,503",+20,"2,025,057","20,687",148,"49,915",567,"16,046,391","387,075"
Thailand,"2,018,410","+7,079","20,034",+47,"1,902,846","95,530","1,997","28,818",286,"14,913,135","212,924"
Czechia,"1,890,425","+9,168","31,513",+51,"1,722,646","136,266",550,"176,080","2,935","41,894,230","3,902,152"
Canada,"1,748,391","+1,475","29,337",+13,"1,693,037","26,017",545,"45,775",768,"47,295,997","1,238,277"
Romania,"1,742,304","+3,021","53,069",+233,"1,578,707","110,528","1,743","91,403","2,784","15,434,521","809,707"
Chile,"1,726,481","+2,753","37,975",+24,"1,629,596","58,910",592,"89,266","1,963","24,511,744","1,267,362"
Japan,"1,725,320",+199,"18,325",+2,"1,705,315","1,680",85,"13,699",145,"27,148,471","215,556"
Bangladesh,"1,572,501",+223,"27,922",+4,"1,536,515","8,064","1,400","9,420",167,"10,595,790","63,473"
Belgium,"1,484,712",0,"26,321",0,"1,242,741","215,650",471,"127,348","2,258","22,801,762","1,955,777"
Israel,"1,337,190",+308,"8,143",+3,"1,323,574","5,473",150,"143,383",873,"30,392,264","3,258,875"
Pakistan,"1,279,636",+263,"28,606",+11,"1,228,175","22,855","1,114","5,643",126,"21,386,559","94,316"
Serbia,"1,211,163","+2,777","10,839",+58,"1,108,124","92,200",275,"139,388","1,247","6,569,003","756,000"
