Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"183,838,838","+437,699","3,979,892","+8,495","168,269,013","11,589,933","78,037","23,585",510.6,0,0
China,"91,810",+18,"4,636",0,"86,738",436,8,64,3,"160,000,000","111,163"
USA,"34,580,198","+18,399","621,161",+322,"29,072,881","4,886,156","3,866","103,862","1,866","507,346,585","1,523,815"
India,"30,501,189","+47,252","401,068",+797,"29,597,738","502,383","8,944","21,887",288,"414,251,520","297,260"
Brazil,"18,687,469","+65,165","522,068","+1,879","16,989,351","1,176,050","8,318","87,296","2,439","54,003,112","252,267"
France,"5,780,648","+2,683","111,135",+24,"5,626,699","42,814","1,123","88,365","1,699","93,728,985","1,432,767"
Russia,"5,561,360","+23,218","136,565",+679,"5,035,518","389,277","2,300","38,092",935,"150,700,000","1,032,212"
Turkey,"5,435,831","+4,891","49,829",+55,"5,305,856","80,146",697,"63,766",585,"61,236,294","718,347"
UK,"4,854,731","+26,979","128,189",+27,"4,329,769","396,773",300,"71,139","1,878","214,786,845","3,147,387"
Argentina,"4,512,439","+20,888","95,382",+610,"4,114,096","302,961","5,784","98,934","2,091","16,896,843","370,460"
Colombia,"4,297,302","+28,005","107,723",+586,"3,993,651","195,928","8,155","83,564","2,095","20,180,384","392,424"
Italy,"4,261,579",+791,"127,615",+28,"4,086,188","47,776",213,"70,588","2,114","71,970,918","1,192,110"
Spain,"3,833,868","+12,563","80,911",+28,"3,606,789","146,168",586,"81,968","1,730","52,691,812","1,126,545"
Germany,"3,737,611",+671,"91,573",+43,"3,626,800","19,238",590,"44,468","1,089","63,813,168","759,209"
Iran,"3,232,696","+13,836","84,516",+127,"2,902,140","246,040","3,196","38,002",994,"23,806,452","279,856"
Poland,"2,880,108",+97,"75,065",+21,"2,652,004","153,039",103,"76,183","1,986","17,487,341","462,566"
Mexico,"2,525,350","+6,081","233,248",+201,"2,003,477","288,625","4,798","19,383","1,790","7,530,188","57,797"
Ukraine,"2,236,497",+696,"52,424",+33,"2,169,584","14,489",177,"51,449","1,206","10,881,002","250,309"
Indonesia,"2,228,938","+25,830","59,534",+539,"1,901,865","267,539",0,"8,064",215,"20,232,879","73,198"
Peru,"2,060,344","+2,790","192,902",+215,0,0,"2,322","61,631","5,770","14,276,475","427,049"
South Africa,"2,019,826","+24,270","61,332",+303,"1,773,930","184,564",546,"33,633","1,021","13,298,239","221,432"
Netherlands,"1,686,766",+941,"17,755",+7,"1,636,534","32,477",112,"98,223","1,034","14,730,069","857,754"
Czechia,"1,667,631",+166,"30,309",+1,"1,635,990","1,332",9,"155,434","2,825","30,017,226","2,797,797"
Chile,"1,562,613","+4,056","32,809",+221,"1,505,708","24,096","2,902","81,047","1,702","17,083,740","886,072"
Philippines,"1,424,511","+6,185","24,973",+177,"1,343,993","55,545","1,881","12,829",225,"15,059,521","135,625"
Canada,"1,416,317","+1,007","26,338",+43,"1,383,644","6,335",466,"37,200",692,"36,768,392","965,732"
Iraq,"1,359,836","+6,378","17,256",+40,"1,255,203","87,377",626,"33,068",420,"11,816,691","287,358"
Sweden,"1,090,880",0,"14,592",0,"1,062,551","13,737",37,"107,346","1,436","10,828,578","1,065,566"
Belgium,"1,085,885",+754,"25,180",+7,"1,036,831","23,874",134,"93,288","2,163","15,345,692","1,318,346"
Romania,"1,080,860",+37,"33,921",+1,"1,045,351","1,588",67,"56,563","1,775","9,857,115","515,838"
Pakistan,"959,685","+1,277","22,345",+24,"905,430","31,910","1,863","4,262",99,"14,637,171","65,005"
Bangladesh,"930,042","+8,483","14,778",+132,"825,422","89,842","1,200","5,592",89,"6,670,994","40,107"
Portugal,"884,442","+2,436","17,108",+7,"831,479","35,855",118,"86,992","1,683","13,332,860","1,311,398"
Israel,"842,371",+304,"6,429",0,"833,727","2,215",27,"90,325",689,"15,154,380","1,624,960"
Hungary,"808,197",+37,"29,992",0,"739,561","38,644",22,"83,875","3,113","6,145,920","637,824"
Japan,"801,707","+1,732","14,802",+21,"770,008","16,897",511,"6,358",117,"16,525,536","131,063"
Malaysia,"765,949","+6,982","5,327",+73,"694,538","66,084",905,"23,366",163,"14,734,443","449,491"
Jordan,"752,395",+458,"9,760",+4,"735,907","6,728",467,"73,017",947,"7,912,392","767,866"
Serbia,"716,717",+74,"7,051",+4,"707,844","1,822",11,"82,362",810,"4,430,567","509,139"
Switzerland,"703,334",+158,"10,894",0,"685,337","7,103",35,"80,677","1,250","8,359,875","958,928"
Austria,"650,569",+95,"10,709",+3,"638,032","1,828",51,"71,824","1,182","55,710,614","6,150,553"
Nepal,"642,053","+1,391","9,179",+34,"603,600","29,274",0,"21,647",309,"3,357,829","113,212"
UAE,"636,245","+1,663","1,825",+6,"614,636","19,784",0,"63,562",182,"58,310,341","5,825,326"
Lebanon,"545,226",+210,"7,856",+2,"532,988","4,382",54,"80,242","1,156","4,731,376","696,324"
Morocco,"532,994",+844,"9,307",+9,"518,641","5,046",155,"14,271",249,"6,873,699","184,046"
Saudi Arabia,"490,464","+1,338","7,848",+16,"470,328","12,288","1,374","13,873",222,"22,113,886","625,479"
Ecuador,"461,157","+1,619","21,623",+18,"423,688","15,846",427,"25,748","1,207","1,555,640","86,856"
Bolivia,"441,286","+1,662","16,822",+55,"363,431","61,033",200,"37,296","1,422","1,838,145","155,353"
Tunisia,"432,761","+5,882","15,179",+114,"358,521","59,061",526,"36,238","1,271","1,755,996","147,041"
Kazakhstan,"428,163","+2,590","4,399",+24,"397,826","25,938",221,"22,534",232,"11,575,012","609,175"
Paraguay,"426,318","+1,320","13,127",+110,"375,825","37,366",573,"59,046","1,818","1,543,490","213,778"
Greece,"424,346","+1,161","12,701",+10,"405,651","5,994",186,"40,913","1,225","10,714,146","1,032,988"
Bulgaria,"421,983",+81,"18,083",+16,"395,282","8,618",155,"61,193","2,622","3,222,885","467,358"
Belarus,"419,330","+1,118","3,164",+11,"412,128","4,038",0,"44,391",335,"6,831,951","723,248"
Panama,"406,013","+1,030","6,560",+8,"386,621","12,832",84,"92,643","1,497","3,027,073","690,708"
Slovakia,"391,676",+17,"12,511",0,"378,737",428,31,"71,705","2,290","2,970,298","543,782"
Uruguay,"371,417",+817,"5,642",+23,"352,118","13,657",226,"106,552","1,619","2,825,984","810,717"
Costa Rica,"371,206","+1,666","4,686",+12,"296,096","70,424",396,"72,210",912,"1,509,763","293,692"
Georgia,"368,022",+964,"5,335",+8,"353,231","9,456",0,"92,433","1,340","5,875,306","1,475,654"
Kuwait,"360,406","+1,895","1,995",+16,"339,604","18,807",296,"83,165",460,"3,009,166","694,375"
Croatia,"360,067",+92,"8,212",+3,"351,311",544,13,"88,254","2,013","2,157,376","528,785"
Azerbaijan,"336,223",+101,"4,977",+2,"330,338",908,0,"32,865",486,"3,767,982","368,307"
Dominican Republic,"327,561","+1,368","3,846",+6,"267,985","55,730",353,"29,896",351,"1,725,408","157,476"
Palestine,"314,409",+121,"3,570",+5,"308,413","2,426",2,"60,237",684,"1,906,882","365,335"
Guatemala,"298,904","+2,466","9,350",+68,"266,602","22,952",5,"16,382",512,"1,590,968","87,195"
Denmark,"294,478",+326,"2,536",+1,"288,691","3,251",11,"50,662",436,"69,269,798","11,917,130"
Egypt,"281,722",+198,"16,215",+21,"212,725","52,782",90,"2,702",156,"2,869,589","27,524"
Lithuania,"278,828",+32,"4,387",+1,"267,819","6,622",46,"103,880","1,634","3,778,147","1,407,585"
Ethiopia,"276,323",+73,"4,327",+2,"260,737","11,259",139,"2,346",37,"2,876,446","24,418"
Venezuela,"275,205","+1,181","3,154",+18,"256,481","15,570",360,"9,706",111,"3,359,014","118,462"
Ireland,"273,296",+512,"5,000",0,"257,726","10,570",14,"54,737","1,001","4,729,538","947,251"
Thailand,"270,921","+6,087","2,141",+61,"214,340","54,440","1,971","3,872",31,"8,129,670","116,179"
Oman,"270,504",0,"3,140",0,"236,988","30,376",530,"51,663",600,"1,550,000","296,032"
Bahrain,"266,140",+165,"1,356",+3,"262,162","2,622",86,"151,190",770,"5,064,945","2,877,318"
Honduras,"263,376",+616,"7,030",+25,"92,472","163,874",586,"26,176",699,"794,990","79,010"
Sri Lanka,"262,795","+1,823","3,157",+37,"229,541","30,097",0,"12,221",147,"3,743,577","174,095"
Slovenia,"257,383",+25,"4,419",0,"252,456",508,16,"123,788","2,125","1,350,599","649,569"
Moldova,"256,870",+54,"6,194",0,"249,825",851,53,"63,826","1,539","1,272,056","316,073"
Armenia,"225,339",+118,"4,518",+1,"216,997","3,824",0,"75,903","1,522","1,192,578","401,705"
Qatar,"222,350",+133,591,0,"220,100","1,659",46,"79,190",210,"2,177,914","775,664"
Bosnia and Herzegovina,"205,047",+15,"9,667",0,"183,663","11,717",0,"62,891","2,965","1,033,373","316,952"
Cuba,"197,253","+3,308","1,322",+20,"178,441","17,490",196,"17,426",117,"5,185,286","458,077"
Libya,"194,323",+418,"3,205",+7,"178,871","12,247",0,"27,901",460,"1,126,440","161,738"
Kenya,"185,060",+523,"3,651",+11,"126,680","54,729",113,"3,368",66,"1,970,001","35,850"
Nigeria,"167,732",+40,"2,121",0,"164,369","1,242",11,794,10,"2,300,266","10,890"
Myanmar,"161,210","+1,863","3,364",+17,"137,415","20,431",0,"2,943",61,"2,752,929","50,259"
Zambia,"160,613","+2,781","2,341",+70,"137,819","20,453","1,257","8,500",124,"1,897,924","100,440"
S. Korea,"158,549",+826,"2,024",+3,"148,319","8,206",145,"3,090",39,"10,641,603","207,385"
North Macedonia,"155,700",+11,"5,486",+1,"150,067",147,25,"74,738","2,633","884,593","424,614"
Algeria,"140,550",+475,"3,735",+9,"97,701","39,114",29,"3,148",84,"230,861","5,172"
Latvia,"137,540",+40,"2,526",+6,"134,062",952,27,"73,738","1,354","2,922,757","1,566,943"
Albania,"132,526",+3,"2,456",0,"130,018",52,3,"46,102",854,"813,083","282,846"
Norway,"131,749",+240,794,0,"88,952","42,003",4,"24,114",145,"6,166,657","1,128,672"
Estonia,"131,122",+38,"1,269",0,"127,485","2,368",5,"98,779",956,"1,532,128","1,154,207"
Kyrgyzstan,"127,880","+1,485","2,019",+10,"111,269","14,592",102,"19,283",304,"1,322,522","199,427"
Afghanistan,"123,485","+1,329","5,107",+59,"72,700","45,678","1,124","3,102",128,"621,541","15,616"
Mongolia,"120,339","+2,376",592,+14,"81,426","38,321",126,"36,127",178,"3,275,613","983,377"
Uzbekistan,"111,648",+495,742,+2,"108,009","2,897",23,"3,288",22,"1,377,915","40,582"
Montenegro,"100,292",+20,"1,613",0,"98,386",293,6,"159,664","2,568","453,487","721,945"
Finland,"96,180",+216,973,0,"46,000","49,207",11,"17,332",175,"5,451,347","982,341"
Ghana,"95,914",0,796,0,"93,444","1,674",9,"3,024",25,"1,276,266","40,236"
Namibia,"92,869","+1,661","1,586",+30,"68,710","22,573",88,"35,901",613,"536,145","207,261"
Uganda,"82,082","+1,048","1,111",+50,"54,158","26,813","1,086","1,740",24,"1,341,182","28,429"
Cameroon,"80,858",0,"1,324",0,"78,224","1,310",152,"2,972",49,"1,751,774","64,394"
El Salvador,"78,766",0,"2,393",+6,"72,572","3,801",54,"12,083",367,"1,062,066","162,920"
Mozambique,"78,074",+869,885,+1,"71,491","5,698",32,"2,430",28,"604,427","18,814"
Cyprus,"76,862",+529,374,0,"72,681","3,807",20,"63,201",308,"7,924,889","6,516,369"
Maldives,"74,074",+143,213,0,"70,490","3,371",90,"134,670",387,"1,023,173","1,860,172"
Botswana,"71,443",0,"1,158",0,"66,323","3,962",1,"29,781",483,"1,321,854","551,010"
Luxembourg,"71,031",+136,818,0,"69,750",463,1,"111,659","1,286","3,095,813","4,866,544"
Singapore,"62,599",+10,36,0,"62,250",313,2,"10,617",6,"13,607,805","2,307,831"
Zimbabwe,"52,663","+1,442","1,841",+33,"39,568","11,254",10,"3,492",122,"689,915","45,753"
Cambodia,"52,350",+966,660,+32,"45,508","6,182",0,"3,088",39,"1,371,584","80,919"
Jamaica,"50,242",+76,"1,082",+2,"30,311","18,849",11,"16,893",364,"444,130","149,332"
Ivory Coast,"48,378",0,315,0,"47,862",201,0,"1,790",12,"711,845","26,337"
Senegal,"43,427",+164,"1,170",+2,"41,554",703,11,"2,527",68,"568,671","33,095"
Madagascar,"42,264",+17,918,+3,"40,679",667,45,"1,488",32,"214,539","7,554"
DRC,"41,771",+418,937,+4,"28,431","12,403",0,453,10,"207,083","2,244"
Rwanda,"40,798",+884,453,+5,"27,272","13,073",43,"3,074",34,"1,657,913","124,919"
Angola,"39,089",+124,906,+3,"33,375","4,808",11,"1,154",27,"651,981","19,242"
Sudan,"36,709",0,"2,760",0,"30,543","3,406",0,818,62,"234,414","5,224"
Malawi,"36,573",+214,"1,202",+3,"33,242","2,129",83,"1,864",61,"271,193","13,821"
Trinidad and Tobago,"33,153",+124,866,+9,"25,554","6,733",22,"23,613",617,"233,175","166,076"
Cabo Verde,"32,666",+72,287,0,"31,757",622,23,"58,122",511,"175,301","311,911"
Australia,"30,685",+41,910,0,"29,405",370,1,"1,190",35,"20,941,994","811,846"
Malta,"30,633",+6,420,0,"30,161",52,0,"69,193",949,"990,874","2,238,145"
Réunion,"30,583",0,237,0,"28,585","1,761",32,"33,917",263,"102,720","113,918"
French Guiana,"27,730",+102,148,+2,"9,995","17,587",40,"90,506",483,"290,892","949,424"
Syria,"25,586",+35,"1,882",+3,"21,838","1,866",0,"1,427",105,"103,566","5,778"
Gabon,"25,076",+22,159,0,"24,784",133,11,"11,008",70,"894,604","392,707"
Guinea,"23,807",+20,172,0,"22,528","1,107",24,"1,765",13,"470,111","34,856"
Suriname,"22,063",+127,539,+8,"18,000","3,524",34,"37,276",911,"80,361","135,771"
Mauritania,"20,977",+83,489,0,"19,843",645,16,"4,396",102,"311,120","65,207"
Guyana,"20,231",+89,477,+4,"18,194","1,560",15,"25,597",604,"191,263","241,998"
Mayotte,"19,405",0,174,0,"2,964","16,267",6,"69,460",623,"176,919","633,278"
Eswatini,"19,084",0,678,0,"18,107",299,10,"16,281",578,"225,813","192,645"
French Polynesia,"19,011",+4,142,0,"18,855",14,0,"67,288",503,"26,355","93,281"
Haiti,"18,844",+179,447,+9,"12,889","5,508",0,"1,633",39,"90,664","7,856"
Vietnam,"18,121",+545,84,+3,"7,395","10,642",0,185,0.9,"8,434,266","85,876"
Papua New Guinea,"17,098",0,173,0,"16,518",407,7,"1,876",19,"131,712","14,448"
Guadeloupe,"17,028",0,230,0,"2,250","14,548",23,"42,549",575,"226,329","565,550"
Seychelles,"15,857",+278,71,+3,"14,651","1,135",0,"160,243",717,"21,504","217,309"
Somalia,"14,946",0,775,0,"7,246","6,925",0,915,47,"150,573","9,218"
Taiwan,"14,911",+58,676,+15,"11,649","2,586",0,625,28,"2,457,051","102,978"
Mali,"14,435",+7,525,0,"10,069","3,841",0,693,25,"321,030","15,411"
Togo,"13,999",+37,130,0,"13,522",347,0,"1,652",15,"365,763","43,173"
Andorra,"13,918",0,127,0,"13,721",70,0,"179,845","1,641","193,595","2,501,583"
Tajikistan,"13,523",0,90,0,"13,318",115,0,"1,387",9,0,0
Burkina Faso,"13,488",+3,168,0,"13,308",12,0,628,8,"197,007","9,174"
Belize,"13,343",+43,330,+1,"12,684",329,1,"32,960",815,"156,985","387,781"
Bahamas,"12,735",0,246,0,"11,603",886,3,"32,078",620,"107,478","270,725"
Congo,"12,695",0,166,0,"11,211","1,318",0,"2,246",29,"158,304","28,002"
Martinique,"12,374",0,98,0,98,"12,178",1,"33,000",261,"200,461","534,601"
Curaçao,"12,345",+2,126,0,"12,198",21,4,"74,925",765,"138,757","842,151"
Hong Kong,"11,939",+11,211,0,"11,633",95,1,"1,580",28,"16,710,131","2,210,975"
Djibouti,"11,602",0,155,0,"11,443",4,0,"11,575",155,"172,602","172,198"
Lesotho,"11,544",+128,329,0,"6,461","4,754",0,"5,346",152,"114,862","53,196"
Aruba,"11,144",+4,107,0,"11,009",28,14,"103,936",998,"177,885","1,659,065"
South Sudan,"10,866",+20,117,0,"10,514",235,0,959,10,"174,045","15,368"
Timor-Leste,"9,361",+83,24,0,"8,467",870,0,"6,968",18,"93,497","69,593"
Equatorial Guinea,"8,742",0,122,0,"8,534",86,1,"6,034",84,"149,330","103,073"
Benin,"8,199",0,104,0,"8,000",95,5,659,8,"604,310","48,581"
