Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"247,116,112","+383,311","5,010,121","+6,003","223,849,428","18,256,563","74,381","31,703",642.8,0,0
China,"97,080",+78,"4,636",0,"91,681",763,39,67,3,"160,000,000","111,163"
USA,"46,799,970","+26,787","766,117",+350,"36,692,264","9,341,589","12,523","140,296","2,297","698,128,624","2,092,836"
India,"34,272,677","+12,958","458,219",+446,"33,648,179","166,279","8,944","24,515",328,"607,062,619","434,232"
Brazil,"21,804,094","+10,693","607,764",+260,"20,992,510","203,820","8,318","101,620","2,833","63,776,166","297,234"
UK,"9,019,962","+41,278","140,558",+166,"7,325,785","1,553,619",946,"131,949","2,056","331,717,146","4,852,533"
Russia,"8,472,797","+40,251","237,380","+1,160","7,331,424","903,993","2,300","58,026","1,626","206,300,000","1,412,843"
Turkey,"8,009,040","+23,096","70,410",+203,"7,463,950","474,680","1,405","93,625",823,"96,617,329","1,129,452"
France,"7,160,548","+7,360","117,671",+22,"6,938,862","104,015","1,049","109,379","1,797","151,204,954","2,309,693"
Iran,"5,916,211","+6,809","126,126",+128,"5,494,689","295,396","3,942","69,261","1,477","32,619,228","381,871"
Argentina,"5,288,259",+812,"115,942",+7,"5,153,873","18,444",613,"115,600","2,534","25,088,953","548,437"
Spain,"5,011,148",0,"87,368",0,"4,864,318","59,462",411,"107,124","1,868","66,213,858","1,415,466"
Colombia,"5,000,677","+1,629","127,258",+33,"4,844,274","29,145",342,"96,907","2,466","26,779,169","518,949"
Italy,"4,767,440","+4,878","132,074",+37,"4,554,985","80,381",346,"79,005","2,189","103,901,788","1,721,834"
Germany,"4,594,046","+16,558","96,234",+58,"4,267,500","230,312","1,336","54,600","1,144","73,348,901","871,750"
Indonesia,"4,243,835",+620,"143,388",+27,"4,088,138","12,309",0,"15,301",517,"46,545,402","167,814"
Mexico,"3,802,287","+4,001","287,951",+320,"3,163,121","351,215","4,798","29,085","2,203","11,323,003","86,613"
Poland,"3,018,100","+9,798","76,990",+115,"2,702,040","239,070",545,"79,862","2,037","22,102,885","584,863"
South Africa,"2,921,886",+297,"89,163",+12,"2,814,076","18,647",546,"48,455","1,479","18,525,613","307,220"
Ukraine,"2,904,872","+26,198","67,393",+541,"2,430,944","406,535",177,"66,956","1,553","14,378,720","331,425"
Philippines,"2,783,866","+3,978","43,044",+423,"2,693,046","47,776","3,194","24,964",386,"22,958,391","205,875"
Malaysia,"2,466,663","+5,854","28,876",+44,"2,368,634","69,153",570,"74,938",877,"34,180,259","1,038,402"
Peru,"2,200,908","+1,032","200,217",+20,0,0,859,"65,540","5,962","19,043,600","567,091"
Netherlands,"2,123,880","+7,942","18,397",+13,"1,984,666","120,817",210,"123,587","1,071","17,988,698","1,046,753"
Iraq,"2,054,202",+682,"23,138",+27,"2,000,511","30,553",217,"49,596",559,"15,795,760","381,370"
Thailand,"1,903,165","+9,224","19,158",+88,"1,783,875","100,132","2,432","27,175",274,"14,913,135","212,946"
Czechia,"1,757,845","+5,734","30,745",+15,"1,674,706","52,394",188,"163,743","2,864","40,500,493","3,772,621"
Japan,"1,722,323",+290,"18,253",+16,"1,699,862","4,208",134,"13,673",145,"26,421,637","209,759"
Canada,"1,713,305","+1,180","28,964",+13,"1,658,572","25,769",765,"44,873",759,"46,092,312","1,207,191"
Chile,"1,692,877","+2,142","37,743",+14,"1,639,895","15,239",457,"87,559","1,952","23,506,272","1,215,797"
Romania,"1,640,607","+12,106","47,324",+395,"1,395,357","197,926","1,858","86,044","2,482","14,718,573","771,936"
Bangladesh,"1,569,328",+166,"27,862",+8,"1,533,147","8,319","1,376","9,405",167,"10,332,644","61,921"
Belgium,"1,360,650","+8,737","25,994",+18,"1,214,256","120,400",258,"116,728","2,230","21,692,310","1,860,945"
