Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"281,877,554","+754,626","5,423,126","+5,193","251,093,418","25,361,010","88,815","36,162",695.7,0,0
China,"101,277",+200,"4,636",0,"94,483","2,158",13,70,3,"160,000,000","111,163"
USA,"53,791,852","+229,016","839,605",+823,"41,203,698","11,748,549","16,463","161,108","2,515","803,548,750","2,406,648"
India,"34,799,691","+6,358","480,290",+293,"34,237,495","81,906","8,944","24,854",343,"672,936,621","480,614"
Brazil,"22,246,276","+6,840","618,575",+91,"21,414,318","213,383","8,318","103,565","2,880","63,776,166","296,903"
UK,"12,209,991","+98,515","148,003",+143,"10,126,656","1,935,332",842,"178,467","2,163","395,579,689","5,781,978"
Russia,"10,415,230","+23,210","305,155",+937,"9,293,486","816,589","2,300","71,324","2,090","238,700,000","1,634,624"
Turkey,"9,333,223","+26,099","81,733",+157,"8,965,748","285,742","1,128","108,922",954,"117,216,275","1,367,955"
France,"9,146,451","+30,383","122,898",+256,"7,864,949","1,158,604","3,333","139,666","1,877","182,873,794","2,792,469"
Germany,"7,028,368","+18,734","111,304",+223,"6,156,500","760,564","4,636","83,490","1,322","89,622,218","1,064,623"
Iran,"6,186,729","+1,967","131,434",+34,"6,028,495","26,800","2,766","72,284","1,536","41,592,984","485,958"
Spain,"5,932,626","+53,654","89,139",+30,"5,031,961","811,526","1,515","126,815","1,905","66,213,858","1,415,380"
Italy,"5,678,112","+30,810","136,753",+142,"5,003,855","537,504","1,126","94,118","2,267","135,699,123","2,249,294"
Argentina,"5,480,305","+20,263","117,066",+31,"5,270,844","92,395",880,"119,626","2,555","27,537,879","601,107"
Colombia,"5,127,971","+3,281","129,798",+37,"4,961,099","37,074",342,"99,209","2,511","29,352,283","567,868"
Indonesia,"4,261,879",+120,"144,063",+8,"4,113,320","4,496",0,"15,340",519,"62,247,607","224,057"
Poland,"4,054,865","+5,029","94,365",+38,"3,582,296","378,204","2,069","107,314","2,497","26,818,933","709,777"
Mexico,"3,951,003",+803,"298,777",+18,"3,298,990","353,236","4,798","30,173","2,282","12,274,679","93,739"
Ukraine,"3,646,988","+1,864","94,971",+133,"3,432,739","119,278",177,"84,142","2,191","16,678,842","384,810"
South Africa,"3,417,318","+3,778","90,829",+15,"3,120,012","206,477",546,"56,560","1,503","21,076,433","348,836"
Netherlands,"3,076,442","+11,432","20,728",+12,"2,556,730","498,984",540,"178,954","1,206","19,205,114","1,117,146"
Philippines,"2,838,690",+216,"51,211",+11,"2,777,900","9,579",899,"25,403",458,"25,078,068","224,418"
Malaysia,"2,743,936","+2,757","31,369",+35,"2,669,650","42,917",297,"83,195",951,"40,669,067","1,233,071"
Czechia,"2,447,795","+2,015","35,888",+69,"2,285,897","126,010",660,"227,945","3,342","46,645,112","4,343,722"
Peru,"2,281,362","+2,063","202,550",+26,0,0,883,"67,789","6,019","21,550,239","640,347"
Thailand,"2,212,407","+2,437","21,598",+18,"2,156,373","34,436",899,"31,579",308,"17,270,775","246,513"
Iraq,"2,092,650",+166,"24,139",+9,"2,063,418","5,093",89,"50,350",581,"16,776,813","403,659"
Belgium,"2,050,624","+2,747","28,195",+19,"1,554,627","467,802",660,"175,799","2,417","26,828,439","2,299,990"
Canada,"2,035,831","+21,001","30,184",+38,"1,837,063","168,584",455,"53,247",789,"51,486,352","1,346,618"
Romania,"1,803,311",+566,"58,575",+24,"1,733,309","11,427",433,"94,678","3,075","16,922,375","888,459"
Chile,"1,801,033",+753,"39,056",+22,"1,718,043","43,934",542,"93,029","2,017","27,156,849","1,402,729"
Japan,"1,731,789",+274,"18,387",0,"1,711,218","2,184",44,"13,755",146,"29,153,902","231,562"
Vietnam,"1,666,545","+14,872","31,418",+204,"1,259,614","375,513","7,636","16,895",319,"73,996,693","750,170"
Bangladesh,"1,583,626",+373,"28,061",+1,"1,547,750","7,815","1,352","9,476",168,"11,410,296","68,273"
Israel,"1,368,012","+3,046","8,242",0,"1,345,367","14,403",84,"146,688",884,"37,741,674","4,046,931"
Pakistan,"1,293,715",+275,"28,909",+2,"1,254,975","9,831",625,"5,693",127,"23,189,338","102,039"
Serbia,"1,291,718","+1,249","12,621",+27,"1,257,813","21,284",84,"148,729","1,453","7,172,506","825,846"
Portugal,"1,286,119","+6,334","18,890",+16,"1,161,615","105,614",150,"126,680","1,861","25,252,238","2,487,291"
Sweden,"1,273,313",0,"15,229",0,"1,185,596","72,488",92,"124,922","1,494","14,208,757","1,393,993"
Austria,"1,266,103","+1,550","13,650",+16,"1,223,628","28,825",383,"139,396","1,503","120,407,619","13,256,711"
Switzerland,"1,257,306","+4,678","12,189",+7,"983,404","261,713",315,"143,714","1,393","14,024,580","1,603,053"
Hungary,"1,245,319","+7,989","38,743",+436,"1,087,943","118,633",409,"129,399","4,026","9,114,949","947,118"
Greece,"1,084,153","+9,284","20,496",+67,"997,016","66,641",629,"104,776","1,981","45,325,105","4,380,356"
Jordan,"1,054,892","+2,024","12,518",+31,"1,002,771","39,603",997,"101,886","1,209","13,372,534","1,291,581"
Kazakhstan,"986,199",+342,"12,977",+3,"957,689","15,533",528,"51,606",679,"11,575,012","605,694"
Cuba,"964,857",+128,"8,321",+1,"955,927",609,10,"85,262",735,"11,592,802","1,024,430"
Morocco,"956,410",+291,"14,832",+4,"938,120","3,458",103,"25,463",395,"10,767,972","286,684"
Georgia,"925,354",+986,"13,583",+71,"885,056","26,715",0,"232,631","3,415","12,744,701","3,203,971"
Nepal,"827,522",+251,"11,586",+1,"811,005","4,931",114,"27,663",387,"4,829,687","161,448"
Slovakia,"826,850","+1,221","16,445",+47,"760,829","49,576",480,"151,339","3,010","5,042,238","922,883"
UAE,"753,065","+1,732","2,159",+1,"741,933","8,973",0,"74,799",214,"109,610,704","10,887,143"
Bulgaria,"735,998","+1,278","30,623",+49,"606,916","98,459",464,"107,122","4,457","7,326,998","1,066,417"
Tunisia,"723,422",+627,"25,538",+11,"695,396","2,488",77,"60,273","2,128","3,328,020","277,281"
Ireland,"722,461","+6,735","5,890",0,"550,429","166,142",91,"143,925","1,173","9,736,837","1,939,716"
Denmark,"715,133","+15,525","3,217",+7,"558,978","152,938",70,"122,822",553,"105,287,999","18,082,895"
Lebanon,"713,670","+1,100","9,057",+15,"657,888","46,725",186,"105,261","1,336","4,795,578","707,312"
Belarus,"694,226",+642,"5,512",+13,"686,768","1,946",0,"73,504",584,"10,967,864","1,161,272"
Croatia,"693,813",+560,"12,375",+50,"664,687","16,751",247,"170,570","3,042","3,703,921","910,586"
Guatemala,"625,257",+91,"16,098",+1,"607,951","1,208",5,"33,967",875,"3,249,683","176,541"
Azerbaijan,"614,936",+306,"8,309",+12,"595,658","10,969",0,"59,848",809,"5,824,190","566,833"
S. Korea,"611,670","+4,207","5,300",+55,"496,938","109,432","1,078","11,915",103,"15,804,065","307,863"
Sri Lanka,"584,107",+458,"14,901",+17,"559,684","9,522",0,"27,109",692,"5,726,599","265,776"
