Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"73,181,525","+528,465","1,627,493","+8,575","51,312,993","20,241,039","106,495","9,389",208.8,0,0
China,"86,741",+16,"4,634",0,"81,794",313,7,60,3,"160,000,000","111,163"
USA,"16,942,980","+198,805","308,091","+1,621","9,871,915","6,762,974","27,862","51,051",928,"223,183,895","672,471"
India,"9,906,507","+21,791","143,746",+353,"9,421,832","340,929","8,944","7,147",104,"154,566,990","111,507"
Brazil,"6,929,409","+27,419","181,945",+526,"6,016,085","731,379","8,318","32,495",853,"25,700,000","120,518"
Russia,"2,681,256","+27,328","47,391",+450,"2,124,797","509,068","2,300","18,369",325,"83,102,948","569,342"
France,"2,379,915","+3,063","58,282",+371,"177,647","2,143,986","2,906","36,424",892,"29,186,274","446,687"
UK,"1,869,666","+20,263","64,402",+232,0,0,"1,275","27,476",946,"48,209,087","708,453"
Turkey,"1,866,345","+29,617","16,646",+229,"1,631,944","217,755","5,980","22,022",196,"21,284,005","251,137"
Italy,"1,855,737","+12,030","65,011",+491,"1,115,617","675,109","3,095","30,713","1,076","24,319,310","402,497"
Spain,"1,762,036","+7,967","48,013",+129,0,0,"2,068","37,680","1,027","24,918,644","532,870"
Argentina,"1,503,222","+5,062","41,041",+275,"1,340,120","122,061","3,478","33,122",904,"4,302,194","94,795"
Colombia,"1,434,516","+8,742","39,195",+142,"1,321,469","73,852","2,376","28,057",767,"7,122,577","139,307"
Germany,"1,357,141","+18,658","22,887",+481,"984,200","350,054","4,670","16,175",273,"30,494,036","363,430"
Mexico,"1,250,044","+8,608","113,953",+249,"918,681","217,410","3,550","9,649",880,"3,194,264","24,657"
Poland,"1,140,572","+4,896","22,960",+96,"869,155","248,457","1,807","30,152",607,"6,695,762","177,007"
Iran,"1,115,770","+7,501","52,447",+251,"823,231","240,092","5,711","13,208",621,"6,750,359","79,905"
Peru,"986,130","+1,157","36,754",+77,"920,306","29,070","1,053","29,721","1,108","5,273,241","158,931"
Ukraine,"900,666","+6,451","15,247",+93,"506,718","378,701",177,"20,651",350,"5,052,686","115,853"
South Africa,"866,127","+5,163","23,451",+175,"762,746","79,930",546,"14,521",393,"5,884,227","98,651"
Indonesia,"623,309","+5,489","18,956",+137,"510,957","93,396",0,"2,268",69,"6,424,385","23,375"
Netherlands,"621,944","+8,457","10,082",+34,0,0,515,"36,260",588,"5,253,381","306,281"
Belgium,"608,137","+2,171","17,951",+49,"41,661","548,525",617,"52,369","1,546","6,336,972","545,697"
Czechia,"581,082","+1,999","9,681",+89,"505,922","65,479",506,"54,215",903,"3,350,315","312,586"
Iraq,"575,972","+1,338","12,603",+24,"509,474","53,895",197,"14,177",310,"3,933,815","96,827"
Chile,"573,830","+1,911","15,931",+45,"546,538","11,361",628,"29,901",830,"5,822,181","303,385"
Romania,"559,587","+3,252","13,494",+109,"460,780","85,313","1,289","29,178",704,"4,436,130","231,305"
Bangladesh,"492,332","+1,799","7,089",+37,"423,845","61,398",0,"2,976",43,"2,986,458","18,052"
Canada,"468,862","+8,119","13,553",+122,"379,467","75,842",596,"12,373",358,"12,634,757","333,437"
Philippines,"450,733","+1,339","8,757",+24,"418,723","23,253",708,"4,089",79,"6,264,737","56,828"
Pakistan,"440,787","+2,362","8,832",+36,"384,719","47,236","2,456","1,978",40,"6,064,220","27,216"
Morocco,"400,826","+1,217","6,659",+35,"359,065","35,102","1,039","10,801",179,"4,204,412","113,300"
Switzerland,"384,557","+10,726","6,154",+169,"308,300","70,103",465,"44,286",709,"3,095,612","356,498"
Saudi Arabia,"360,013",+125,"6,059",+11,"350,792","3,162",493,"10,269",173,"10,409,634","296,921"
Israel,"359,506","+2,330","3,004",+5,"338,418","18,084",375,"39,087",327,"6,631,970","721,055"
Portugal,"350,938","+2,194","5,649",+90,"274,277","71,012",513,"34,463",555,"4,939,014","485,022"
Austria,"325,051","+2,588","4,530",+57,"284,174","36,347",594,"35,998",502,"3,425,072","379,308"
Sweden,"320,098",0,"7,514",0,0,0,253,"31,605",742,"3,718,476","367,151"
Hungary,"283,870","+3,470","7,130",+165,"82,546","194,194",605,"29,419",739,"2,320,419","240,480"
Serbia,"271,364","+4,932","2,380",+49,"31,536","237,448",334,"31,115",273,"2,046,456","234,652"
