Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"366,630,848","+3,549,909","5,656,142","+10,249","290,063,234","70,911,472","95,948","47,035",725.6,0,0
China,"105,811",+62,"4,636",0,"98,814","2,361",7,74,3,"160,000,000","111,163"
USA,"74,695,333","+497,351","902,140","+2,689","45,614,212","28,178,981","25,189","223,604","2,701","894,319,678","2,677,193"
India,"40,622,709","+251,209","492,356",+627,"38,024,771","2,105,582","8,944","28,989",351,"722,166,248","515,351"
Brazil,"24,782,922","+228,972","625,169",+662,"22,098,157","2,059,596","8,318","115,306","2,909","63,776,166","296,727"
France,"18,122,724","+392,168","130,015",+268,"11,381,705","6,611,004","3,760","276,681","1,985","223,502,325","3,412,229"
UK,"16,245,474","+96,871","155,040",+338,"12,961,845","3,128,589",561,"237,347","2,265","448,159,099","6,547,618"
Russia,"11,404,617","+88,816","328,770",+665,"10,129,691","946,156","2,300","78,096","2,251","247,600,000","1,695,510"
Turkey,"11,250,107","+82,180","86,661",+174,"10,567,427","596,019","1,128","131,175","1,010","129,564,744","1,510,711"
Italy,"10,539,601","+155,697","145,159",+389,"7,687,989","2,706,453","1,645","174,722","2,406","167,284,466","2,773,185"
Spain,"9,660,208","+130,888","92,767",+176,"5,786,381","3,781,060","2,099","206,489","1,983","66,213,858","1,415,333"
Germany,"9,334,637","+189,363","118,065",+182,"7,443,300","1,773,272","2,447","110,856","1,402","89,622,218","1,064,337"
Argentina,"8,207,752","+77,729","120,352",+333,"7,272,010","815,390","2,836","179,025","2,625","32,251,712","703,463"
Iran,"6,293,695","+14,285","132,333",+30,"6,091,880","69,482","1,294","73,455","1,544","43,680,828","509,809"
Colombia,"5,816,462","+17,663","133,292",+273,"5,574,490","108,680",342,"112,429","2,576","31,942,301","617,428"
Mexico,"4,779,296","+48,627","304,308",+532,"3,853,156","621,832","4,798","36,467","2,322","13,833,307","105,550"
Poland,"4,695,435","+57,659","104,636",+262,"3,880,924","709,875","1,105","124,279","2,770","29,929,589","792,176"
Indonesia,"4,309,270","+8,077","144,261",+7,"4,129,305","35,704",250,"15,497",519,"70,588,049","253,854"
Netherlands,"4,131,630","+64,555","21,253",+14,"3,064,314","1,046,063",237,"240,289","1,236","21,107,399","1,227,572"
Ukraine,"3,946,202","+32,393","99,738",+154,"3,601,952","244,512",177,"91,092","2,302","17,756,198","409,875"
South Africa,"3,594,499","+4,100","94,651",+160,"3,432,829","67,019",546,"59,430","1,565","22,159,247","366,373"
Philippines,"3,493,447","+18,191","53,736",+74,"3,213,190","226,521","1,371","31,228",480,"27,024,093","241,565"
Peru,"3,120,401","+50,044","204,940",+171,0,0,"1,263","92,613","6,083","24,888,301","738,681"
Canada,"2,998,176","+18,533","33,373",+181,"2,732,104","232,699","1,214","78,359",872,"56,063,326","1,465,255"
Belgium,"2,939,439","+61,227","28,902",+39,"2,021,761","888,776",366,"251,905","2,477","29,709,977","2,546,093"
Czechia,"2,888,940","+54,685","37,131",+16,"2,560,600","291,209",201,"268,984","3,457","49,536,740","4,612,278"
Malaysia,"2,850,408","+5,439","31,940",+10,"2,770,663","47,805",124,"86,331",967,"44,202,842","1,338,788"
Israel,"2,659,727","+60,271","8,556",+43,"2,158,276","492,895",952,"285,195",917,"41,373,364","4,436,346"
Portugal,"2,443,524","+65,706","19,744",+41,"1,865,651","558,129",147,"240,741","1,945","32,294,085","3,181,683"
Australia,"2,428,939","+84,737","3,402",+72,"1,978,446","447,091",381,"93,549",131,"60,575,874","2,333,033"
Thailand,"2,407,022","+8,078","22,101",+22,"2,302,164","82,757",588,"34,349",315,"17,270,775","246,461"
Japan,"2,347,498","+69,736","18,599",+40,"1,892,074","436,825",537,"18,650",148,"32,595,453","258,965"
Vietnam,"2,203,208","+15,727","37,291",+126,"1,945,611","220,306","4,485","22,319",378,"76,975,916","779,788"
Iraq,"2,183,402","+7,609","24,330",+11,"2,090,815","68,257",120,"52,437",584,"17,324,974","416,081"
Romania,"2,114,834","+31,683","59,797",+69,"1,873,747","181,290",731,"111,096","3,141","18,799,834","987,590"
Switzerland,"2,082,644","+20,705","12,764",+6,"1,265,724","804,156",220,"237,907","1,458","16,580,286","1,894,019"
Chile,"2,045,874","+24,037","39,594",+47,"1,762,248","244,032",423,"105,600","2,044","29,430,041","1,519,057"
Sweden,"2,015,276",0,"15,744",0,"1,288,155","711,377",102,"197,611","1,544","16,513,425","1,619,253"
Greece,"1,867,935","+19,712","23,083",+113,"1,627,118","217,734",633,"180,598","2,232","55,990,083","5,413,297"
Bangladesh,"1,747,331","+15,807","28,288",+15,"1,561,043","158,000","1,349","10,446",169,"12,310,677","73,599"
Austria,"1,727,661","+43,053","14,042",+12,"1,445,628","267,991",180,"190,122","1,545","140,092,739","15,416,642"
Serbia,"1,616,584","+17,674","13,417",+40,"1,337,218","265,949",142,"186,198","1,545","8,010,329","922,628"
Denmark,"1,516,878","+47,914","3,674",+18,"1,020,282","492,922",37,"260,442",631,"118,362,841","20,322,446"
Hungary,"1,490,489","+19,213","41,151",+64,"1,233,499","215,839",157,"154,907","4,277","9,887,968","1,027,662"
Pakistan,"1,393,887","+7,539","29,162",+25,"1,272,871","91,854","1,240","6,124",128,"24,754,277","108,751"
Kazakhstan,"1,192,211","+13,652","13,177",+13,"1,021,215","157,819",528,"62,324",689,"11,575,012","605,092"
