Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"51,797,152","+542,497","1,278,539","+9,191","36,386,096","14,132,517","94,914","6,645",164.0,0,0
China,"86,267",+22,"4,634",0,"81,207",426,6,60,3,"160,000,000","111,163"
USA,"10,559,263","+135,653","245,800","+1,346","6,601,338","3,712,125","19,374","31,833",741,"160,595,579","484,150"
India,"8,635,754","+44,679","127,615",+511,"8,011,844","496,295","8,944","6,236",92,"119,615,857","86,371"
Brazil,"5,701,283","+25,517","162,842",+204,"5,064,344","474,097","8,318","26,753",764,"21,900,000","102,766"
France,"1,829,659","+22,180","42,207",+857,"131,920","1,655,532","4,750","28,008",646,"18,249,032","279,353"
Russia,"1,817,109","+20,977","31,161",+368,"1,350,741","435,207","2,300","12,450",213,"65,600,000","449,447"
Spain,"1,443,997","+17,395","39,756",+411,0,0,"3,064","30,880",850,"19,394,289","414,750"
Argentina,"1,262,476","+11,977","34,183",+276,"1,081,897","146,396","4,494","27,841",754,"3,289,756","72,549"
UK,"1,233,775","+20,412","49,770",+532,0,0,"1,268","18,140",732,"36,809,469","541,193"
Colombia,"1,156,675","+7,612","33,148",+174,"1,059,237","64,290","2,376","22,645",649,"5,500,745","107,692"
Italy,"995,463","+35,098","42,330",+580,"363,023","590,110","2,971","16,473",700,"17,740,196","293,569"
Mexico,"972,785","+4,960","95,225",+198,"721,076","156,484","2,615","7,516",736,"2,516,413","19,444"
Peru,"925,431","+1,904","34,992",+49,"850,670","39,769","1,008","27,928","1,056","4,700,489","141,851"
South Africa,"740,254","+1,729","19,951",+106,"683,194","37,109",546,"12,425",335,"5,010,350","84,098"
Germany,"705,640","+16,668","11,860",+203,"441,200","252,580","3,005","8,412",141,"23,393,311","278,886"
Iran,"703,288","+10,339","39,202",+453,"530,694","133,392","5,584","8,335",465,"5,302,200","62,837"
Poland,"593,592","+25,454","8,375",+330,"230,661","354,556","1,898","15,690",221,"5,339,362","141,135"
Chile,"523,907","+1,028","14,611",+23,"500,142","9,154",720,"27,322",762,"4,645,202","242,247"
Iraq,"505,310","+3,577","11,432",+52,"434,665","59,213",374,"12,463",282,"3,038,467","74,944"
Belgium,"503,182","+2,393","13,216",+161,"29,796","460,170","1,474","43,348","1,139","5,296,712","456,301"
Ukraine,"479,197","+10,179","8,756",+191,"214,657","255,784",177,"10,981",201,"3,648,292","83,605"
Indonesia,"444,348","+3,779","14,761",+72,"375,741","53,846",0,"1,618",54,"4,857,452","17,691"
Czechia,"429,880","+9,005","5,323",+249,"277,473","147,084","1,206","40,115",497,"2,628,134","245,248"
Bangladesh,"423,620","+1,699","6,108",+16,"341,416","76,096",0,"2,563",37,"2,470,164","14,945"
Netherlands,"419,412","+4,667","8,141",+98,0,0,625,"24,457",475,"3,535,613","206,174"
Philippines,"399,749","+1,347","7,661",+14,"361,919","30,169","1,455","3,631",70,"5,113,447","46,441"
Turkey,"399,360","+2,529","11,059",+87,"342,501","45,800","3,001","4,717",131,"15,419,420","182,120"
Saudi Arabia,"351,455",+471,"5,576",+17,"338,281","7,598",794,"10,039",159,"8,612,500","246,014"
Pakistan,"346,476","+1,637","7,000",+23,"319,431","20,045","1,052","1,558",31,"4,741,507","21,318"
Israel,"320,661",+773,"2,684",+6,"309,840","8,137",306,"34,864",292,"4,890,592","531,725"
Romania,"314,295","+7,304","8,186",+177,"211,408","94,701","1,093","16,378",427,"3,519,095","183,376"
Canada,"273,037","+4,302","10,632",+68,"221,279","41,126",238,"7,211",281,"10,044,798","265,302"
Morocco,"265,165","+5,214","4,425",+69,"216,851","43,889",984,"7,153",119,"3,531,400","95,268"
Switzerland,"235,202","+5,980","3,013",+111,"122,600","109,589",485,"27,105",347,"2,254,471","259,806"
Nepal,"199,760","+2,736","1,148",+22,"160,577","38,035",0,"6,812",39,"1,564,214","53,342"
Portugal,"187,237","+3,817","3,021",+62,"106,878","77,338",382,"18,382",297,"3,769,852","370,108"
Ecuador,"175,711",+442,"12,849",+10,"154,956","7,906",335,"9,905",724,"576,527","32,500"
Austria,"164,866","+6,120","1,499",+45,"98,663","64,704",495,"18,268",166,"2,452,692","271,766"
Sweden,"162,240",0,"6,057",+12,0,0,92,"16,028",598,"2,431,770","240,244"
UAE,"144,385","+1,096",518,+3,"139,701","4,166",0,"14,535",52,"14,359,243","1,445,549"
Bolivia,"142,561",+86,"8,802",+7,"114,881","18,878",71,"12,153",750,"340,160","28,999"
Panama,"141,302",+971,"2,817",+9,"119,707","18,778",145,"32,565",649,"727,520","167,666"
Qatar,"134,663",+230,233,+1,"131,733","2,697",39,"47,960",83,"1,025,505","365,234"
Kuwait,"133,381",+903,821,+5,"124,156","8,404",115,"31,068",191,"979,336","228,112"
Dominican Republic,"131,131",+528,"2,269",+2,"108,765","20,097",185,"12,045",208,"629,295","57,802"
Jordan,"120,982","+5,996","1,386",+91,"9,249","110,347",422,"11,815",135,"2,095,700","204,664"
Hungary,"118,918","+4,140","2,596",+103,"27,585","88,737",461,"12,321",269,"1,225,399","126,966"
Oman,"118,884",+381,"1,316",+6,"109,330","8,238",135,"23,073",255,"376,700","73,108"
Costa Rica,"118,566",+979,"1,502",+11,"72,941","44,123",195,"23,199",294,"336,529","65,845"
Kazakhstan,"117,336",+564,"1,857",0,"108,169","7,310",221,"6,222",98,"3,645,655","193,326"
Guatemala,"112,129",+769,"3,832",+9,"102,140","6,157",5,"6,218",212,"461,454","25,588"
Egypt,"109,654",+232,"6,394",+14,"100,540","2,720",46,"1,064",62,"135,000","1,310"
Japan,"108,983",+899,"1,829",+11,"98,274","8,880",208,863,14,"2,898,421","22,942"
Armenia,"108,687","+1,221","1,609",+29,"66,835","40,243",0,"36,653",543,"444,224","149,809"
Belarus,"108,300","+1,038","1,016",+5,"91,646","15,638",0,"11,463",108,"2,720,390","287,927"
Honduras,"100,573",+65,"2,765",+14,"43,177","54,631",24,"10,097",278,"242,391","24,334"
Ethiopia,"100,327",+345,"1,537",+7,"61,516","37,274",286,865,13,"1,534,470","13,231"
Lebanon,"96,907","+1,552",749,+17,"53,360","42,798",310,"14,221",110,"1,342,452","197,007"
Venezuela,"95,445",+296,834,+4,"90,359","4,252",117,"3,360",29,"2,216,750","78,037"
Bahrain,"83,811",+179,331,+2,"81,415","2,065",25,"48,663",192,"1,854,081","1,076,533"
Moldova,"83,592",+915,"1,930",+18,"64,826","16,836",896,"20,740",479,"399,050","99,007"
Bulgaria,"83,366","+4,390","1,851",+80,"25,799","55,716",280,"12,031",267,"815,322","117,664"
Slovakia,"77,123","+1,051",390,+24,"21,718","55,015",119,"14,124",71,"913,096","167,215"
Tunisia,"72,993","+1,424","2,006",+86,"48,103","22,884",286,"6,153",169,"387,457","32,660"
Croatia,"70,243","+1,467",865,+33,"54,854","14,524",167,"17,149",211,"572,489","139,769"
Libya,"70,010",+970,957,+13,"41,512","27,541",0,"10,139",139,"353,787","51,237"
Uzbekistan,"69,027",+148,588,+2,"66,194","2,245",250,"2,052",17,"1,377,915","40,957"
Paraguay,"68,497",+549,"1,516",+14,"49,039","17,942",116,"9,561",212,"390,180","54,463"
Azerbaijan,"67,392","+1,346",867,+15,"50,009","16,516",0,"6,625",85,"1,457,177","143,251"
Serbia,"66,888","+2,823",915,+14,"31,536","34,437",126,"7,667",105,"1,442,642","165,356"
