Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"269,978,495","+509,358","5,317,669","+5,770","242,732,250","21,928,576","88,818","34,636",682.2,0,0
China,"99,604",+87,"4,636",0,"93,696","1,272",28,69,3,"160,000,000","111,163"
USA,"50,762,671","+57,414","817,789",+446,"39,986,483","9,958,399","14,935","152,074","2,450","773,300,851","2,316,642"
India,"34,690,510","+7,774","475,434",+306,"34,114,331","100,745","8,944","24,787",340,"654,627,300","467,735"
Brazil,"22,188,179","+3,355","616,859",+126,"21,414,318","157,002","8,318","103,326","2,873","63,776,166","296,994"
UK,"10,771,444","+54,073","146,387",+132,"9,453,429","1,171,628",900,"157,476","2,140","374,468,898","5,474,658"
Russia,"9,986,967","+30,288","288,351","+1,171","8,709,964","988,652","2,300","68,392","1,975","231,000,000","1,581,924"
Turkey,"9,022,223","+19,255","78,969",+191,"8,592,094","351,160","1,128","105,341",922,"111,562,570","1,302,577"
France,"8,214,844","+53,720","120,383",+65,"7,294,653","799,808","2,461","125,452","1,838","172,371,975","2,632,360"
Germany,"6,501,279","+37,542","106,208",+277,"5,368,300","1,026,771","4,636","77,239","1,262","87,852,398","1,043,744"
Iran,"6,152,524","+1,681","130,661",+58,"5,963,373","58,490","3,126","71,923","1,527","39,951,481","467,035"
Argentina,"5,356,885","+2,445","116,760",+12,"5,213,678","26,447",681,"116,978","2,550","26,663,231","582,245"
Spain,"5,290,190",0,"88,381",0,"4,943,735","258,074","1,056","113,084","1,889","66,213,858","1,415,403"
Italy,"5,206,305","+21,042","134,765",+96,"4,797,658","273,882",818,"86,292","2,234","125,490,703","2,079,950"
Colombia,"5,091,508","+1,813","129,056",+45,"4,932,304","30,148",342,"98,549","2,498","28,587,711","553,330"
Indonesia,"4,258,980",+228,"143,929",+6,"4,109,865","5,186",0,"15,337",518,"57,921,612","208,581"
Mexico,"3,914,706","+2,992","296,385",+199,"3,269,036","349,285","4,798","29,909","2,264","12,046,280","92,036"
Poland,"3,808,796","+23,762","88,414",+486,"3,263,563","456,819","2,104","100,797","2,340","25,430,252","672,993"
Ukraine,"3,553,817","+10,133","90,789",+446,"3,184,287","278,741",177,"81,971","2,094","16,274,905","375,391"
South Africa,"3,129,622","+17,153","90,116",+36,"2,880,472","159,034",546,"51,826","1,492","20,176,391","334,120"
Netherlands,"2,863,838","+17,712","20,074",+70,"2,233,027","610,737",642,"166,603","1,168","19,205,114","1,117,254"
Philippines,"2,836,190",+186,"50,096",+135,"2,774,548","11,546",899,"25,395",449,"24,522,686","219,573"
Malaysia,"2,688,149","+4,626","30,862",+31,"2,596,509","60,778",396,"81,549",936,"39,173,380","1,188,376"
Czechia,"2,325,209","+12,400","34,412",+93,"2,032,841","257,956","1,067","216,547","3,205","45,400,146","4,228,128"
Peru,"2,251,027",0,"201,650",0,0,0,993,"66,927","5,995","20,753,581","617,044"
Thailand,"2,164,859","+4,079","21,149",+39,"2,090,253","53,457","1,369","30,903",302,"14,913,135","212,885"
Iraq,"2,087,497",+250,"23,965",+6,"2,054,696","8,836",86,"50,274",577,"16,539,839","398,336"
Belgium,"1,929,772","+15,245","27,504",+41,"1,421,499","480,769",827,"165,470","2,358","25,785,017","2,210,955"
Canada,"1,831,733","+3,978","29,910",+10,"1,765,882","35,941",469,"47,927",783,"49,829,014","1,303,763"
Romania,"1,792,433",+931,"57,636",+73,"1,714,239","20,558",712,"94,079","3,025","16,396,701","860,608"
Chile,"1,781,227","+1,362","38,646",+8,"1,679,447","63,134",687,"92,040","1,997","26,276,042","1,357,735"
Japan,"1,728,548",+138,"18,372",+1,"1,709,270",906,25,"13,728",146,"28,431,738","225,796"
Bangladesh,"1,578,996",+177,"28,022",+5,"1,543,862","7,112","1,369","9,452",168,"11,098,586","66,437"
Vietnam,"1,398,413","+16,141","27,611",+209,"1,053,425","317,377","7,558","14,182",280,"71,152,452","721,616"
Israel,"1,349,741",+356,"8,210",0,"1,335,728","5,803",102,"144,729",880,"35,924,740","3,852,106"
Pakistan,"1,288,761",+395,"28,823",+11,"1,250,427","9,511",759,"5,676",127,"22,479,184","98,996"
Serbia,"1,273,103","+1,309","12,148",+35,"1,226,748","34,207",179,"146,560","1,398","6,968,519","802,217"
Sweden,"1,229,217",0,"15,158",0,"1,166,352","47,707",48,"120,629","1,488","13,934,770","1,367,481"
Austria,"1,225,555","+4,460","13,143",+67,"1,138,722","73,690",573,"134,965","1,447","114,668,040","12,627,909"
Portugal,"1,190,409","+5,373","18,645",+19,"1,106,116","65,648",142,"117,238","1,836","22,443,244","2,210,329"
Hungary,"1,182,922",0,"36,429",0,"968,897","177,596",573,"122,902","3,785","8,768,881","911,057"
Switzerland,"1,106,573",0,"11,785",+2,"891,505","203,283",273,"126,525","1,347","13,030,943","1,489,947"
Jordan,"1,006,136","+2,708","11,941",+24,"927,352","66,843","1,256","97,219","1,154","12,696,572","1,226,818"
Greece,"999,652","+4,751","19,157",+72,"912,332","68,163",705,"96,589","1,851","40,397,061","3,903,259"
Kazakhstan,"978,930",+568,"12,837",+9,"947,583","18,510",528,"51,252",672,"11,575,012","606,005"
Cuba,"963,566",+73,"8,313",+2,"954,862",391,14,"85,146",735,"11,309,677","999,385"
Morocco,"951,380",+113,"14,796",+1,"934,739","1,845",347,"25,342",394,"10,559,593","281,279"
Georgia,"886,364","+3,542","12,695",+64,"827,676","45,993",0,"222,810","3,191","12,098,005","3,041,139"
Nepal,"823,980",+194,"11,553",+1,"806,544","5,883",114,"27,565",386,"4,708,510","157,518"
Slovakia,"769,944","+5,832","15,304",+68,"645,150","109,490",580,"140,926","2,801","4,843,521","886,530"
UAE,"742,719",+78,"2,151",0,"737,821","2,747",0,"73,809",214,"104,416,564","10,376,615"
Tunisia,"719,434",+187,"25,427",+8,"692,617","1,390",50,"59,968","2,119","3,225,124","268,829"
Bulgaria,"714,156","+1,073","29,486",+27,"587,126","97,544",627,"103,908","4,290","6,893,275","1,002,958"
Lebanon,"688,515","+1,790","8,836",+12,"640,860","38,819",186,"101,531","1,303","4,795,578","707,174"
Belarus,"673,269","+1,837","5,261",+16,"663,455","4,553",0,"71,284",557,"10,648,839","1,127,477"
Croatia,"651,863","+3,860","11,574",+58,"613,806","26,483",326,"160,213","2,845","3,559,322","874,800"
Guatemala,"621,844",0,"16,029",0,"604,817",998,5,"33,809",871,"3,180,830","172,937"
Ireland,"618,956","+4,004","5,788",0,"478,735","134,433",111,"123,364","1,154","9,313,992","1,856,371"
Azerbaijan,"603,254","+1,117","8,070",+15,"574,615","20,569",0,"58,734",786,"5,666,466","551,697"
Sri Lanka,"572,188",+762,"14,595",+22,"544,626","12,967",0,"26,561",677,"5,726,599","265,825"
Costa Rica,"567,995",0,"7,332",0,"558,639","2,024",64,"110,051","1,421","2,839,020","550,070"
Bolivia,"551,516","+1,878","19,305",+24,"502,902","29,309",220,"46,336","1,622","2,602,670","218,665"
Saudi Arabia,"550,189",+53,"8,852",+1,"539,409","1,928",27,"15,457",249,"31,908,463","896,425"
Denmark,"548,400","+5,606","3,005",+9,"471,641","73,754",60,"94,200",516,"98,346,089","16,893,225"
Ecuador,"530,865",0,"33,498",0,"443,880","53,487",759,"29,445","1,858","2,053,558","113,902"
Myanmar,"526,381",+357,"19,177",+7,"502,666","4,538",0,"9,582",349,"5,782,489","105,259"
S. Korea,"510,583","+6,977","4,210",+80,"429,256","77,117",856,"9,947",82,"15,804,065","307,874"
