Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"279,824,236","+493,414","5,413,264","+4,137","250,026,932","24,384,040","88,591","35,899",694.5,0,0
China,"100,871",+140,"4,636",0,"94,354","1,881",9,70,3,"160,000,000","111,163"
USA,"53,026,765","+40,458","837,779",+108,"41,001,184","11,187,802","16,104","158,821","2,509","798,517,464","2,391,655"
India,"34,786,802","+6,987","479,682",+162,"34,223,263","83,857","8,944","24,846",343,"671,051,627","479,293"
Brazil,"22,234,626","+3,889","618,457",+28,"21,414,318","201,851","8,318","103,515","2,879","63,776,166","296,914"
UK,"11,891,292",0,"147,857",0,"9,961,369","1,782,066",842,"173,814","2,161","395,579,689","5,782,142"
Russia,"10,368,299","+24,946","303,250",+981,"9,222,486","842,563","2,300","71,003","2,077","237,800,000","1,628,464"
Turkey,"9,286,986","+20,470","81,403",+145,"8,922,510","283,073","1,128","108,389",950,"116,501,775","1,359,695"
France,"9,088,371","+104,611","122,546",+84,"7,794,802","1,171,023","3,254","138,780","1,871","182,873,794","2,792,503"
Germany,"6,999,476","+17,248","111,025",+117,"6,087,300","801,151","4,636","83,148","1,319","89,622,218","1,064,641"
Iran,"6,182,905","+1,121","131,348",+42,"6,024,211","27,346","2,781","72,244","1,535","41,388,312","483,599"
Spain,"5,718,007",0,"89,019",0,"5,002,310","626,678","1,515","122,228","1,903","66,213,858","1,415,383"
Italy,"5,622,431","+54,762","136,530",+144,"4,985,435","500,466","1,071","93,194","2,263","135,138,103","2,239,977"
Argentina,"5,452,419","+7,183","117,020",+12,"5,259,080","76,319",809,"119,023","2,554","27,433,892","598,867"
Colombia,"5,121,668","+3,414","129,729",+43,"4,957,334","34,605",342,"99,093","2,510","29,255,860","566,035"
Indonesia,"4,261,667",+255,"144,053",+6,"4,112,901","4,713",0,"15,341",519,"61,840,900","222,606"
Poland,"4,043,585","+10,788","94,311",+269,"3,543,828","405,446","2,046","107,015","2,496","26,681,046","706,124"
Mexico,"3,947,284","+3,520","298,670",+162,"3,297,421","351,193","4,798","30,146","2,281","12,257,778","93,615"
Ukraine,"3,642,314","+5,276","94,700",+268,"3,423,933","123,681",177,"84,032","2,185","16,656,395","384,279"
South Africa,"3,407,937","+14,828","90,773",+30,"3,102,717","214,447",546,"56,409","1,502","21,038,633","348,234"
Netherlands,"3,053,124","+12,564","20,705",+44,"2,513,476","518,943",537,"177,600","1,204","19,205,114","1,117,160"
Philippines,"2,838,207",+259,"51,187",+137,"2,777,635","9,385",899,"25,400",458,"24,937,631","223,177"
Malaysia,"2,738,401","+3,160","31,315",+25,"2,661,495","45,591",324,"83,033",950,"40,469,185","1,227,095"
Czechia,"2,444,655","+2,046","35,729",+53,"2,259,511","149,415",736,"227,655","3,327","46,599,494","4,339,518"
Peru,"2,278,807","+5,922","202,488",+34,0,0,875,"67,718","6,017","21,507,541","639,126"
Thailand,"2,207,438","+2,766","21,558",+30,"2,148,757","37,123",899,"31,508",308,"17,270,775","246,516"
Iraq,"2,092,312",+156,"24,122",+7,"2,062,648","5,542",84,"50,348",580,"16,756,695","403,223"
Belgium,"2,038,111","+7,233","28,149",+39,"1,595,493","414,469",660,"174,730","2,413","26,828,439","2,300,045"
Canada,"1,959,518","+2,458","30,143",+4,"1,817,744","111,631",455,"51,253",788,"51,486,352","1,346,681"
Romania,"1,802,396",+598,"58,536",+27,"1,732,003","11,857",466,"94,626","3,073","16,892,303","886,848"
Chile,"1,799,125","+1,494","39,013",+29,"1,712,785","47,327",555,"92,934","2,015","27,075,787","1,398,607"
Japan,"1,731,199",+294,"18,386",0,"1,710,944","1,869",37,"13,750",146,"29,092,674","231,072"
Vietnam,"1,636,455","+15,586","31,007",+241,"1,229,684","375,764","7,762","16,591",314,"73,824,334","748,459"
Bangladesh,"1,582,985",+275,"28,056",+1,"1,547,180","7,749","1,352","9,472",168,"11,375,953","68,071"
Israel,"1,363,725","+1,455","8,241",0,"1,343,823","11,661",93,"146,228",884,"37,547,800","4,026,142"
Pakistan,"1,293,081",+353,"28,905",+7,"1,254,413","9,763",624,"5,690",127,"23,096,757","101,642"
Serbia,"1,289,493","+1,098","12,568",+24,"1,254,568","22,357",102,"148,470","1,447","7,149,667","823,198"
Portugal,"1,276,053","+10,016","18,861",+10,"1,157,598","99,594",152,"125,686","1,858","25,114,814","2,473,715"
Sweden,"1,273,313",0,"15,229",0,"1,181,462","76,622",92,"124,926","1,494","14,208,757","1,394,040"
Austria,"1,262,836","+2,085","13,626",+9,"1,218,605","30,605",390,"139,041","1,500","119,923,778","13,203,848"
Hungary,"1,237,330",0,"38,307",0,"1,071,772","127,251",454,"128,567","3,980","9,058,668","941,257"
Switzerland,"1,221,424",0,"12,128",0,"959,064","250,232",302,"139,618","1,386","13,812,799","1,578,908"
Greece,"1,070,833","+6,590","20,350",+58,"986,631","63,852",617,"103,486","1,967","45,162,221","4,364,497"
Jordan,"1,051,421","+1,164","12,444",+41,"993,692","45,285","1,077","101,556","1,202","13,308,004","1,285,417"
Kazakhstan,"985,458",+442,"12,969",+9,"956,634","15,855",528,"51,570",679,"11,575,012","605,733"
Cuba,"964,607",+125,"8,320",+3,"955,798",489,10,"85,240",735,"11,536,661","1,019,466"
Morocco,"955,587",+734,"14,827",+2,"937,578","3,182",103,"25,443",395,"10,747,683","286,162"
Georgia,"922,707","+2,090","13,443",+76,"878,022","31,242",0,"231,963","3,379","12,692,259","3,190,753"
Nepal,"827,058",+157,"11,583",+1,"810,497","4,978",114,"27,650",387,"4,813,350","160,917"
Slovakia,"825,246","+1,074","16,336",+46,"753,654","55,256",482,"151,045","2,990","5,034,867","921,536"
UAE,"749,530","+1,621","2,156",+1,"740,707","6,667",0,"74,452",214,"108,951,396","10,822,358"
Bulgaria,"733,882",+743,"30,528",+52,"605,547","97,807",451,"106,809","4,443","7,288,944","1,060,835"
Tunisia,"722,795",+352,"25,523",+7,"695,094","2,178",79,"60,225","2,127","3,317,178","276,393"
Lebanon,"711,259","+2,017","9,027",+15,"652,174","50,058",186,"104,903","1,331","4,795,578","707,295"
Ireland,"705,322","+13,765","5,890",0,"541,019","158,413",87,"140,519","1,173","9,736,837","1,939,833"
Croatia,"693,102","+3,271","12,279",+47,"658,972","21,851",254,"170,389","3,019","3,700,009","909,593"
Belarus,"692,601","+1,529","5,484",+18,"685,039","2,078",0,"73,332",581,"10,938,594","1,158,170"
Denmark,"685,408","+9,564","3,197",+10,"545,213","136,998",73,"117,719",549,"104,669,714","17,977,052"
Guatemala,"625,127",+98,"16,096",+1,"607,841","1,190",5,"33,964",875,"3,247,587","176,444"
Azerbaijan,"614,119",+501,"8,284",+15,"593,920","11,915",0,"59,771",806,"5,808,380","565,322"
S. Korea,"602,045","+5,836","5,176",+105,"489,943","106,926","1,105","11,728",101,"15,804,065","307,864"
Sri Lanka,"583,251",+529,"14,871",+19,"559,128","9,252",0,"27,070",690,"5,726,599","265,782"
Bolivia,"575,247","+2,129","19,530",+14,"518,099","37,618",220,"48,305","1,640","2,633,963","221,181"
Costa Rica,"568,860",0,"7,343",0,"560,239","1,278",49,"110,181","1,422","2,911,504","563,920"
Saudi Arabia,"552,406",+325,"8,870",+1,"540,744","2,792",32,"15,510",249,"32,743,008","919,334"
Ecuador,"540,122",0,"33,641",0,"443,880","62,601",759,"29,941","1,865","2,103,013","116,579"
Myanmar,"529,503",+176,"19,251",+3,"507,035","3,217",0,"9,636",350,"5,973,823","108,714"
Lithuania,"510,907","+1,267","7,268",+17,"477,732","25,907",116,"191,638","2,726","6,545,952","2,455,339"
Panama,"487,204",+827,"7,411",+2,"473,428","6,365",18,"110,346","1,678","4,413,125","999,518"
Paraguay,"465,233",+103,"16,599",+1,"447,548","1,086",47,"64,062","2,286","2,015,881","277,586"
Slovenia,"455,386","+1,086","5,535",+6,"433,646","16,205",202,"219,003","2,662","2,051,575","986,637"
Venezuela,"443,167",+168,"5,313",+1,"431,741","6,113",681,"15,650",188,"3,359,014","118,624"
Palestine,"438,087",+177,"4,632",+4,"429,669","3,786",52,"83,023",878,"2,826,814","535,714"
Kuwait,"414,911",+150,"2,468",+1,"411,299","1,144",5,"95,075",566,"5,838,773","1,337,936"
Dominican Republic,"413,887",+696,"4,237",+3,"407,250","2,400",78,"37,596",385,"2,553,956","231,989"
Uruguay,"407,099",+360,"6,163",+1,"397,006","3,930",23,"116,595","1,765","4,334,499","1,241,423"
Ethiopia,"395,750","+5,013","6,894",+6,"352,131","36,725",193,"3,321",58,"4,041,996","33,917"
Mongolia,"388,311",+248,"2,054",+1,"313,256","73,001",192,"115,693",612,"4,030,048","1,200,709"
Libya,"384,663",0,"5,641",0,"372,884","6,138",0,"54,877",805,"1,999,814","285,298"
Egypt,"380,520",+866,"21,571",+25,"316,656","42,293",90,"3,617",205,"3,693,367","35,112"
Honduras,"379,073",0,"10,430",0,"123,783","244,860",50,"37,393","1,029","1,135,703","112,028"
Moldova,"374,349",+229,"9,605",+16,"360,211","4,533",155,"93,120","2,389","2,326,057","578,610"
Norway,"372,123","+1,989","1,257",0,"88,952","281,914",114,"67,856",229,"9,213,931","1,680,148"
Armenia,"344,379",+118,"7,942",+3,"330,311","6,126",0,"115,896","2,673","2,530,000","851,438"
Oman,"304,984",0,"4,113",0,"300,235",636,2,"57,560",776,"25,000,000","4,718,251"
Australia,"292,536","+9,947","2,188",+6,"229,264","61,084",126,"11,278",84,"53,423,074","2,059,664"
Bosnia and Herzegovina,"287,276",0,"13,269",0,"192,218","81,789",0,"88,377","4,082","1,461,608","449,644"
Kenya,"281,358","+3,749","5,359",+2,"249,937","26,062",17,"5,067",97,"2,987,255","53,803"
Bahrain,"279,518",+241,"1,394",0,"276,808","1,316",1,"156,251",779,"7,897,334","4,414,619"
Singapore,"277,555",+248,821,+1,"273,860","2,874",19,"46,897",139,"21,098,774","3,564,911"
Latvia,"271,228",+122,"4,500",+6,"257,097","9,631",82,"146,191","2,425","5,563,299","2,998,596"
Qatar,"247,796",+279,614,0,"244,615","2,567",13,"88,253",219,"3,138,247","1,117,687"
Estonia,"236,133",+465,"1,907",0,"220,676","13,550",19,"177,830","1,436","2,482,003","1,869,181"
Nigeria,"236,014","+1,305","3,014",+21,"212,357","20,643",11,"1,104",14,"3,751,696","17,557"
Zambia,"231,581","+2,649","3,697",+6,"210,026","17,858",259,"12,096",193,"2,888,028","150,853"
Finland,"230,392",0,"1,507",0,"46,000","182,885",59,"41,486",271,"8,501,077","1,530,769"
North Macedonia,"222,932",+266,"7,894",+15,"210,319","4,719",0,"107,012","3,789","1,570,171","753,713"
Algeria,"216,376",+278,"6,229",+7,"148,789","61,358",36,"4,806",138,"230,861","5,128"
Botswana,"208,994",0,"2,427",0,"195,479","11,088",1,"86,296","1,002","1,997,064","824,606"
Albania,"207,542",+321,"3,189",+2,"199,133","5,220",23,"72,235","1,110","1,459,507","507,983"
Zimbabwe,"203,746","+1,010","4,885",+14,"159,974","38,887",12,"13,419",322,"1,808,782","119,132"
Uzbekistan,"198,099",+181,"1,477",+2,"195,004","1,618",23,"5,795",43,"1,377,915","40,305"
Kyrgyzstan,"184,439",+44,"2,792",+2,"179,545","2,102",131,"27,596",418,"1,903,213","284,766"
Mozambique,"170,975",+898,"1,967",+2,"151,290","17,718",13,"5,253",60,"1,056,667","32,464"
Montenegro,"162,828",+464,"2,389",+3,"157,792","2,647",60,"259,204","3,803","952,203","1,515,803"
Afghanistan,"157,902",+11,"7,352",+4,"145,392","5,158","1,124","3,926",183,"816,458","20,298"
Cyprus,"149,848",+268,628,+1,"124,370","24,850",60,"122,789",515,"9,477,138","7,765,784"
Namibia,"144,629","+1,053","3,608",+7,"128,570","12,451",23,"55,435","1,383","858,339","328,996"
Ghana,"134,555",0,"1,269",0,"129,921","3,365",5,"4,201",40,"2,073,433","64,730"
Uganda,"133,232","+1,251","3,274",0,"98,197","31,761",85,"2,783",68,"2,101,546","43,897"
El Salvador,"121,741",0,"3,818",+1,"107,088","10,835",91,"18,630",584,"1,505,621","230,405"
Cambodia,"120,445",+5,"3,008",+1,"116,853",584,0,"7,060",176,"2,758,095","161,658"
Cameroon,"108,451",0,"1,851",0,"105,735",865,13,"3,940",67,"1,751,774","63,649"
Laos,"105,380","+1,007",317,+12,"7,339","97,724",0,"14,180",43,"901,338","121,282"
Rwanda,"104,512",+713,"1,346",+1,"45,522","57,644",0,"7,784",100,"3,890,593","289,764"
Luxembourg,"98,983",0,907,0,"92,159","5,917",18,"154,409","1,415","3,795,724","5,921,160"
Maldives,"94,732",+168,261,0,"92,439","2,032",23,"170,803",471,"1,855,901","3,346,221"
Jamaica,"92,513",+158,"2,462",0,"64,882","25,169",5,"31,041",826,"698,418","234,344"
Trinidad and Tobago,"89,364",+420,"2,738",+20,"70,045","16,581",22,"63,550","1,947","500,624","356,012"
Senegal,"74,353",+51,"1,890",0,"72,292",171,0,"4,274",109,"910,844","52,359"
Réunion,"71,795",0,401,0,"65,494","5,900",34,"79,351",443,"1,347,378","1,489,191"
Angola,"71,142",+921,"1,746",0,"63,995","5,401",3,"2,070",51,"1,251,654","36,410"
Malawi,"70,682",+947,"2,328",+6,"59,563","8,791",67,"3,559",117,"476,377","23,986"
DRC,"70,059",0,"1,126",0,"50,930","18,003",0,749,12,"846,704","9,048"
Eswatini,"64,381",+428,"1,272",0,"53,836","9,273",11,"54,655","1,080","424,032","359,976"
Ivory Coast,"63,847",+455,707,0,"61,245","1,895",0,"2,335",26,"1,208,604","44,200"
Guadeloupe,"56,035",0,750,0,"2,250","53,035",23,"140,009","1,874","607,573","1,518,079"
Fiji,"52,815",0,697,0,"51,221",897,0,"58,291",769,"469,654","518,346"
Suriname,"51,563",+21,"1,186",0,"49,082","1,295",3,"86,746","1,995","167,122","281,155"
Syria,"50,051",+44,"2,871",+4,"31,791","15,389",0,"2,761",158,"146,269","8,068"
Madagascar,"49,590","+2,295","1,027",+31,"44,708","3,855",22,"1,725",36,"320,884","11,164"
Martinique,"47,300",0,769,0,104,"46,427",1,"126,189","2,052","466,711","1,245,114"
French Guiana,"47,229",0,337,0,"11,254","35,638",5,"152,291","1,087","481,773","1,553,490"
French Polynesia,"46,376",0,636,0,0,0,7,"163,692","2,245",0,0
Sudan,"46,100",0,"3,298",0,"38,292","4,510",0,"1,016",73,"562,941","12,410"
Malta,"45,678",+917,474,+1,"39,503","5,701",5,"103,045","1,069","1,211,456","2,732,912"
Mauritania,"40,453",+64,862,+1,"38,957",634,18,"8,375",178,"550,908","114,053"
Guyana,"39,086",+44,"1,045",+3,"37,301",740,7,"49,340","1,319","418,463","528,248"
Cabo Verde,"39,013",+148,351,0,"38,169",493,23,"69,059",621,"388,481","687,668"
Gabon,"38,039",0,286,0,"36,221","1,532",5,"16,515",124,"1,469,004","637,763"
Papua New Guinea,"36,110",0,589,0,"35,374",147,7,"3,926",64,"249,149","27,088"
Belize,"31,503",0,592,0,"30,415",496,4,"77,156","1,450","375,152","918,806"
Guinea,"31,038",+62,389,0,"29,803",846,49,"2,272",28,"570,956","41,800"
Togo,"27,992",+308,246,0,"26,050","1,696",0,"3,268",29,"607,752","70,953"
Barbados,"27,629",+47,260,0,"26,380",989,0,"95,969",903,"464,644","1,613,930"
Lesotho,"27,595",0,665,0,"14,803","12,127",0,"12,732",307,"312,347","144,112"
Tanzania,"26,483",0,734,0,0,0,7,425,12,0,0
Haiti,"25,950",0,765,0,"23,064","2,121",0,"2,235",66,"132,422","11,408"
Benin,"24,935",0,161,0,"24,705",69,5,"1,980",13,"604,310","47,990"
Seychelles,"24,197",0,131,0,"23,742",324,0,"243,803","1,320",0,0
Burundi,"23,657",0,38,0,773,"22,846",0,"1,906",3,"345,742","27,851"
Channel Islands,"23,627",0,112,0,"20,939","2,576",0,"134,065",636,"1,123,134","6,372,934"
Bahamas,"23,539",0,713,0,"21,745","1,081",2,"59,024","1,788","180,017","451,390"
Somalia,"23,532",0,"1,333",0,"12,948","9,251",0,"1,422",81,"391,308","23,646"
Mauritius,"23,170",+65,762,0,"21,714",694,0,"18,174",598,"358,675","281,337"
Iceland,"22,087",0,37,0,"19,428","2,622",3,"64,109",107,"1,331,380","3,864,427"
Andorra,"21,730",0,139,0,"19,870","1,721",31,"280,575","1,795","235,283","3,037,948"
Mayotte,"21,391",0,185,0,"2,964","18,242",0,"75,708",655,"176,919","626,162"
