Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"17,463,220","+287,063","675,967","+6,426","10,930,772","5,856,481","66,380","2,240",86.7,0,0
China,"84,165",+105,"4,634",0,"78,957",574,6,58,3,"90,410,000","62,814"
USA,"4,634,985","+68,569","155,285","+1,465","2,284,965","2,194,735","18,783","13,996",469,"57,521,144","173,695"
Brazil,"2,613,789","+58,271","91,377","+1,189","1,824,095","698,317","8,318","12,290",430,"12,601,096","59,249"
India,"1,639,350","+54,966","35,786",+783,"1,059,093","544,471","8,944","1,187",26,"18,190,382","13,171"
Russia,"834,499","+5,509","13,802",+129,"629,655","191,042","2,300","5,718",95,"27,569,646","188,911"
South Africa,"482,169","+11,046","7,812",+315,"309,601","164,756",539,"8,122",132,"2,918,049","49,152"
Mexico,"408,449","+5,752","45,361",+485,"267,147","95,941","3,922","3,165",352,"953,514","7,389"
Peru,"407,492","+6,809","19,021",+205,"283,915","104,556","1,421","12,345",576,"2,318,254","70,234"
Chile,"353,536","+1,961","9,377",+99,"326,628","17,531","1,529","18,481",490,"1,601,118","83,699"
Spain,"332,510","+2,789","28,443",+2,0,0,617,"7,112",608,"6,678,414","142,835"
UK,"302,301",+846,"45,999",+38,0,0,87,"4,451",677,"15,738,735","231,741"
Iran,"301,530","+2,621","16,569",+226,"261,200","23,761","4,041","3,586",197,"2,431,804","28,924"
Colombia,"286,020","+9,965","9,810",+356,"148,695","127,515","1,493","5,616",193,"1,537,689","30,195"
Pakistan,"277,402","+1,114","5,924",+32,"246,131","25,347","1,179","1,254",27,"1,952,730","8,827"
Saudi Arabia,"274,219","+1,629","2,842",+26,"231,198","40,179","2,044","7,867",82,"3,289,692","94,381"
Italy,"247,158",+382,"35,132",+3,"199,796","12,230",47,"4,088",581,"6,752,169","111,691"
Bangladesh,"234,889","+2,695","3,083",+48,"132,960","98,846",1,"1,425",19,"1,164,195","7,063"
Turkey,"229,891",+967,"5,674",+15,"213,539","10,678","1,280","2,723",67,"4,754,331","56,324"
Germany,"209,653",+842,"9,221",+9,"192,000","8,432",261,"2,502",110,"8,006,135","95,532"
France,"186,573","+1,377","30,254",+16,"81,500","74,819",380,"2,858",463,"2,982,302","45,681"
Argentina,"185,373","+6,377","3,441",+153,"80,596","101,336","1,002","4,099",76,"690,823","15,274"
Iraq,"121,263","+2,963","4,671",+68,"85,546","31,046",446,"3,010",116,"983,335","24,407"
Canada,"115,799",+329,"8,929",+12,"100,862","6,008","2,240","3,066",236,"3,996,625","105,818"
Qatar,"110,460",+307,171,+2,"107,135","3,154",91,"39,340",61,"492,569","175,428"
Indonesia,"106,336","+1,904","5,058",+83,"64,292","36,986",0,388,18,"1,477,629","5,398"
Egypt,"93,757",+401,"4,774",+46,"38,236","50,747",41,915,47,"135,000","1,317"
Philippines,"89,291","+3,871","1,983",+23,"65,022","22,286",351,814,18,"1,462,755","13,335"
Kazakhstan,"87,664","+1,472",793,0,"57,815","29,056",221,"4,664",42,"2,079,540","110,647"
Ecuador,"84,370","+1,177","5,657",+34,"35,824","42,889",350,"4,776",320,"238,224","13,487"
Sweden,"80,100",+34,"5,739",+9,0,0,41,"7,927",568,"810,356","80,198"
Oman,"79,159",+590,421,+9,"61,421","17,317",187,"15,473",82,"305,651","59,745"
Bolivia,"73,534","+1,207","2,808",+88,"22,506","48,220",71,"6,293",240,"158,497","13,564"
Israel,"70,036","+1,737",500,+9,"43,489","26,047",328,"7,615",54,"1,651,766","179,587"
Ukraine,"68,794","+1,197","1,673",+23,"38,154","28,967",102,"1,574",38,"1,013,793","23,193"
Dominican Republic,"67,915","+1,733","1,146",+23,"35,302","31,467",284,"6,256",106,"255,356","23,521"
