Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"96,004,940","+476,355","2,048,996","+9,242","68,631,632","25,324,312","111,810","12,317",262.9,0,0
China,"88,336",+109,"4,635",0,"82,400","1,301",43,61,3,"160,000,000","111,163"
USA,"24,626,441","+142,087","408,623","+1,425","14,551,686","9,666,132","28,553","74,160","1,231","287,775,215","866,606"
India,"10,582,647","+9,975","152,593",+137,"10,227,852","202,202","8,944","7,627",110,"187,093,036","134,846"
Brazil,"8,512,238","+24,139","210,328",+460,"7,452,047","849,863","8,318","39,890",986,"28,600,000","134,026"
Russia,"3,591,066","+22,857","66,037",+471,"2,978,764","546,265","2,300","24,602",452,"97,000,000","664,524"
UK,"3,433,494","+37,535","89,860",+599,"1,546,575","1,797,059","3,789","50,431","1,320","64,676,986","949,980"
France,"2,914,725","+3,736","70,686",+403,"210,200","2,633,839","2,813","44,600","1,082","40,217,159","615,381"
Turkey,"2,392,963","+5,862","24,161",+164,"2,270,769","98,033","2,183","28,207",285,"27,523,423","324,426"
Italy,"2,390,101","+8,824","82,554",+377,"1,760,489","547,058","2,544","39,563","1,367","29,365,366","486,080"
Spain,"2,336,451","+33,800","53,769",+151,0,0,"3,287","49,962","1,150","30,165,217","645,041"
Germany,"2,059,314","+8,930","48,105",+665,"1,691,700","319,509","5,074","24,536",573,"36,353,196","433,128"
Colombia,"1,923,132","+14,719","49,004",+373,"1,754,222","119,906","3,482","37,575",957,"9,188,440","179,530"
Argentina,"1,807,428","+8,185","45,832",+425,"1,594,768","166,828","3,564","39,790","1,009","5,592,646","123,122"
Mexico,"1,641,428","+11,170","140,704",+463,"1,223,108","277,616","5,174","12,658","1,085","4,121,929","31,786"
Poland,"1,438,969","+3,326","33,407",+52,"1,187,719","217,843","1,616","38,044",883,"8,095,122","214,023"
South Africa,"1,346,936","+9,010","37,449",+344,"1,117,452","192,035",546,"22,555",627,"7,653,371","128,157"
Iran,"1,336,217","+5,806","56,886",+83,"1,125,499","153,832","4,348","15,798",673,"8,580,126","101,441"
Ukraine,"1,163,716","+3,034","20,869",+67,"871,196","271,651",177,"26,698",479,"5,934,439","136,148"
Peru,"1,068,802","+3,893","38,931",+60,"984,726","45,145","1,670","32,170","1,172","5,901,809","177,640"
Netherlands,"917,308","+4,754","13,056",+50,0,0,690,"53,469",761,"6,352,647","370,292"
Indonesia,"917,015","+9,086","26,282",+295,"745,935","144,798",0,"3,333",96,"8,363,327","30,400"
Czechia,"891,913","+2,635","14,572",+130,"749,874","127,467","1,081","83,201","1,359","5,482,779","511,456"
Canada,"715,072","+6,453","18,120",+106,"623,033","73,919",870,"18,855",478,"16,612,155","438,038"
Romania,"695,153","+1,509","17,271",+50,"625,449","52,433","1,084","36,269",901,"5,170,357","269,760"
Belgium,"678,839","+1,630","20,435",+39,"46,959","611,445",352,"58,433","1,759","7,602,778","654,429"
Chile,"673,750","+3,918","17,547",+70,"630,818","25,385","1,073","35,079",914,"7,324,967","381,381"
Iraq,"609,029",+797,"12,953",+9,"571,198","24,878",139,"14,959",318,"5,154,751","126,609"
Israel,"558,249","+9,917","4,044",+39,"473,572","80,633","1,166","60,695",440,"9,553,938","1,038,744"
Portugal,"556,503","+6,702","9,028",+167,"411,589","135,886",664,"54,665",887,"6,451,846","633,761"
Sweden,"533,265","+2,113","10,559",+2,0,0,338,"52,622","1,042","4,916,367","485,139"
Bangladesh,"528,329",+697,"7,922",+16,"473,173","47,234",0,"3,191",48,"3,470,160","20,956"
Pakistan,"521,211","+1,920","10,997",+46,"475,228","34,986","2,348","2,335",49,"7,405,571","33,174"
Philippines,"502,727","+2,154","9,909",+14,"465,925","26,893",727,"4,554",90,"7,340,099","66,498"
Switzerland,"499,931","+4,703","8,792",+110,"317,600","173,539",337,"57,533","1,012","4,026,690","463,400"
