Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"233,523,214","+427,578","4,778,173","+8,243","210,339,370","18,405,671","91,504","29,959",613.0,0,0
China,"96,081",+31,"4,636",0,"90,463",982,9,67,3,"160,000,000","111,163"
USA,"44,054,825","+105,633","711,222","+1,836","33,520,958","9,822,645","21,296","132,134","2,133","638,049,739","1,913,705"
India,"33,715,049","+21,901","447,781",+375,"32,978,557","288,711","8,944","24,137",321,"565,730,031","405,011"
Brazil,"21,381,790","+15,395","595,520",+818,"20,383,243","403,027","8,318","99,713","2,777","57,282,520","267,134"
UK,"7,734,572","+33,971","136,375",+167,"6,255,350","1,342,847",831,"113,197","1,996","301,307,653","4,409,694"
Russia,"7,464,708","+21,559","205,531",+852,"6,635,485","623,692","2,300","51,124","1,408","190,500,000","1,304,686"
Turkey,"7,095,580","+28,892","63,611",+239,"6,552,771","479,198",633,"83,024",744,"85,596,459","1,001,547"
France,"7,002,393","+6,765","116,615",+60,"6,750,301","135,477","1,609","106,984","1,782","139,307,228","2,128,362"
Iran,"5,559,691","+11,701","119,888",+239,"4,988,109","451,694","6,124","65,159","1,405","31,868,828","373,498"
Argentina,"5,253,765","+1,825","115,038",+84,"5,115,084","23,643","1,184","114,937","2,517","24,252,818","530,579"
Colombia,"4,954,376","+1,686","126,219",+41,"4,795,975","32,182",542,"96,098","2,448","25,449,549","493,636"
Spain,"4,953,930","+2,290","86,358",+60,"4,745,511","122,061",771,"105,905","1,846","64,557,887","1,380,113"
Italy,"4,665,049","+2,985","130,807",+65,"4,435,370","98,872",459,"77,298","2,167","91,861,354","1,522,107"
Germany,"4,218,482","+7,411","94,121",+86,"3,978,200","146,161","1,435","50,151","1,119","73,348,901","871,993"
Indonesia,"4,211,460","+2,057","141,709",+124,"4,031,099","38,652",0,"15,198",511,"38,587,786","139,251"
Mexico,"3,635,807","+3,007","275,676",+230,"2,991,723","368,408","4,798","27,837","2,111","10,568,982","80,919"
Poland,"2,904,632",+976,"75,601",+29,"2,662,115","166,916",168,"76,852","2,000","20,814,579","550,721"
South Africa,"2,898,888","+1,367","87,417",+201,"2,765,700","45,771",546,"48,126","1,451","17,603,913","292,251"
Philippines,"2,522,927","+13,808","37,974",+379,"2,352,993","131,960","3,170","22,650",341,"20,918,067","187,794"
Ukraine,"2,401,956","+6,552","55,863",+143,"2,248,071","98,022",177,"55,335","1,287","12,741,131","293,525"
Malaysia,"2,220,526","+11,332","25,935",+240,"2,020,099","174,492",985,"67,534",789,"29,820,166","906,940"
Peru,"2,174,219",+865,"199,329",+15,0,0,"1,021","64,823","5,943","17,817,252","531,208"
Netherlands,"1,999,592","+1,707","18,162",+8,"1,918,418","63,012",160,"116,378","1,057","17,349,702","1,009,764"
Iraq,"1,998,615","+2,401","22,187",+45,"1,904,022","72,406",516,"48,347",537,"15,173,926","367,058"
Japan,"1,695,908",+994,"17,511",+29,"1,642,974","35,423","1,062","13,460",139,"24,584,097","195,119"
Czechia,"1,690,288",+673,"30,454",0,"1,653,997","5,837",36,"157,476","2,837","38,023,749","3,542,484"
Chile,"1,652,795",+431,"37,449",+4,"1,608,584","6,762",389,"85,550","1,938","21,695,587","1,122,977"
Canada,"1,615,859","+3,428","27,754",+56,"1,543,328","44,777",776,"42,353",727,"43,124,516","1,130,318"
Thailand,"1,581,415","+9,489","16,498",+129,"1,448,206","116,711","3,324","22,586",236,"9,201,621","131,419"
Bangladesh,"1,553,873","+1,310","27,470",+31,"1,513,876","12,527","1,408","9,320",165,"9,676,123","58,037"
Israel,"1,274,972","+4,742","7,692",+8,"1,211,900","55,380",660,"136,712",825,"20,852,386","2,235,941"
Pakistan,"1,241,825","+1,400","27,638",+41,"1,164,219","49,968","4,015","5,490",122,"19,284,635","85,254"
Belgium,"1,238,358","+1,804","25,568",+5,"1,152,355","60,435",206,"106,277","2,194","19,891,142","1,707,070"
Romania,"1,210,810","+11,049","36,658",+208,"1,104,496","69,656","1,267","63,465","1,921","12,718,017","666,624"
Sweden,"1,152,027",+854,"14,814",0,"1,109,504","27,709",35,"113,195","1,456","12,605,062","1,238,536"
