Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"311,037,672","+2,171,182","5,512,402","+5,166","260,688,620","44,836,650","93,707","39,903",707.2,0,0
China,"103,776",+157,"4,636",0,"95,736","3,404",27,72,3,"160,000,000","111,163"
USA,"62,661,272","+673,837","861,336","+1,002","42,505,374","19,294,562","23,337","187,630","2,579","841,658,175","2,520,227"
India,"35,875,790","+167,348","484,213",+277,"34,570,131","821,446","8,944","25,613",346,"691,575,352","493,743"
Brazil,"22,558,695","+34,788","620,142",+111,"21,626,836","311,717","8,318","104,991","2,886","63,776,166","296,823"
UK,"14,617,314","+142,224","150,230",+77,"10,858,512","3,608,572",844,"213,611","2,195","423,634,719","6,190,811"
France,"12,205,114","+93,896","125,718",+280,"8,588,318","3,491,078","3,333","186,356","1,920","188,795,159","2,882,646"
Russia,"10,666,679","+15,830","316,904",+741,"9,706,802","642,973","2,300","73,045","2,170","243,500,000","1,667,467"
Turkey,"10,043,688","+65,236","83,843",+141,"9,354,863","604,982","1,128","117,166",978,"122,626,130","1,430,510"
Germany,"7,570,248","+38,618","114,887",+175,"6,745,100","710,261","3,212","89,916","1,365","89,622,218","1,064,494"
Italy,"7,554,344","+101,762","139,265",+227,"5,410,482","2,004,597","1,595","125,225","2,309","148,771,952","2,466,122"
Spain,"7,457,300","+97,464","90,136",+68,"5,183,042","2,184,122","2,005","159,404","1,927","66,213,858","1,415,359"
Argentina,"6,399,196","+88,352","117,543",+51,"5,613,991","667,662","1,967","139,636","2,565","29,458,499","642,808"
Iran,"6,208,337","+1,932","131,915",+37,"6,053,241","23,181","1,692","72,501","1,541","42,908,102","501,082"
Colombia,"5,357,767","+27,105","130,395",+57,"5,059,323","168,049",342,"103,613","2,522","30,473,966","589,332"
Indonesia,"4,266,649",+454,"144,136",+7,"4,116,202","6,311",0,"15,351",519,"65,795,475","236,733"
Poland,"4,220,980","+7,781","99,761",+19,"3,734,338","386,881","1,790","111,715","2,640","27,977,381","740,467"
Mexico,"4,125,388","+11,599","300,334",+31,"3,343,711","481,343","4,798","31,492","2,293","12,714,575","97,060"
Ukraine,"3,704,442","+1,969","97,325",+86,"3,514,786","92,331",177,"85,488","2,246","16,966,846","391,545"
South Africa,"3,528,463","+2,409","92,530",+77,"3,291,578","144,355",546,"58,372","1,531","21,570,563","356,845"
Netherlands,"3,371,037","+27,891","21,088",+8,"2,842,758","507,191",407,"196,074","1,227","21,107,399","1,227,697"
Philippines,"2,998,466","+33,105","52,292",+144,"2,788,475","157,699",899,"26,819",468,"25,833,069","231,059"
