Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"472,186,482","+1,101,642","6,105,104","+3,464","408,502,297","57,579,081","61,078","60,577",783.2,0,0
China,"132,226","+2,027","4,638",0,"106,200","21,388",39,92,3,"160,000,000","111,163"
USA,"81,448,402","+16,435","998,840",+232,"63,254,918","17,194,644","3,046","243,615","2,988","972,846,802","2,909,824"
India,"43,010,971","+1,581","516,574",+58,"42,470,515","23,882","8,944","30,650",368,"782,660,658","557,739"
Brazil,"29,641,848","+11,364","657,363",+102,"28,214,095","770,390","8,318","137,772","3,055","63,776,166","296,425"
France,"24,161,339","+24,179","141,085",+152,"22,641,676","1,378,578","1,695","368,756","2,153","246,629,975","3,764,122"
UK,"20,319,434","+55,476","163,679",+56,"18,663,840","1,491,915",292,"296,644","2,390","495,276,718","7,230,564"
Germany,"18,866,226","+182,939","127,541",+109,"14,680,700","4,057,985","2,494","223,949","1,514","104,701,826","1,242,848"
Russia,"17,611,401","+28,709","364,901",+409,"16,271,880","974,620","2,300","120,592","2,499","273,400,000","1,872,067"
Turkey,"14,708,850","+14,933","97,347",+80,"14,342,771","268,732",975,"171,241","1,133","150,962,444","1,757,514"
Italy,"13,895,188","+32,573","157,904",+119,"12,562,004","1,175,280",463,"230,399","2,618","195,930,717","3,248,763"
Spain,"11,324,637",0,"101,703",0,"10,571,203","651,731",682,"242,053","2,174","471,036,328","10,067,925"
S. Korea,"9,582,815","+209,169","12,757",+329,0,0,"1,130","186,636",248,"15,804,065","307,802"
Argentina,"9,011,367","+3,614","127,599",+105,"8,817,286","66,482",678,"196,296","2,780","35,099,441","764,576"
Vietnam,"8,089,761","+131,713","41,949",+69,"4,282,668","3,765,144","4,169","81,847",424,"83,048,614","840,227"
Netherlands,"7,543,318","+31,921","21,796",+3,"6,024,325","1,497,197",151,"438,567","1,267","21,107,399","1,227,181"
Iran,"7,142,287","+1,256","139,662",+52,"6,828,714","173,911","1,936","83,208","1,627","48,534,882","565,434"
