Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"29,718,139","+279,019","938,487","+6,001","21,531,185","7,248,467","60,912","3,813",120.4,0,0
China,"85,202",+8,"4,634",0,"80,426",142,2,59,3,"160,000,000","111,163"
USA,"6,788,147","+36,447","200,197","+1,197","4,068,086","2,519,864","14,165","20,483",604,"93,631,958","282,526"
India,"5,018,034","+91,120","82,091","+1,283","3,939,111","996,832","8,944","3,629",59,"58,312,273","42,169"
Brazil,"4,384,299","+34,755","133,207","+1,090","3,671,128","579,964","8,318","20,596",626,"14,505,652","68,141"
Russia,"1,073,849","+5,529","18,785",+150,"884,305","170,759","2,300","7,358",129,"41,122,307","281,760"
Peru,"738,020","+4,160","30,927",+115,"580,753","126,340","1,460","22,319",935,"3,567,927","107,901"
Colombia,"728,590","+6,698","23,288",+165,"607,978","97,324",863,"14,287",457,"3,213,298","63,011"
Mexico,"671,716","+3,335","71,049",+228,"475,795","124,872","2,747","5,198",550,"1,520,463","11,767"
South Africa,"651,521",+772,"15,641",+142,"583,126","52,754",539,"10,957",263,"3,940,217","66,263"
Spain,"603,167","+9,437","30,004",+156,0,0,"1,157","12,900",642,"10,756,835","230,050"
Argentina,"577,338","+11,892","11,852",+185,"438,883","126,603","3,049","12,750",262,"1,602,403","35,387"
Chile,"437,983","+1,536","12,040",+27,"409,944","15,999",905,"22,871",629,"2,887,903","150,801"
Iran,"407,353","+2,705","23,453",+140,"349,984","33,916","3,811","4,837",278,"3,613,891","42,913"
France,"395,104","+7,852","30,999",+49,"89,891","274,214",759,"6,050",475,"10,000,000","153,130"
UK,"374,228","+3,105","41,664",+27,0,0,106,"5,507",613,"20,292,025","298,584"
Bangladesh,"341,056","+1,724","4,802",+43,"245,594","90,660",0,"2,067",29,"1,756,746","10,645"
Saudi Arabia,"326,930",+672,"4,338",+33,"305,022","17,570","1,286","9,361",124,"5,817,955","166,583"
Pakistan,"302,424",+404,"6,389",+6,"290,261","5,774",563,"1,364",29,"2,995,890","13,509"
Iraq,"298,702","+4,224","8,166",+80,"233,346","57,190",570,"7,393",202,"1,948,531","48,225"
Turkey,"294,620","+1,742","7,186",+67,"261,260","26,174","1,327","3,485",85,"8,742,535","103,428"
Italy,"289,990","+1,229","35,633",+9,"214,645","39,712",201,"4,798",590,"9,943,944","164,518"
Philippines,"269,384","+3,521","4,663",+34,"207,334","57,387","1,048","2,452",42,"3,164,465","28,799"
Germany,"264,844","+1,623","9,445",+9,"239,100","16,299",237,"3,159",113,"13,436,301","160,260"
Indonesia,"225,030","+3,507","8,965",+124,"161,065","55,000",0,821,33,"2,715,346","9,906"
Israel,"164,402","+4,034","1,147",+11,"120,727","42,528",534,"17,874",125,"2,771,732","301,354"
Ukraine,"159,702","+2,905","3,264",+53,"70,810","85,628",177,"3,656",75,"1,897,688","43,448"
Canada,"138,803",+793,"9,188",+9,"121,840","7,775",55,"3,671",243,"6,292,160","166,410"
Bolivia,"127,619",+828,"7,394",+50,"85,198","35,027",71,"10,902",632,"275,394","23,526"
Qatar,"122,214",+239,208,+1,"119,144","2,862",55,"43,527",74,"700,414","249,453"
Ecuador,"119,553",+642,"10,963",+41,"97,063","11,527",375,"6,755",619,"357,820","20,218"
Kazakhstan,"106,920",+65,"1,671",+5,"100,836","4,413",221,"5,680",89,"2,571,562","136,617"
Romania,"105,298","+1,111","4,236",+51,"43,244","57,818",460,"5,481",221,"2,110,024","109,839"
Dominican Republic,"104,803",+693,"1,998",+14,"78,387","24,418",210,"9,641",184,"422,070","38,827"
Panama,"102,832",+628,"2,187",+14,"75,592","25,053",151,"23,756",505,"406,812","93,980"
Egypt,"101,340",+163,"5,679",+18,"85,745","9,916",41,986,55,"135,000","1,314"
Kuwait,"96,301",+829,568,+5,"86,219","9,514",84,"22,482",133,"684,204","159,728"
Belgium,"94,306",+851,"9,927",+2,"18,737","65,642",72,"8,130",856,"2,655,639","228,930"
Oman,"90,660",+438,797,+7,"84,113","5,750",184,"17,663",155,"309,212","60,244"
Morocco,"90,324","+2,121","1,648",+34,"71,047","17,629",263,"2,441",45,"2,274,042","61,459"
Sweden,"87,575",+188,"5,855",0,0,0,17,"8,660",579,"1,250,488","123,658"
Netherlands,"84,778","+1,379","6,258",+2,0,0,74,"4,945",365,"1,832,451","106,893"
Guatemala,"82,684",+512,"2,984",+12,"71,983","7,717",5,"4,598",166,"280,030","15,572"
UAE,"80,940",+674,401,+2,"70,635","9,904",0,"8,163",40,"8,278,380","834,923"
Japan,"75,958",+301,"1,451",+9,"67,831","6,676",174,601,11,"1,745,311","13,809"
Poland,"75,134",+605,"2,227",+24,"61,548","11,359",92,"1,986",59,"3,016,740","79,728"
Belarus,"74,552",+192,761,+5,"72,661","1,130",0,"7,890",81,"1,666,468","176,371"
Honduras,"68,620",+831,"2,087",+8,"18,487","48,046",26,"6,906",210,"161,483","16,251"
Ethiopia,"65,486",+700,"1,035",+13,"25,988","38,463",280,567,9,"1,157,292","10,017"
Portugal,"65,021",+425,"1,875",+4,"44,362","18,784",59,"6,381",184,"2,280,220","223,763"
Venezuela,"62,655","+1,086",502,+8,"50,361","11,792",154,"2,205",18,"1,864,663","65,614"
Bahrain,"61,643",+678,213,0,"54,831","6,599",34,"35,982",124,"1,276,075","744,862"
Costa Rica,"58,137",+776,633,+12,"21,536","35,968",249,"11,391",124,"186,456","36,533"
Singapore,"57,488",+34,27,0,"56,884",577,0,"9,810",5,"2,498,073","426,296"
Nepal,"56,788","+1,459",371,+11,"40,638","15,779",0,"1,942",13,"861,780","29,469"
Nigeria,"56,478",+90,"1,088",+5,"44,430","10,960",7,273,5,"443,987","2,143"
Algeria,"48,734",+238,"1,632",+12,"34,385","12,717",31,"1,107",37,0,0
Uzbekistan,"48,429",+593,402,+6,"44,942","3,085",243,"1,443",12,"1,377,915","41,047"
Switzerland,"47,751",+315,"2,028",+3,"39,900","5,823",25,"5,509",234,"1,203,997","138,904"
Armenia,"46,119",+150,920,+1,"41,941","3,258",0,"15,558",310,"243,704","82,210"
Ghana,"45,655",+54,294,0,"44,797",564,5,"1,463",9,"454,912","14,578"
Kyrgyzstan,"44,999",+71,"1,063",0,"41,103","2,833",24,"6,874",162,"267,718","40,896"
Moldova,"43,734",+527,"1,143",+14,"32,293","10,298",549,"10,847",283,"246,764","61,202"
Czechia,"38,896","+1,674",476,+11,"22,613","15,807",78,"3,631",44,"1,086,466","101,414"
Afghanistan,"38,815",+43,"1,426",+1,"32,098","5,291",93,993,36,"107,399","2,746"
Azerbaijan,"38,517",+114,566,+2,"35,998","1,953",0,"3,792",56,"1,020,029","100,414"
Kenya,"36,301",+96,634,+10,"23,364","12,303",44,672,12,"485,252","8,984"
Austria,"34,305",+764,757,0,"27,354","6,194",49,"3,804",84,"1,364,508","151,323"
Serbia,"32,511",+74,735,+2,"31,313",463,28,"3,724",84,"1,041,697","119,326"
Palestine,"32,250",+888,229,+3,"21,804","10,217",0,"6,292",45,"349,975","68,283"
Ireland,"31,549",+357,"1,787",+3,"23,364","6,398",13,"6,375",361,"981,286","198,271"
Paraguay,"29,298",+811,552,+13,"15,261","13,485",148,"4,097",77,"235,620","32,951"
El Salvador,"27,088",+79,792,+4,"19,450","6,846",98,"4,172",122,"352,379","54,270"
Australia,"26,739",+47,816,0,"23,652","2,271",17,"1,046",32,"7,076,539","276,847"
Lebanon,"25,449",+592,252,+6,"9,216","15,981",115,"3,732",37,"665,018","97,526"
Libya,"24,144",+629,383,+15,"13,252","10,509",0,"3,504",56,"164,112","23,817"
Bosnia and Herzegovina,"23,929",+294,725,+20,"16,701","6,503",0,"7,303",221,"213,546","65,176"
S. Korea,"22,391",+106,367,+4,"18,878","3,146",158,437,7,"2,164,578","42,212"
Denmark,"20,571",+334,633,0,"16,557","3,381",4,"3,549",109,"3,082,836","531,844"
Cameroon,"20,271",+43,415,0,"18,837","1,019",30,760,16,"149,000","5,585"
Ivory Coast,"19,100",+34,120,0,"18,228",752,0,720,5,"144,759","5,461"
Bulgaria,"18,216",+155,736,+7,"13,057","4,423",46,"2,626",106,"472,132","68,058"
North Macedonia,"15,925",+98,661,+9,"13,418","1,846",2,"7,644",317,"167,760","80,524"
Madagascar,"15,803",+34,214,+1,"14,452","1,137",29,568,8,"65,145","2,341"
Senegal,"14,529",+223,298,+1,"10,692","3,539",28,863,18,"160,330","9,525"
Hungary,"13,879",+726,646,+4,"4,130","9,103",17,"1,437",67,"557,864","57,779"
Zambia,"13,819",+99,324,+4,"12,590",905,0,748,18,"133,389","7,215"
Croatia,"13,749",+151,230,+3,"11,412","2,107",22,"3,354",56,"230,585","56,243"
Greece,"13,730",+310,313,+3,"3,804","9,613",67,"1,319",30,"1,144,549","109,925"
Sudan,"13,535",0,836,0,"6,759","5,940",0,307,19,0,0
Norway,"12,393",+117,265,0,"10,371","1,757",1,"2,282",49,"898,092","165,392"
Albania,"11,672",+152,340,+2,"6,668","4,664",18,"4,057",118,"71,177","24,739"
DRC,"10,401",+11,267,+3,"9,817",317,0,115,3,0,0
Guinea,"10,111",+50,63,0,"9,444",604,24,766,5,"28,140","2,131"
Malaysia,"9,969",+23,128,0,"9,209",632,14,307,4,"1,372,154","42,283"
Namibia,"9,901",+83,106,+3,"7,358","2,437",15,"3,882",42,"82,317","32,277"
French Guiana,"9,578",+26,64,+1,"9,202",312,8,"31,902",213,"60,440","201,310"
Maldives,"9,328",+85,33,0,"7,729","1,566",12,"17,195",61,"132,880","244,945"
Tajikistan,"9,129",+41,73,+1,"7,896","1,160",0,953,8,0,0
Finland,"8,725",+98,339,+2,"7,500",886,3,"1,574",61,"828,302","149,444"
Gabon,"8,654",0,53,0,"7,785",816,5,"3,870",24,"139,931","62,572"
Haiti,"8,530",+31,220,+1,"6,181","2,129",0,746,19,"25,752","2,253"
Tunisia,"7,623",+241,123,+6,"2,262","5,238",36,644,10,"179,035","15,116"
Zimbabwe,"7,576",+45,224,0,"5,783","1,569",0,508,15,"155,486","10,430"
Mauritania,"7,319",+24,161,0,"6,839",319,3,"1,566",34,"76,256","16,314"
Luxembourg,"7,284",+40,124,0,"6,555",605,1,"11,598",197,"748,149","1,191,195"
Montenegro,"7,061",+161,123,+2,"4,692","2,246",0,"11,242",196,"58,201","92,665"
Slovakia,"5,768",+188,38,0,"3,214","2,516",27,"1,056",7,"390,251","71,472"
Mozambique,"5,713",+231,37,+2,"3,181","2,495",0,182,1,"117,029","3,723"
Malawi,"5,701",+4,178,0,"3,762","1,761",4,296,9,"48,816","2,539"
Djibouti,"5,396",0,61,0,"5,331",4,0,"5,445",62,"72,143","72,801"
Eswatini,"5,128",+24,101,0,"4,401",626,11,"4,411",87,"31,426","27,029"
Uganda,"5,123",+145,58,+2,"2,333","2,732",0,111,1,"436,246","9,478"
Equatorial Guinea,"5,000",0,83,0,"4,496",421,0,"3,541",59,"56,704","40,157"
Hong Kong,"4,976",+4,102,+1,"4,646",228,18,663,14,"2,783,134","370,606"
Nicaragua,"4,961",+143,147,+3,"2,913","1,901",0,747,22,0,0
Congo,"4,934",0,88,0,"3,887",959,0,890,16,0,0
Cabo Verde,"4,904",+65,46,+1,"4,294",564,0,"8,801",83,"76,576","137,420"
Cuba,"4,803",+77,108,0,"4,119",576,16,424,10,"500,285","44,175"
CAR,"4,772",0,62,0,"1,828","2,882",2,985,13,"31,576","6,515"
Suriname,"4,625",+14,95,0,"3,996",534,7,"7,869",162,"12,100","20,588"
Rwanda,"4,624",+22,22,0,"2,767","1,835",0,355,2,"466,518","35,840"
Jamaica,"4,042",+109,46,+2,"1,163","2,833",8,"1,364",16,"68,491","23,109"
Slovenia,"3,831",+82,135,0,"2,789",907,10,"1,843",65,"186,588","89,749"
Jordan,"3,677",+149,26,0,"2,311","1,340",13,360,3,"1,004,323","98,230"
Syria,"3,614",+38,160,+3,871,"2,583",0,206,9,0,0
Angola,"3,569",+130,139,+3,"1,332","2,098",16,108,4,"65,951","1,994"
Myanmar,"3,502",+307,35,+3,832,"2,635",0,64,0.6,"191,696","3,518"
Thailand,"3,480",+5,58,0,"3,315",107,1,50,0.8,"749,213","10,728"
Gambia,"3,428",+23,105,+2,"1,737","1,586",0,"1,411",43,"14,410","5,930"
Lithuania,"3,397",+11,87,0,"2,094","1,216",0,"1,252",32,"700,140","257,973"
Somalia,"3,390",+1,98,0,"2,812",480,0,212,6,0,0
Mayotte,"3,374",0,40,0,"2,964",370,2,"12,308",146,"13,000","47,421"
Sri Lanka,"3,271",+9,13,0,"3,016",242,0,153,0.6,"257,477","12,014"
Trinidad and Tobago,"3,223",+82,56,+1,798,"2,369",10,"2,301",40,"27,883","19,910"
Aruba,"3,152",+92,22,+2,"1,610","1,520",11,"29,496",206,"26,399","247,041"
Guadeloupe,"3,080",0,24,0,837,"2,219",20,"7,697",60,"36,764","91,878"
Bahamas,"3,032",+58,69,+2,"1,482","1,481",65,"7,695",175,"15,510","39,363"
Mali,"2,940",+5,128,0,"2,302",510,0,144,6,"45,883","2,253"
Réunion,"2,902",+30,15,0,"1,313","1,574",0,"3,236",17,"35,419","39,502"
Estonia,"2,720",+23,64,0,"2,286",370,1,"2,050",48,"175,110","131,987"
South Sudan,"2,592",+5,49,0,"1,290","1,253",0,231,4,"12,044","1,073"
Georgia,"2,562",+170,19,0,"1,369","1,174",0,643,5,"490,207","122,935"
Botswana,"2,463",0,11,0,575,"1,877",1,"1,043",5,"150,407","63,697"
Malta,"2,454",+49,16,0,"1,931",507,2,"5,555",36,"218,692","495,012"
Guinea-Bissau,"2,275",0,39,0,"1,127","1,109",5,"1,151",20,0,0
Benin,"2,267",0,40,0,"1,942",285,0,186,3,"158,881","13,037"
Iceland,"2,174",+6,10,0,"2,102",62,0,"6,362",29,"238,049","696,647"
Sierra Leone,"2,126",+15,72,0,"1,640",414,0,265,9,0,0
Yemen,"2,016",+3,583,0,"1,219",214,0,67,19,0,0
