Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"53,076,770","+643,043","1,298,596","+9,669","37,203,780","14,574,394","95,683","6,809",166.6,0,0
China,"86,299",+15,"4,634",0,"81,252",413,3,60,3,"160,000,000","111,163"
USA,"10,873,936","+161,541","248,585","+1,190","6,728,120","3,897,231","19,261","32,781",749,"163,454,705","492,754"
India,"8,727,900","+43,861","128,686",+521,"8,113,345","485,869","8,944","6,302",93,"121,962,509","88,061"
Brazil,"5,783,647","+34,640","164,332",+926,"5,256,767","362,548","8,318","27,139",771,"21,900,000","102,762"
France,"1,898,710","+33,172","42,960",+425,"134,954","1,720,796","4,899","29,065",658,"18,528,562","283,629"
Russia,"1,858,568","+21,608","32,032",+439,"1,388,168","438,368","2,300","12,734",219,"66,710,463","457,054"
Spain,"1,484,868","+19,511","40,461",+356,0,0,"3,123","31,754",865,"19,394,289","414,749"
UK,"1,290,195","+33,470","50,928",+563,0,0,"1,268","18,969",749,"37,533,659","551,825"
Argentina,"1,284,519","+11,163","34,782",+251,"1,100,180","149,557","4,397","28,326",767,"3,377,749","74,485"
Colombia,"1,174,012","+8,686","33,491",+179,"1,081,691","58,830","2,376","22,983",656,"5,602,354","109,675"
Italy,"1,066,401","+37,978","43,589",+636,"387,758","635,054","3,170","17,647",721,"18,200,508","301,189"
Mexico,"986,177","+7,646","96,430",+588,"731,468","158,279","2,866","7,619",745,"2,558,441","19,767"
Peru,"930,237","+2,231","35,067",+36,"856,023","39,147",970,"28,070","1,058","4,740,666","143,053"
Germany,"749,638","+23,462","12,276",+194,"467,800","269,562","3,127","8,937",146,"25,010,416","298,159"
South Africa,"744,732","+2,338","20,076",+65,"690,903","33,753",546,"12,499",337,"5,063,457","84,983"
Iran,"726,585","+11,517","40,121",+457,"541,566","144,898","5,614","8,610",475,"5,384,988","63,814"
Poland,"641,496","+22,683","9,080",+275,"254,349","378,067","2,008","16,957",240,"5,449,885","144,058"
Chile,"526,438","+1,634","14,699",+66,"502,475","9,264",726,"27,452",767,"4,703,058","245,252"
Belgium,"515,391","+7,916","13,758",+197,"31,130","470,503","1,463","44,399","1,185","5,362,860","461,988"
Iraq,"511,806","+3,298","11,532",+50,"439,228","61,046",387,"12,622",284,"3,076,646","75,876"
Ukraine,"500,865","+11,057","9,145",+198,"227,694","264,026",177,"11,478",210,"3,782,099","86,674"
Indonesia,"452,291","+4,173","14,933",+97,"382,084","55,274",0,"1,647",54,"4,896,793","17,834"
Czechia,"446,675","+7,870","5,755",+185,"300,719","140,201","1,133","41,682",537,"2,696,937","251,666"
Netherlands,"430,453","+5,634","8,304",+89,0,0,635,"25,101",484,"3,711,716","216,441"
Bangladesh,"427,198","+1,845","6,140",+13,"344,868","76,190",0,"2,585",37,"2,501,800","15,136"
Turkey,"404,894","+2,841","11,233",+88,"346,794","46,867","3,230","4,782",133,"15,713,891","185,587"
Philippines,"402,820","+1,407","7,721",+11,"362,417","32,682","1,455","3,658",70,"5,175,995","47,006"
Saudi Arabia,"352,160",+311,"5,605",+15,"339,114","7,441",798,"10,058",160,"8,726,273","249,242"
Pakistan,"349,992","+1,808","7,055",+34,"320,849","22,088","1,164","1,573",32,"4,810,182","21,624"
Romania,"334,236","+10,142","8,510",+121,"224,916","100,810","1,152","17,417",443,"3,593,720","187,272"
Israel,"322,159",+833,"2,706",+6,"310,605","8,848",300,"35,026",294,"4,962,889","539,586"
Canada,"282,577","+5,516","10,768",+83,"226,775","45,034",294,"7,463",284,"10,097,037","266,669"
Morocco,"276,821","+6,195","4,570",+64,"226,040","46,211",967,"7,467",123,"3,576,692","96,484"
Switzerland,"250,396","+6,924","3,216",+103,"141,000","106,180",496,"28,855",371,"2,318,688","267,195"
