Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"491,564,931","+779,417","6,175,816","+1,897","426,472,445","58,916,670","55,693","63,063",792.3,0,0
China,"154,738","+1,506","4,638",0,"123,933","26,167",57,108,3,"160,000,000","111,163"
USA,"81,832,612","+6,241","1,008,198",+39,"65,676,514","15,147,900","1,822","244,714","3,015","985,099,239","2,945,866"
India,"43,029,044",+913,"521,388",+14,"42,495,089","12,567","8,944","30,653",371,"790,764,883","563,321"
Brazil,"29,999,816","+4,178","660,269",+77,"28,784,928","554,619","8,318","139,401","3,068","63,776,166","296,351"
France,"25,997,852","+102,266","142,506",+31,"23,390,522","2,464,824","1,486","396,754","2,175","254,106,036","3,877,920"
Germany,"21,646,375","+57,761","130,563",+34,"16,972,700","4,543,112","2,494","256,921","1,550","104,701,826","1,242,708"
UK,"21,216,874",0,"165,570",0,"19,075,703","1,975,601",356,"309,689","2,417","505,708,151","7,381,491"
Russia,"17,896,866","+16,828","369,708",+304,"16,965,027","562,131","2,300","122,544","2,531","273,400,000","1,872,038"
Turkey,"14,894,731","+9,021","98,157",+38,"14,570,521","226,053",975,"173,340","1,142","154,495,767","1,797,975"
Italy,"14,845,815","+53,588","159,784",+118,"13,402,015","1,284,016",489,"246,174","2,650","202,264,141","3,353,954"
S. Korea,"13,874,216","+234,301","17,235",+306,0,0,"1,128","270,208",336,"15,804,065","307,793"
Spain,"11,551,574",0,"102,541",0,"10,918,903","530,130",420,"246,900","2,192","471,036,328","10,067,787"
Vietnam,"9,818,328","+50,730","42,600",+37,"7,787,962","1,987,766","1,973","99,304",431,"84,572,527","855,376"
Argentina,"9,041,124",+484,"128,065",+6,"8,867,907","45,152",487,"196,881","2,789","35,455,227","772,079"
Netherlands,"7,910,315","+12,387","22,013",+7,"6,551,189","1,337,113",135,"459,869","1,280","21,107,399","1,227,086"
Iran,"7,167,646","+1,275","140,315",+38,"6,886,942","140,389","1,667","83,466","1,634","49,358,909","574,778"
Japan,"6,653,841","+47,377","28,248",+48,"6,164,792","460,801",518,"52,893",225,"43,717,117","347,517"
Colombia,"6,085,926",+308,"139,660",+10,"5,919,072","27,194",342,"117,416","2,694","33,971,965","655,422"
Indonesia,"6,019,981","+1,933","155,288",+47,"5,768,703","95,990","2,771","21,609",557,"92,326,680","331,411"
Poland,"5,969,621",+557,"115,345",+2,"5,333,558","520,718",268,"158,035","3,054","35,732,269","945,948"
Mexico,"5,665,376","+3,303","323,212",+85,"4,963,000","379,164","4,798","43,147","2,462","15,595,137","118,771"
Ukraine,"4,968,881",0,"107,980",0,0,0,177,"114,824","2,495","19,521,252","451,110"
Australia,"4,680,816","+47,538","6,384",+17,"4,170,493","503,939",103,"179,908",245,"66,861,156","2,569,827"
Malaysia,"4,246,467","+12,380","35,099",+30,"4,018,421","192,947",253,"128,324","1,061","56,788,636","1,716,092"
Israel,"3,943,153","+8,670","10,530",+15,"3,846,922","85,701",265,"422,813","1,129","41,373,364","4,436,346"
Austria,"3,887,355","+13,907","15,985",+28,"3,572,230","299,140",224,"427,353","1,757","176,843,630","19,441,142"
Belgium,"3,851,048",0,"30,826",0,"3,540,753","279,469",164,"329,772","2,640","32,872,543","2,814,930"
