Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"479,555,834","+1,588,746","6,142,430","+4,622","414,172,927","59,240,477","59,620","61,523",788.0,0,0
China,"140,651","+1,366","4,638",0,"109,119","26,894",50,98,3,"160,000,000","111,163"
USA,"81,600,890","+31,927","1,003,198",+692,"64,070,163","16,527,529","2,548","244,056","3,000","977,947,531","2,924,896"
India,"43,018,032","+1,660","520,885",+95,"42,480,436","16,711","8,944","30,652",371,"785,644,225","559,807"
Brazil,"29,802,257","+34,576","658,626",+259,"28,433,713","709,918","8,318","138,507","3,061","63,776,166","296,403"
France,"24,779,882","+143,571","141,564",+121,"22,870,555","1,767,763","1,564","378,187","2,161","254,106,036","3,878,130"
UK,"20,691,123","+39,925","164,454",+172,"18,783,177","1,743,492",302,"302,053","2,401","500,714,605","7,309,537"
Germany,"20,018,465","+276,746","128,757",+300,"15,518,700","4,371,008","2,494","237,618","1,528","104,701,826","1,242,805"
Russia,"17,715,390","+25,382","366,618",+398,"16,545,758","803,014","2,300","121,303","2,510","273,400,000","1,872,058"
Turkey,"14,775,634","+15,303","97,666",+68,"14,423,782","254,186",975,"171,999","1,137","152,146,925","1,771,100"
Italy,"14,229,495","+75,616","158,582",+146,"12,824,463","1,246,450",447,"235,946","2,630","198,135,632","3,285,376"
Spain,"11,451,676","+24,298","102,392",+113,"10,755,608","593,676",510,"244,767","2,189","471,036,328","10,067,882"
S. Korea,"11,162,232","+339,396","14,294",+392,0,0,"1,085","217,395",278,"15,804,065","307,799"
Argentina,"9,023,812","+2,572","127,846",+66,"8,831,906","64,060",607,"196,548","2,785","35,236,575","767,488"
Vietnam,"8,761,252","+108,979","42,196",+51,"5,001,564","3,717,492","3,889","88,632",427,"83,048,614","840,146"
Netherlands,"7,700,715","+34,989","21,871",+20,"6,171,925","1,506,919",156,"447,708","1,272","21,107,399","1,227,152"
Iran,"7,147,407","+1,530","139,917",+52,"6,846,230","161,260","1,707","83,256","1,630","48,991,010","570,670"
Japan,"6,238,879","+49,063","27,485",+129,"5,770,149","441,245",733,"49,590",218,"42,521,015","337,983"
Colombia,"6,082,943",+366,"139,544",+13,"5,915,963","27,436",342,"117,388","2,693","33,791,079","652,099"
Indonesia,"5,991,687","+4,857","154,463",+120,"5,691,220","146,004","2,771","21,513",555,"91,247,204","327,620"
Poland,"5,933,102","+8,236","114,736",+110,"5,277,322","541,044",358,"157,064","3,037","35,344,642","935,661"
Mexico,"5,643,963","+3,658","322,432",+155,"4,941,341","380,190","4,798","42,995","2,456","15,490,465","118,004"
Ukraine,"4,952,913","+3,630","107,811",+32,0,0,177,"114,438","2,491","19,521,252","451,043"
Australia,"4,180,842","+58,700","5,852",+28,"3,732,928","442,062",96,"160,737",225,"65,815,062","2,530,327"
Malaysia,"4,101,081","+21,839","34,717",+53,"3,819,299","247,065",291,"123,969","1,049","54,416,437","1,644,914"
