Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"98,060,191","+665,009","2,098,567","+16,649","70,462,193","25,499,431","111,300","12,580",269.2,0,0
China,"88,701",+144,"4,635",0,"82,468","1,598",68,62,3,"160,000,000","111,163"
USA,"25,196,086","+193,758","420,285","+4,363","15,100,991","9,674,810","27,653","75,872","1,266","293,562,574","883,992"
India,"10,626,200","+14,481","153,067",+161,"10,282,889","190,244","8,944","7,658",110,"189,347,782","136,460"
Brazil,"8,699,814","+59,946","214,228","+1,335","7,580,741","904,845","8,318","40,767","1,004","28,600,000","134,019"
Russia,"3,655,839","+21,887","67,832",+612,"3,054,218","533,789","2,300","25,045",465,"98,000,000","671,373"
UK,"3,543,646","+37,892","94,580","+1,290","1,586,707","1,862,359","3,953","52,047","1,389","66,546,047","977,391"
France,"2,987,965","+22,848","71,998",+346,"214,538","2,701,429","2,876","45,719","1,102","40,885,502","625,597"
Spain,"2,560,587","+44,357","55,041",+404,0,0,"3,734","54,754","1,177","30,165,217","645,039"
Italy,"2,428,221","+14,078","84,202",+521,"1,827,451","516,568","2,418","40,194","1,394","30,166,765","499,351"
Turkey,"2,412,505","+6,289","24,640",+153,"2,290,032","97,833","2,074","28,434",290,"28,032,559","330,399"
Germany,"2,108,895","+18,700","51,151",+855,"1,762,200","295,544","4,787","25,126",609,"37,449,922","446,183"
Colombia,"1,972,345","+15,366","50,187",+395,"1,801,134","121,024","3,482","38,534",981,"9,419,927","184,037"
Argentina,"1,843,077","+11,396","46,355",+139,"1,625,755","170,967","3,616","40,572","1,020","5,751,173","126,602"
Mexico,"1,688,944","+20,548","144,371","+1,539","1,264,780","279,793","5,652","13,023","1,113","4,244,955","32,732"
Poland,"1,457,808","+7,205","34,562",+420,"1,215,732","207,514","1,597","38,543",914,"8,238,988","217,828"
South Africa,"1,380,807","+11,381","39,501",+647,"1,183,443","157,863",546,"23,120",661,"7,820,613","130,944"
Iran,"1,354,520","+6,204","57,150",+93,"1,144,549","152,821","4,168","16,013",676,"8,634,553","102,074"
Ukraine,"1,177,621","+5,583","21,499",+241,"914,730","241,392",177,"27,018",493,"6,009,914","137,887"
Peru,"1,082,907","+4,232","39,274",+117,"997,285","46,348","1,727","32,591","1,182","5,989,114","180,247"
Indonesia,"951,651","+11,703","27,203",+346,"772,790","151,658",0,"3,459",99,"8,560,220","31,113"
Netherlands,"932,884","+5,774","13,337",+89,0,0,677,"54,376",777,"6,352,647","370,285"
Czechia,"917,412","+8,200","15,062",+130,"795,524","106,826","1,095","85,579","1,405","5,654,197","527,438"
Canada,"731,450","+5,955","18,622",+160,"645,729","67,099",868,"19,286",491,"16,895,320","445,472"
Romania,"703,776","+2,878","17,554",+69,"641,288","44,934","1,005","36,721",916,"5,244,752","273,657"
Chile,"685,107","+4,367","17,702",+108,"642,004","25,401","1,007","35,668",922,"7,465,412","388,667"
Belgium,"684,256","+3,006","20,572",+18,"47,515","616,169",336,"58,897","1,771","7,720,287","664,520"
