Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"238,331,040","+350,764","4,862,371","+5,528","215,462,472","18,006,197","82,773","30,576",623.8,0,0
China,"96,374",+17,"4,636",0,"90,972",766,1,67,3,"160,000,000","111,163"
USA,"45,179,209","+42,357","733,058",+581,"34,630,654","9,815,497","17,157","135,482","2,198","657,102,757","1,970,506"
India,"33,952,275","+17,940","450,621",+213,"33,264,296","237,358","8,944","24,300",323,"581,312,481","416,045"
Brazil,"21,567,181","+16,451","600,880",+387,"20,670,348","295,953","8,318","100,556","2,802","63,776,166","297,354"
UK,"8,120,713","+34,950","137,697",+133,"6,619,618","1,363,398",808,"118,830","2,015","311,519,071","4,558,427"
Russia,"7,746,718","+29,362","215,453",+968,"6,840,845","690,420","2,300","53,055","1,476","196,200,000","1,343,707"
Turkey,"7,416,182","+28,645","65,984",+206,"6,867,704","482,494",633,"86,748",772,"89,503,695","1,046,931"
France,"7,052,520","+4,734","117,044",+15,"6,838,304","97,172","1,200","107,743","1,788","146,046,715","2,231,182"
Iran,"5,691,634","+7,654","122,370",+173,"5,201,515","367,749","5,368","66,680","1,434","32,619,228","382,147"
Argentina,"5,265,528",+470,"115,458",+14,"5,131,279","18,791",971,"115,163","2,525","24,252,818","530,435"
Spain,"4,973,619",0,"86,778",0,"4,800,693","86,148",550,"106,324","1,855","65,473,038","1,399,660"
Colombia,"4,970,718","+1,587","126,585",+33,"4,813,675","30,458",342,"96,385","2,455","25,938,502","502,961"
Italy,"4,698,038","+2,748","131,274",+46,"4,481,462","85,302",367,"77,848","2,175","95,061,127","1,575,196"
Germany,"4,323,431","+6,932","95,016",+28,"4,082,100","146,315","1,336","51,393","1,129","73,348,901","871,909"
Indonesia,"4,227,038","+1,167","142,612",+52,"4,059,267","25,159",0,"15,249",514,"41,404,757","149,370"
Mexico,"3,714,392","+7,158","281,610",+489,"3,070,469","362,313","4,798","28,429","2,155","10,869,447","83,193"
Poland,"2,920,874","+2,012","75,864",+29,"2,667,431","177,579",214,"77,284","2,007","21,204,795","561,064"
South Africa,"2,911,497",+816,"88,292",+56,"2,790,653","32,552",546,"48,317","1,465","17,960,260","298,056"
Philippines,"2,654,450","+11,010","39,505",+273,"2,508,387","106,558","3,194","23,821",355,"21,657,259","194,353"
Ukraine,"2,529,913","+15,908","58,331",+250,"2,287,846","183,736",177,"58,294","1,344","13,217,913","304,564"
Malaysia,"2,332,221","+8,743","27,265",+74,"2,184,710","120,246",768,"70,905",829,"31,332,561","952,577"
Peru,"2,183,589",+564,"199,641",+26,0,0,917,"65,075","5,950","18,241,022","543,619"
Iraq,"2,022,109","+1,227","22,537",+28,"1,941,835","57,737",360,"48,883",545,"15,395,889","372,182"
Netherlands,"2,021,433","+2,501","18,204",+2,"1,945,745","57,484",132,"117,641","1,059","17,496,108","1,018,218"
Japan,"1,709,609",+827,"17,902",+46,"1,678,327","13,380",501,"13,570",142,"25,322,667","200,999"
Thailand,"1,700,067","+10,630","17,607",+73,"1,572,332","110,128","3,324","24,279",251,"9,201,621","131,409"
Czechia,"1,699,078","+1,019","30,499",+2,"1,658,114","10,465",67,"158,286","2,841","38,786,725","3,613,366"
Chile,"1,661,370",+998,"37,554",+12,"1,615,629","8,187",367,"85,972","1,943","22,325,502","1,155,287"
Canada,"1,657,262","+1,882","28,195",+9,"1,587,026","42,041",776,"43,426",739,"44,186,056","1,157,840"
Bangladesh,"1,561,878",+415,"27,674",+20,"1,523,134","11,070","1,428","9,365",166,"9,931,841","59,553"
Romania,"1,346,240","+14,019","39,209",+279,"1,172,139","134,892","1,593","70,578","2,056","13,428,429","704,002"
Israel,"1,304,550","+1,773","7,902",+17,"1,267,292","29,356",464,"139,883",847,"27,610,945","2,960,642"
Belgium,"1,261,102","+2,414","25,675",+10,"1,175,391","60,036",195,"108,214","2,203","20,397,783","1,750,323"
Pakistan,"1,257,188",+955,"28,087",+29,"1,185,749","43,352","2,644","5,555",124,"19,827,048","87,602"
Sweden,"1,157,822",0,"14,864",0,"1,121,661","21,297",29,"113,743","1,460","12,743,845","1,251,940"
Portugal,"1,074,813",+704,"18,034",+7,"1,026,795","29,984",55,"105,800","1,775","18,919,326","1,862,341"
Serbia,"1,000,365","+5,657","8,683",+52,"863,479","128,203",285,"115,082",999,"5,839,285","671,753"
Morocco,"938,801",+515,"14,442",+15,"917,169","7,190",347,"25,057",385,"9,804,658","261,695"
Cuba,"914,779","+3,442","7,812",+35,"888,833","18,134",320,"80,826",690,"9,925,461","876,976"
Kazakhstan,"902,061","+1,940","11,489",+30,"843,654","46,918",221,"47,323",603,"11,575,012","607,234"
Switzerland,"848,416",0,"11,133",0,"790,942","46,341",152,"97,128","1,275","11,112,913","1,272,224"
Vietnam,"836,134","+4,513","20,442",+105,"760,801","54,891",0,"8,493",208,"42,517,091","431,860"
Jordan,"832,399",+567,"10,802",+13,"807,994","13,603",451,"80,567","1,046","10,313,951","998,275"
Hungary,"827,410",0,"30,275",0,"788,014","9,121",100,"85,928","3,144","7,032,329","730,316"
Nepal,"801,633",+636,"11,221",+11,"775,072","15,340",0,"26,899",377,"4,279,701","143,607"
Austria,"759,543","+1,868","11,090",+6,"728,187","20,266",219,"83,727","1,222","90,079,511","9,929,732"
UAE,"737,655",+146,"2,113",+2,"730,922","4,620",0,"73,456",210,"86,668,966","8,630,548"
Tunisia,"709,456",0,"24,996",0,"681,539","2,921",205,"59,241","2,087","2,985,601","249,306"
Greece,"675,479","+2,162","15,105",+36,"633,331","27,043",331,"65,211","1,458","21,841,498","2,108,600"
Georgia,"631,563","+2,844","9,221",+29,"598,468","23,874",0,"158,707","2,317","9,248,902","2,324,178"
Lebanon,"629,561",+680,"8,382",+3,"602,715","18,464",200,"92,766","1,235","4,780,275","704,373"
Guatemala,"578,809","+1,991","13,986",+48,"544,963","19,860",5,"31,567",763,"2,671,803","145,714"
Belarus,"555,793","+1,998","4,275",+16,"531,186","20,332",0,"58,843",453,"8,817,406","933,516"
Saudi Arabia,"547,532",+35,"8,743",+4,"536,585","2,204",141,"15,423",246,"29,341,462","826,477"
Costa Rica,"544,021",0,"6,612",0,"454,977","82,432",419,"105,570","1,283","2,393,237","464,418"
Sri Lanka,"525,663",+726,"13,296",+29,"479,629","32,738",0,"24,418",618,"4,950,195","229,949"
Bulgaria,"520,241","+1,246","21,616",+30,"448,224","50,401",469,"75,596","3,141","4,961,010","720,878"
Ecuador,"511,699",0,"32,836",0,"443,880","34,983",759,"28,455","1,826","1,866,212","103,776"
Bolivia,"503,432",+410,"18,789",+9,"464,102","20,541",220,"42,394","1,582","2,436,950","205,215"
Azerbaijan,"491,147","+1,017","6,654",+16,"471,980","12,513",0,"47,892",649,"4,944,352","482,129"
Myanmar,"477,333","+1,448","18,104",+36,"430,172","29,057",0,"8,699",330,"4,488,825","81,804"
Panama,"468,963",+223,"7,264",+4,"459,011","2,688",49,"106,559","1,651","3,938,786","894,985"
Paraguay,"460,190",+19,"16,206",0,"443,730",254,11,"63,529","2,237","1,855,431","256,142"
Slovakia,"424,407","+1,793","12,729",+9,"395,079","16,599",167,"77,687","2,330","3,686,102","674,739"
Croatia,"416,950","+1,594","8,763",+11,"398,413","9,774",125,"102,368","2,151","2,904,282","713,047"
Palestine,"412,860",+467,"4,227",+11,"389,375","19,258",76,"78,614",805,"2,533,893","482,489"
Kuwait,"412,048",+32,"2,454",+1,"408,967",627,12,"94,708",564,"4,440,173","1,020,560"
Ireland,"401,773","+1,940","5,280",0,"356,948","39,545",74,"80,229","1,054","7,616,896","1,521,000"
Uruguay,"389,935",+118,"6,063",+1,"382,545","1,327",9,"111,760","1,738","3,650,312","1,046,225"
Venezuela,"382,266","+1,410","4,606",+14,"362,006","15,654",681,"13,492",163,"3,359,014","118,553"
Honduras,"369,030",0,"9,949",0,"111,930","247,151",350,"36,521",985,"1,055,246","104,433"
Dominican Republic,"365,063",+811,"4,067",+2,"353,098","7,898",195,"33,230",370,"2,102,907","191,416"
Denmark,"363,356",+618,"2,669",0,"354,012","6,675",17,"62,452",459,"84,252,274","14,480,996"
Ethiopia,"354,033",+608,"5,950",+29,"322,013","26,070",736,"2,986",50,"3,546,631","29,911"
Lithuania,"350,134","+2,537","5,212",+27,"316,525","28,397",206,"130,943","1,949","5,154,968","1,927,857"
Libya,"345,451",0,"4,757",0,"268,628","72,066",0,"49,422",681,"1,705,490","243,994"
S. Korea,"329,925","+1,949","2,560",+6,"294,929","32,436",384,"6,428",50,"14,925,875","290,809"
Mongolia,"323,322","+1,665","1,419",+15,"293,597","28,306",192,"96,650",424,"4,022,930","1,202,571"
Egypt,"311,576",+831,"17,658",+39,"262,654","31,264",90,"2,974",169,"3,693,367","35,248"
Moldova,"305,977","+1,299","6,980",+1,"286,951","12,046",252,"76,075","1,735","1,857,626","461,862"
Oman,"303,915",0,"4,101",0,"299,181",633,10,"57,656",778,"25,000,000","4,742,787"
Slovenia,"300,969",+883,"4,607",+5,"284,624","11,738",79,"144,745","2,216","1,618,621","778,445"
Bahrain,"275,597",+59,"1,390",0,"273,594",613,4,"155,144",782,"6,580,669","3,704,516"
Armenia,"271,205","+1,331","5,529",+30,"247,553","18,123",0,"91,306","1,861","1,797,516","605,166"
Kenya,"251,057",+159,"5,181",+2,"243,772","2,104",48,"4,542",94,"2,602,818","47,090"
Bosnia and Herzegovina,"240,094",0,"10,863",0,"192,218","37,013",0,"73,765","3,337","1,248,564","383,600"
Qatar,"237,359",+62,607,0,"235,758",994,13,"84,535",216,"2,713,874","966,546"
Zambia,"209,336",+21,"3,653",0,"205,417",266,19,"10,997",192,"2,502,680","131,471"
Nigeria,"207,618",+139,"2,745",+2,"195,132","9,741",11,977,13,"3,090,114","14,534"
Algeria,"204,490",+102,"5,850",+4,"140,155","58,485",13,"4,559",130,"230,861","5,147"
North Macedonia,"194,575",+344,"6,817",+18,"180,791","6,967",0,"93,399","3,272","1,319,879","633,563"
Norway,"193,275",+221,871,0,"88,952","103,452",13,"35,301",159,"7,938,975","1,450,017"
Botswana,"180,438",0,"2,376",0,"176,595","1,467",1,"74,814",985,"1,770,961","734,280"
Kyrgyzstan,"179,186",+66,"2,618",+2,"173,953","2,615",131,"26,902",393,"1,737,541","260,862"
Uzbekistan,"177,834",+451,"1,266",+3,"173,166","3,402",23,"5,217",37,"1,377,915","40,426"
Albania,"174,643",+475,"2,759",+6,"164,524","7,360",3,"60,771",960,"1,234,808","429,678"
Latvia,"169,917","+1,669","2,794",+7,"150,728","16,395",66,"91,370","1,502","4,537,156","2,439,780"
Estonia,"163,803","+1,068","1,394",+3,"149,321","13,088",27,"123,376","1,050","1,973,258","1,486,257"
Afghanistan,"155,466",+18,"7,221",0,"126,071","22,174","1,124","3,883",180,"764,673","19,098"
Mozambique,"150,963",+28,"1,922",+1,"147,850","1,191",32,"4,664",59,"917,233","28,341"
Finland,"145,679",0,"1,096",0,"46,000","98,583",28,"26,241",197,"7,187,505","1,294,658"
Montenegro,"135,010",+408,"1,983",+3,"127,502","5,525",0,"214,927","3,157","760,564","1,210,767"
Zimbabwe,"131,762",+57,"4,636",+2,"125,027","2,099",12,"8,704",306,"1,433,930","94,727"
Ghana,"128,368",0,"1,158",0,"124,514","2,696",42,"4,025",36,"1,781,277","55,848"
Namibia,"128,070",+23,"3,524",0,"123,459","1,087",11,"49,271","1,356","718,652","276,482"
Australia,"125,080","+2,528","1,421",+16,"96,234","27,425",296,"4,834",55,"39,567,927","1,529,163"
Uganda,"124,544",+107,"3,174",+2,"96,252","25,118",236,"2,618",67,"1,718,085","36,118"
Singapore,"124,157","+3,703",153,+11,"98,028","25,976",40,"21,012",26,"20,013,983","3,387,154"
Cyprus,"119,548",+134,558,0,"90,755","28,235",20,"98,109",458,"9,420,908","7,731,403"
Cambodia,"114,571",+220,"2,482",+23,"107,376","4,713",0,"6,734",146,"2,491,818","146,469"
El Salvador,"107,664",0,"3,368",+11,"89,968","14,328",339,"16,493",516,"1,309,644","200,626"
Rwanda,"98,599",+114,"1,304",+4,"45,498","51,797",2,"7,381",98,"2,925,569","218,996"
Cameroon,"95,399",0,"1,517",0,"80,433","13,449",152,"3,484",55,"1,751,774","63,973"
Jamaica,"85,905",+225,"1,995",+15,"54,094","29,816",33,"28,850",670,"614,262","206,295"
Maldives,"85,465",+71,234,+1,"83,809","1,422",23,"154,654",423,"1,524,400","2,758,491"
Luxembourg,"79,018",0,836,0,"76,920","1,262",7,"123,678","1,309","3,539,227","5,539,572"
Senegal,"73,835",+4,"1,868",+3,"71,921",46,6,"4,267",108,"813,740","47,029"
Malawi,"61,672",+9,"2,288",+1,"56,421","2,963",67,"3,122",116,"414,403","20,976"
Angola,"61,245",+222,"1,618",+5,"49,515","10,112",27,"1,793",47,"1,042,250","30,511"
Ivory Coast,"60,785",+94,659,+2,"58,817","1,309",0,"2,234",24,"1,042,339","38,313"
DRC,"57,126",0,"1,086",0,"30,858","25,182",0,614,12,"306,299","3,293"
Réunion,"53,963",0,369,0,"53,256",338,33,"59,731",408,"1,279,618","1,416,401"
Guadeloupe,"53,734",0,721,0,"2,250","50,763",23,"134,264","1,802","467,423","1,167,941"
Trinidad and Tobago,"52,480",+217,"1,540",+4,"46,640","4,300",22,"37,346","1,096","360,283","256,384"
Fiji,"51,483",+57,653,0,"47,615","3,215",6,"56,906",722,"421,449","465,845"
Eswatini,"46,273",+18,"1,227",0,"44,592",454,10,"39,367","1,044","355,946","302,825"
Suriname,"44,270",+234,960,+7,"27,003","16,307",20,"74,616","1,618","135,391","228,197"
Madagascar,"42,898",0,958,0,"41,322",618,3,"1,500",34,"249,510","8,726"
French Guiana,"42,543",0,286,0,"9,995","32,262",24,"137,908",927,"407,249","1,320,141"
Martinique,"41,129",0,608,0,104,"40,417",1,"109,708","1,622","359,082","957,820"
French Polynesia,"40,178",0,626,0,"33,500","6,052",21,"141,986","2,212","26,355","93,137"
Sudan,"38,824",+192,"2,928",+19,"32,395","3,501",0,860,65,"238,579","5,285"
Cabo Verde,"37,870",+25,346,0,"37,036",488,23,"67,186",614,"209,870","372,338"
Malta,"37,323",+16,459,0,"36,205",659,1,"84,243","1,036","1,211,456","2,734,429"
Syria,"36,713",+260,"2,332",+10,"24,435","9,946",0,"2,035",129,"103,566","5,741"
Mauritania,"36,387",+39,784,+1,"35,129",474,22,"7,574",163,"475,809","99,035"
Guyana,"33,566",+229,835,+7,"28,935","3,796",29,"42,415","1,055","331,225","418,544"
Gabon,"32,135",+551,201,+4,"27,333","4,601",24,"14,019",88,"1,245,868","543,504"
Guinea,"30,501",0,383,0,"29,069","1,049",24,"2,245",28,"560,520","41,263"
Laos,"28,032",+425,24,0,"6,558","21,450",0,"3,783",3,"518,530","69,981"
Tanzania,"25,957",0,723,0,0,0,7,419,12,0,0
Togo,"25,760",+29,235,0,"24,350","1,175",0,"3,022",28,"525,523","61,648"
Benin,"24,335",0,159,0,"23,257",919,5,"1,943",13,"604,310","48,247"
Papua New Guinea,"22,413",0,245,0,"19,017","3,151",7,"2,446",27,"194,839","21,266"
Haiti,"22,382",+28,636,+2,"19,820","1,926",0,"1,933",55,"120,507","10,407"
Belize,"22,187",0,427,0,"19,182","2,578",10,"54,542","1,050","273,692","672,819"
Seychelles,"21,638",0,118,0,"21,242",278,0,"218,299","1,190","21,504","216,947"
Bahamas,"21,580",0,590,0,"19,683","1,307",15,"54,219","1,482","149,289","375,083"
Lesotho,"21,455",+22,652,+1,"11,754","9,049",0,"9,915",301,"221,548","102,387"
Somalia,"20,900",0,"1,152",0,"9,815","9,933",0,"1,270",70,"234,593","14,257"
Mayotte,"20,385",0,180,0,"2,964","17,241",0,"72,504",640,"176,919","629,256"
Timor-Leste,"19,661",+10,119,0,"19,295",247,0,"14,561",88,"169,501","125,529"
Burundi,"19,041",+69,38,0,773,"18,230",0,"1,543",3,"345,742","28,020"
Tajikistan,"17,084",0,124,0,"16,960",0,0,"1,742",13,0,0
Curaçao,"16,777",+35,168,0,"16,285",324,4,"101,712","1,019","290,931","1,763,795"
Taiwan,"16,287",+4,846,+1,"15,290",151,0,682,35,"6,636,587","278,012"
Mauritius,"16,189",0,106,0,"1,854","14,229",0,"12,703",83,"358,675","281,435"
Aruba,"15,626",+21,169,0,"15,291",166,7,"145,572","1,574","177,885","1,657,180"
Mali,"15,450",+35,553,0,"14,373",524,0,736,26,"430,420","20,507"
Andorra,"15,291",0,130,0,"15,064",97,4,"197,502","1,679","193,595","2,500,517"
Nicaragua,"15,134",0,205,0,"4,225","10,704",0,"2,251",30,0,0
Congo,"14,833",0,206,0,"12,421","2,206",0,"2,607",36,"188,207","33,076"
Burkina Faso,"14,458",+24,195,0,"14,012",251,0,668,9,"219,242","10,136"
Djibouti,"13,179",0,174,0,"12,662",343,0,"13,097",173,"225,703","224,305"
Equatorial Guinea,"12,657",0,154,0,"11,601",902,1,"8,661",105,"195,087","133,502"
