Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"174,367,712","+312,260","3,751,873","+7,902","157,894,831","12,721,008","86,530","22,370",481.3,0,0
China,"91,267",+19,"4,636",0,"86,228",403,10,63,3,"160,000,000","111,163"
USA,"34,227,237","+12,283","612,701",+312,"28,177,659","5,436,877","5,186","102,842","1,841","489,733,608","1,471,500"
India,"28,996,949","+87,345","351,344","+2,115","27,336,799","1,308,806","8,944","20,822",252,"366,334,111","263,050"
Brazil,"16,985,812","+38,750","474,614","+1,119","15,408,401","1,102,797","8,318","79,385","2,218","50,028,915","233,815"
France,"5,713,917","+1,164","110,062",+64,"5,425,261","178,594","2,472","87,358","1,683","87,363,010","1,335,656"
Turkey,"5,293,627","+5,647","48,255",+91,"5,167,350","78,022","1,060","62,143",566,"55,673,616","653,568"
Russia,"5,135,866","+9,429","124,117",+330,"4,743,202","268,547","2,300","35,179",850,"140,600,000","963,061"
UK,"4,522,476","+5,683","127,841",+1,"4,277,098","117,537",134,"66,294","1,874","189,171,158","2,773,015"
Italy,"4,233,698","+1,273","126,588",+65,"3,918,657","188,453",759,"70,119","2,097","67,412,074","1,116,486"
Argentina,"3,977,634","+22,195","81,946",+732,"3,560,148","335,540","7,827","87,263","1,798","14,639,773","321,173"
Germany,"3,710,341","+1,562","89,965",+114,"3,542,700","77,676","1,796","44,153","1,071","61,380,686","730,427"
Spain,"3,707,523","+3,122","80,236",+14,"3,490,978","136,309","1,124","79,269","1,715","51,240,666","1,095,549"
Colombia,"3,593,016","+21,949","92,496",+535,"3,340,543","159,977","6,582","69,919","1,800","17,625,675","342,992"
Iran,"2,971,270","+4,907","81,183",+120,"2,565,972","324,115","3,687","34,959",955,"20,812,819","244,875"
Poland,"2,875,329",+195,"74,160",+8,"2,645,877","155,292",463,"76,051","1,961","16,292,058","430,917"
Mexico,"2,433,681","+1,401","228,804",+50,"1,939,596","265,281","4,798","18,693","1,757","7,131,367","54,775"
Ukraine,"2,215,052",+535,"51,215",+33,"2,094,971","68,866",177,"50,935","1,178","10,346,878","237,925"
Peru,"1,984,999","+1,429","186,757",+246,0,0,"2,642","59,433","5,592","13,188,675","394,880"
Indonesia,"1,863,031","+6,993","51,803",+191,"1,711,565","99,663",0,"6,745",188,"17,320,620","62,707"
South Africa,"1,699,849","+3,285","57,063",+89,"1,581,540","61,246",546,"28,329",951,"11,899,793","198,314"
Netherlands,"1,664,427","+1,377","17,681",+3,"1,535,791","110,955",345,"96,937","1,030","14,248,931","829,861"
Czechia,"1,663,612",+94,"30,191",+4,"1,627,079","6,342",45,"155,079","2,814","25,703,379","2,396,021"
Chile,"1,434,884","+6,928","30,058",+121,"1,355,224","49,602","3,247","74,466","1,560","15,284,313","793,203"
Canada,"1,394,146","+1,583","25,761",+37,"1,345,523","22,862",873,"36,639",677,"35,317,305","928,170"
Philippines,"1,275,996","+6,531","21,969",+71,"1,195,135","58,892","1,704","11,502",198,"13,752,347","123,964"
Iraq,"1,229,121","+4,129","16,566",+28,"1,146,745","65,810",435,"29,935",403,"10,719,740","261,075"
Romania,"1,078,952",+89,"30,878",+63,"1,043,171","4,903",315,"56,437","1,615","9,229,046","482,750"
Sweden,"1,078,062",0,"14,485",0,"1,002,915","60,662",150,"106,130","1,426","10,239,089","1,007,985"
Belgium,"1,070,802",+928,"25,033",+14,"985,968","59,801",330,"92,020","2,151","14,255,140","1,225,018"
Pakistan,"933,630","+1,490","21,323",+58,"864,931","47,376","3,205","4,152",95,"13,572,884","60,357"
Portugal,"853,034",+388,"17,036",+2,"812,174","23,824",59,"83,886","1,675","11,966,284","1,176,750"
Israel,"839,585",+14,"6,418",0,"832,981",186,34,"90,026",688,"14,739,061","1,580,427"
Bangladesh,"812,960","+1,970","12,869",+30,"753,240","46,851","1,202","4,891",77,"6,067,042","36,501"
Hungary,"806,089",+81,"29,866",+12,"717,254","58,969",67,"83,641","3,099","5,916,866","613,946"
Japan,"762,401","+2,078","13,574",+51,"706,644","42,183","1,120","6,045",108,"14,964,722","118,660"
Jordan,"740,502",+655,"9,541",+11,"721,895","9,066",540,"71,911",927,"7,429,181","721,456"
Serbia,"713,840",+162,"6,924",+7,"701,411","5,505",28,"82,008",795,"4,220,000","484,808"
Switzerland,"698,369","+1,077","10,841",+9,"659,808","27,720",107,"80,147","1,244","7,857,449","901,744"
Austria,"647,079",+279,"10,640",+1,"631,294","5,145",146,"71,466","1,175","45,570,994","5,033,067"
Malaysia,"622,086","+5,271","3,460",+82,"534,357","84,269",902,"18,994",106,"12,752,267","389,359"
Nepal,"591,494","+3,370","7,990",+92,"497,960","85,544",0,"19,967",270,"3,155,064","106,505"
UAE,"585,039","+1,968","1,702",+3,"564,509","18,828",0,"58,494",170,"51,923,942","5,191,543"
Lebanon,"541,628",+71,"7,769",+6,"524,500","9,359",90,"79,688","1,143","4,513,473","664,051"
Morocco,"521,530",+104,"9,181",+3,"509,277","3,072",101,"13,975",246,"6,568,573","176,017"
Saudi Arabia,"458,707","+1,161","7,471",+15,"441,860","9,376","1,579","12,988",212,"19,836,639","561,657"
Ecuador,"432,739",+386,"20,814",+5,"398,645","13,280",489,"24,186","1,163","1,447,041","80,875"
Bulgaria,"419,681",+208,"17,854",+34,"386,693","15,134",277,"60,828","2,588","2,918,130","422,947"
Greece,"410,166",+798,"12,301",+24,"382,817","15,048",392,"39,532","1,186","9,812,468","945,738"
Belarus,"400,422",+570,"2,919",+9,"392,744","4,759",0,"42,389",309,"6,438,423","681,573"
Kazakhstan,"395,064",+989,"4,076",+19,"367,285","23,703",221,"20,808",215,"11,575,012","609,667"
Slovakia,"390,451",+15,"12,414",+10,"376,450","1,587",59,"71,484","2,273","2,863,317","524,214"
Bolivia,"387,162","+1,428","15,024",+43,"306,819","65,319",200,"32,752","1,271","1,550,511","131,164"
Panama,"382,851",+376,"6,404",+2,"368,653","7,794",105,"87,450","1,463","2,727,936","623,112"
Paraguay,"375,996","+2,831","10,005",+131,"309,120","56,871",587,"52,120","1,387","1,358,072","188,253"
Croatia,"357,608",+43,"8,091",+5,"348,274","1,243",49,"87,615","1,982","2,047,218","501,573"
Tunisia,"356,750","+1,018","13,027",+47,"312,979","30,744",424,"29,894","1,092","1,519,696","127,344"
Georgia,"349,405",+307,"4,934",+24,"334,519","9,952",0,"87,746","1,239","5,158,150","1,295,362"
