Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"470,789,101","+1,116,859","6,100,575","+2,921","407,055,018","57,633,508","62,166","60,398",782.6,0,0
China,"130,199","+1,737","4,638",0,"105,575","19,986",35,90,3,"160,000,000","111,163"
USA,"81,410,101","+5,966","997,933",+88,"63,006,762","17,405,406","3,129","243,505","2,985","971,606,364","2,906,160"
India,"43,009,390","+1,549","516,516",+6,"42,467,774","25,100","8,944","30,650",368,"782,660,658","557,754"
Brazil,"29,630,484","+13,218","657,261",+104,"28,187,353","785,870","8,318","137,722","3,055","63,776,166","296,431"
France,"24,137,160","+81,283","140,933",+30,"22,561,912","1,434,315","1,695","368,389","2,151","246,629,975","3,764,144"
UK,"20,093,762",0,"163,511",0,"18,541,447","1,388,804",292,"293,354","2,387","495,276,718","7,230,667"
Germany,"18,683,287","+90,525","127,432",+24,"14,528,800","4,027,055","2,494","221,779","1,513","104,701,826","1,242,859"
Russia,"17,582,692","+31,035","364,492",+434,"16,209,942","1,008,258","2,300","120,395","2,496","273,400,000","1,872,069"
Turkey,"14,693,917","+13,081","97,267",+85,"14,324,234","272,416",975,"171,072","1,132","150,681,202","1,754,291"
Italy,"13,861,743","+60,415","157,785",+93,"12,531,134","1,172,824",467,"229,843","2,616","195,712,501","3,245,132"
Spain,"11,324,637",0,"101,703",0,"10,571,203","651,731",682,"242,053","2,174","471,036,328","10,067,936"
S. Korea,"9,373,646","+334,708","12,428",+327,0,0,"1,634","182,563",242,"15,804,065","307,803"
Argentina,"9,007,753","+1,227","127,494",+11,"8,812,506","67,753",689,"196,222","2,777","35,069,347","763,940"
Vietnam,"7,958,048","+141,151","41,880",+63,"4,103,028","3,813,140","3,968","80,516",424,"82,862,859","838,368"
Netherlands,"7,511,397","+34,823","21,793",+8,"5,990,736","1,498,868",150,"436,714","1,267","21,107,399","1,227,189"
Iran,"7,141,033","+1,816","139,610",+60,"6,822,521","178,902","2,011","83,196","1,627","48,534,882","565,454"
Colombia,"6,081,131",+542,"139,452",+18,"5,913,303","28,376",342,"117,370","2,692","33,683,396","650,114"
Japan,"6,061,939","+45,733","27,045",+126,"5,516,590","518,304",955,"48,182",215,"41,957,723","333,492"
Indonesia,"5,962,483","+5,922","153,738",+139,"5,589,057","219,688","2,771","21,411",552,"90,365,359","324,500"
Poland,"5,891,139","+5,695","114,218",+12,"5,231,888","545,033",413,"155,951","3,024","35,024,470","927,171"
Mexico,"5,633,928","+4,114","322,072",+141,"4,927,029","384,827","4,798","42,924","2,454","15,445,738","117,680"
Ukraine,"4,928,032",0,"107,477",0,0,0,177,"113,854","2,483","19,521,252","451,006"
Malaysia,"3,993,124","+19,105","34,400",+71,"3,684,665","274,059",371,"120,726","1,040","53,582,845","1,619,993"
Australia,"3,903,113","+40,001","5,730",+9,"3,526,875","370,508",85,"150,082",220,"65,296,772","2,510,791"
Israel,"3,772,758","+13,803","10,431",+12,"3,711,564","50,763",327,"404,542","1,118","41,373,364","4,436,346"
Czechia,"3,737,899","+4,785","39,369",+12,"3,626,535","71,995",115,"347,938","3,665","54,373,813","5,061,323"
Belgium,"3,707,561",0,"30,529",0,"3,442,486","234,546",181,"317,537","2,615","32,372,165","2,772,539"
South Africa,"3,704,218",+889,"99,881",+2,"3,589,451","14,886",546,"61,137","1,649","23,585,561","389,272"
