Country_Other,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical,tot_cases_per1M_pop,Deaths_per_1M_Pop,Total_Tests,Tests_per_1M_Pop
World,"38,348,041","+313,199","1,090,248","+5,012","28,841,127","8,416,666","69,973","4,920",139.9,0,0
China,"85,591",+13,"4,634",0,"80,729",228,1,59,3,"160,000,000","111,163"
USA,"8,090,253","+51,534","220,873",+843,"5,226,427","2,642,953","15,079","24,401",666,"120,523,572","363,507"
India,"7,237,082","+63,517","110,617",+723,"6,298,705","827,760","8,944","5,230",80,"88,945,107","64,273"
Brazil,"5,114,823","+11,415","151,063",+354,"4,526,975","436,785","8,318","24,014",709,"17,900,000","84,041"
Russia,"1,326,178","+13,868","22,966",+244,"1,031,785","271,427","2,300","9,086",157,"51,364,269","351,925"
Spain,"925,341","+7,118","33,204",+80,0,0,"1,595","19,789",710,"14,590,713","312,034"
Colombia,"924,098","+5,015","28,141",+156,"806,703","89,254","2,220","18,106",551,"4,234,813","82,975"
Argentina,"917,035","+13,305","24,572",+386,"742,235","150,228","4,294","20,237",542,"2,260,058","49,876"
Peru,"853,974","+2,803","33,419",+62,"753,959","66,596","1,173","25,799","1,010","4,111,951","124,222"
Mexico,"821,045","+3,542","83,945",+164,"597,991","139,109","2,379","6,349",649,"2,093,408","16,188"
France,"756,472","+12,993","32,942",+117,"102,680","620,850","1,642","11,582",504,"12,679,122","194,122"
South Africa,"694,537","+1,178","18,028",+165,"625,574","50,935",546,"11,669",303,"4,433,952","74,495"
UK,"634,920","+17,234","43,018",+143,0,0,507,"9,339",633,"28,055,923","412,659"
Iran,"508,389","+4,108","29,070",+254,"411,840","67,479","4,570","6,031",345,"4,369,622","51,836"
Chile,"484,280","+1,392","13,396",+17,"456,499","14,385",778,"25,272",699,"3,754,762","195,938"
Iraq,"409,358","+3,921","9,970",+58,"344,208","55,180",501,"10,114",246,"2,528,214","62,465"
Bangladesh,"381,275","+1,537","5,577",+22,"295,873","79,825",0,"2,309",34,"2,098,037","12,703"
Italy,"365,467","+5,901","36,246",+41,"242,028","87,193",514,"6,047",600,"12,762,699","211,177"
Philippines,"344,626","+1,903","6,371",+39,"293,281","44,974","1,758","3,133",58,"4,196,720","38,154"
Indonesia,"340,622","+3,906","12,027",+92,"263,296","65,299",0,"1,242",44,"3,852,511","14,043"
Saudi Arabia,"340,089",+474,"5,087",+19,"326,339","8,663",839,"9,726",145,"7,109,978","203,336"
Turkey,"338,779","+1,632","8,957",+62,"296,972","32,850","1,416","4,005",106,"11,846,342","140,033"
Germany,"335,679","+4,585","9,740",+19,"279,100","46,839",618,"4,003",116,"18,129,900","216,190"
Pakistan,"319,848",+531,"6,588",+8,"304,609","8,651",516,"1,440",30,"3,914,818","17,627"
Israel,"296,652","+2,621","2,055",+34,"245,811","48,786",807,"32,253",223,"3,992,799","434,114"
Ukraine,"270,587","+5,133","5,122",+107,"116,562","148,903",177,"6,198",117,"2,630,988","60,265"
Netherlands,"188,876","+7,378","6,631",+35,0,0,297,"11,016",387,"2,872,319","167,523"
Canada,"186,881","+4,042","9,654",+27,"157,486","19,741",172,"4,939",255,"8,269,676","218,564"
Belgium,"165,880","+3,622","10,211",+20,"20,325","135,344",267,"14,295",880,"3,735,582","321,919"
Romania,"160,461","+3,109","5,535",+68,"120,515","34,411",651,"8,357",288,"2,709,306","141,107"
Morocco,"156,946","+3,185","2,685",+49,"131,462","22,799",535,"4,238",72,"2,922,011","78,899"
Ecuador,"148,171",+856,"12,235",+17,"128,134","7,802",373,"8,362",691,"471,362","26,603"
Bolivia,"138,695",+121,"8,326",+18,"101,523","28,846",71,"11,836",711,"315,368","26,913"
Poland,"135,278","+5,068","3,101",+63,"82,004","50,173",421,"3,576",82,"3,726,959","98,507"
Czechia,"129,747","+8,326","1,106",+55,"59,901","68,740",467,"12,109",103,"1,625,524","151,710"
Qatar,"128,405",+214,220,0,"125,373","2,812",56,"45,731",78,"843,565","300,436"
Panama,"121,296",+494,"2,511",+9,"97,297","21,488",121,"27,988",579,"553,942","127,816"
Dominican Republic,"119,008",+165,"2,183",+4,"94,941","21,884",158,"10,939",201,"523,637","48,134"
Nepal,"115,358","+3,556",663,+18,"78,780","35,915",0,"3,939",23,"1,207,091","41,220"
Kuwait,"112,737",+844,672,+8,"104,508","7,557",143,"26,289",157,"796,760","185,794"
Kazakhstan,"108,901",+70,"1,768",+3,"104,203","2,930",221,"5,780",94,"3,045,439","161,644"
UAE,"108,608","+1,315",448,+2,"100,007","8,153",0,"10,944",45,"11,113,555","1,119,835"
Oman,"107,213",+638,"1,053",+7,"93,557","12,603",210,"20,848",205,"376,700","73,250"
Egypt,"104,787",+139,"6,071",+9,"97,841",875,41,"1,019",59,"135,000","1,312"
Sweden,"100,654",0,"5,899",+6,0,0,25,"9,949",583,"1,789,328","176,859"
Guatemala,"98,380",+554,"3,410",+23,"87,744","7,226",5,"5,463",189,"368,058","20,438"
Costa Rica,"90,238","+1,015","1,124",+16,"53,670","35,444",201,"17,668",220,"264,549","51,798"
Japan,"89,673",+326,"1,634",+5,"82,621","5,418",148,710,13,"2,331,011","18,447"
Portugal,"89,121","+1,208","2,110",+16,"54,047","32,964",132,"8,748",207,"2,852,722","280,005"
Ethiopia,"85,718",+582,"1,305",+4,"39,307","45,106",237,741,11,"1,362,974","11,775"
Belarus,"84,524",+526,906,+5,"77,797","5,821",0,"8,946",96,"2,095,917","221,827"
Honduras,"84,413",+332,"2,521",+9,"32,214","49,678",34,"8,485",253,"198,841","19,986"
Venezuela,"84,391",+635,710,+6,"76,262","7,419",186,"2,970",25,"1,996,103","70,254"
Bahrain,"76,272",+324,285,+5,"72,164","3,823",52,"44,403",166,"1,568,037","912,859"
Switzerland,"65,881","+1,445","2,105",+6,"49,800","13,976",38,"7,596",243,"1,516,021","174,804"
Moldova,"63,275",+657,"1,495",+17,"45,102","16,678",781,"15,696",371,"318,281","78,953"
Uzbekistan,"61,642",+323,511,+2,"58,613","2,518",252,"1,834",15,"1,377,915","41,002"
Nigeria,"60,655",+225,"1,116",+1,"52,006","7,533",7,292,5,"558,313","2,690"
Singapore,"57,884",+4,28,0,"57,740",116,0,"9,872",5,"3,290,291","561,151"
Armenia,"57,566",+745,"1,032",+6,"46,318","10,216",0,"19,416",348,"329,277","111,061"
Austria,"57,326","+1,028",861,+6,"44,949","11,516",107,"6,355",95,"1,822,931","202,074"
Lebanon,"55,869","+1,245",479,+13,"24,581","30,809",190,"8,196",70,"999,515","146,630"
Algeria,"53,399",+174,"1,818",+9,"37,492","14,089",38,"1,212",41,0,0
Paraguay,"51,197",+853,"1,108",+12,"33,325","16,764",156,"7,153",155,"314,053","43,878"
Kyrgyzstan,"49,871",+343,"1,092",+2,"44,712","4,067",24,"7,609",167,"276,522","42,188"
Ghana,"47,126",+96,310,+2,"46,469",347,12,"1,508",10,"500,351","16,009"
Palestine,"45,200",+516,391,+4,"38,841","5,968",0,"8,803",76,"458,400","89,280"
Libya,"44,985","+1,164",656,+12,"25,007","19,322",0,"6,522",95,"255,149","36,990"
Ireland,"44,159",+808,"1,830",+3,"23,364","18,965",32,"8,915",369,"1,356,503","273,851"
Azerbaijan,"42,381",+277,612,+3,"39,468","2,301",0,"4,169",60,"1,187,136","116,784"
Kenya,"41,937",+318,787,+10,"31,340","9,810",0,775,15,"593,199","10,965"
Afghanistan,"39,928",+58,"1,480",+1,"33,308","5,140",93,"1,019",38,"115,402","2,946"
Hungary,"39,862","+1,025",996,+28,"11,753","27,113",160,"4,129",103,"841,220","87,144"
Serbia,"35,006",+152,767,+2,"31,536","2,703",22,"4,011",88,"1,206,976","138,301"
Denmark,"33,101",+290,674,+3,"27,225","5,202",19,"5,709",116,"4,423,310","762,895"
Tunisia,"32,556",0,478,0,"5,032","27,046",138,"2,746",40,"276,002","23,284"
Bosnia and Herzegovina,"31,173",+336,947,+11,"23,777","6,449",0,"9,519",289,"264,777","80,851"
El Salvador,"30,480",+145,899,+5,"25,857","3,724",27,"4,692",138,"427,709","65,846"
Myanmar,"30,437","+1,123",693,+29,"11,769","17,975",0,558,13,"441,926","8,107"
Jordan,"28,127","+2,054",225,+18,"6,361","21,541",55,"2,749",22,"1,464,941","143,173"
Australia,"27,317",+31,899,+1,"25,037","1,381",1,"1,068",35,"8,062,988","315,160"
Bulgaria,"25,774",+785,923,+8,"16,139","8,712",64,"3,717",133,"583,143","84,109"
S. Korea,"24,805",+102,434,+1,"22,863","1,508",91,484,8,"2,428,771","47,361"
Greece,"23,060",+408,462,+6,"9,989","12,609",89,"2,216",44,"1,449,231","139,239"
Cameroon,"21,203",0,423,0,"20,117",663,61,793,16,"149,000","5,574"
North Macedonia,"21,193",+80,800,+3,"16,397","3,996",3,"10,173",384,"209,349","100,487"
Croatia,"20,993",+372,330,+3,"17,889","2,774",27,"5,123",81,"366,235","89,371"
Slovakia,"20,886",+531,61,0,"6,388","14,437",55,"3,825",11,"557,505","102,100"
Ivory Coast,"20,183",+28,120,0,"19,860",203,0,760,5,"174,223","6,560"
Malaysia,"16,880",+660,163,+4,"11,372","5,345",101,520,5,"1,627,612","50,106"
Madagascar,"16,754",+28,237,0,"16,124",393,15,601,8,"75,637","2,712"
Norway,"15,793",+154,277,+1,"11,863","3,653",3,"2,907",51,"1,165,444","214,499"
Albania,"15,752",+182,429,+5,"9,675","5,648",16,"5,475",149,"96,254","33,458"
Zambia,"15,587",+38,345,0,"14,783",459,0,841,19,"192,910","10,413"
Senegal,"15,307",+15,315,0,"13,508","1,484",5,908,19,"190,811","11,313"
Montenegro,"14,268",+218,213,+2,"10,063","3,992",20,"22,717",339,"78,133","124,398"
Sudan,"13,691",0,836,0,"6,764","6,091",0,310,19,0,0
Georgia,"12,841",+569,102,+9,"6,867","5,872",0,"3,221",26,"706,806","177,280"
Finland,"12,499",+287,346,0,"8,500","3,653",10,"2,255",62,"1,213,000","218,827"
Namibia,"12,000",+11,129,0,"10,120","1,751",5,"4,699",51,"111,315","43,588"
Guinea,"11,134",+72,70,0,"10,347",717,24,841,5,"35,204","2,661"
Maldives,"10,993",+50,35,0,"9,833","1,125",12,"20,237",64,"150,743","277,499"
DRC,"10,872",+4,276,0,"10,249",347,0,120,3,0,0
Tajikistan,"10,297",+37,79,0,"9,177","1,041",0,"1,073",8,0,0
Mozambique,"10,258",+170,73,+1,"7,880","2,305",0,326,2,"159,334","5,059"
French Guiana,"10,192",+12,69,0,"9,881",242,6,"33,880",229,"70,305","233,705"
Uganda,"9,945",+81,95,+1,"6,347","3,503",0,216,2,"511,156","11,079"
Luxembourg,"9,840",+109,133,0,"8,248","1,459",3,"15,648",211,"903,862","1,437,334"
Slovenia,"9,231",+398,173,+4,"5,314","3,744",32,"4,440",83,"263,419","126,703"
Haiti,"8,887",+5,230,0,"7,140","1,517",0,777,20,"29,115","2,545"
Gabon,"8,860",0,54,0,"8,298",508,3,"3,955",24,"201,267","89,837"
